firms,age,agr,cash,cashdebt,chatoia,chcsho,che,chpmia,chtx,cinvest,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,20.0,0.1849771597667135,0.0872979180337648,0.2032752741992374,1.3431491764487422,0.0002122756555323,2.4145,0.0442440528350481,0.0090294027876691,0.0410264732901605,0.2840123176333989,0.4746497769180369,0.0146521591444503,3.89928087212352e-08,0.0595665622815333,0.0566878540831835,0.3970370695811032,0.2091331599811619,-0.0269824010578996,0.0574937473595372,0.1189363961273902,0.0237399635515793,0.0621508970886932,0.3091744196284448,0.4796419277158659,-0.1103202846975088,0.357487922705314,0.4336734693877551,0.5611111111111111,0.5875706214689265,0.5875706214689265,0.5524861878453038,0.338095238095238,0.5611111111111111,0.7898089171974523,0.6726190476190477,0.6529411764705884,0.7562499999999999,0.7898089171974523,0.7345679012345678,0.8246753246753247,0.7562499999999999,0.7784810126582278,0.8733333333333333,1.051094890510949,1.1953125,1.4867256637168142,1.650943396226415,1.782178217821782,1.838383838383839,1.782178217821782,1.676190476190476,1.5545454545454542,1.676190476190476,1.8969072164948453,1.9270833333333333,2.469135802469136,2.1931818181818183,2.385542168674699,2.602564102564102,3.532258064516129,3.257575757575758,3.6833333333333336,3.532258064516129,4.1090909090909085,4.017857142857142,4.62,4.403846153846154,4.854166666666667,4.854166666666667,5.386363636363637,5.108695652173913,4.854166666666667,4.62
BBTU_63-L^C18,19.0,0.2650955563372025,0.0234407355255528,0.2271398192450824,2.315633680668393,3.28855927028468e-05,-12.1,0.090919131362807,-0.0029437017048939,-0.0066137566137566,0.1910538286580743,-0.2809060456213111,0.0829235467674234,8.302333321749907e-07,0.050650721069293,0.0337883497769968,0.907124102611032,0.095405324216459,0.1167447216040564,1.2784679089026916,0.3878252933446307,0.048563484708063,-0.1162377994676131,0.2784679089026915,0.3299757531456376,-0.1992337164750958,-0.0577617328519856,-0.0611510791366906,0.0235294117647058,0.0,-0.0509090909090909,0.0,-0.2434782608695652,-0.3002680965147453,-0.282967032967033,-0.227810650887574,-0.3002680965147453,-0.2478386167146975,-0.2478386167146975,-0.2346041055718475,-0.2434782608695652,-0.3255813953488372,-0.2668539325842697,-0.245664739884393,-0.2542857142857143,-0.2162162162162162,-0.2090909090909091,-0.2090909090909091,-0.2521489971346705,-0.2208955223880597,-0.2689075630252101,-0.7238095238095238,-0.705749718151071,-0.7047511312217194,-0.7023945267958951,-0.6781750924784217,-0.683252427184466,-0.6597131681877444,-0.656578947368421,-0.6303116147308783,-0.6303116147308783,-0.6282051282051282,-0.6045454545454545,-0.6375,-0.6579292267365662,-0.6359832635983264,-0.619533527696793,-0.5797101449275363,-0.5857142857142857,-0.613905325443787,-0.5843949044585988,-0.5857142857142857,-0.6003062787136295,-0.5972222222222223
BCQE_67-L^A14,20.0,-0.0829979879275654,0.1047297297297297,0.131811697574893,1.026322194735669,0.0001021963412974,10.5,0.1354960079041153,-0.0007552870090634,0.0125491480996068,0.226950354609929,-2.885,0.110207294673294,2.418841790415216e-06,-0.0799798792756539,-0.3529135338345864,1.2450430175200695,0.07973350526542,0.0643847955323365,0.1939737309484606,0.0174116688728235,0.0200219418540866,0.0968169761273209,-0.1772053083528493,0.3271466197150204,-0.2075,0.0781671159029648,0.2779552715654951,0.2698412698412697,0.3071895424836601,0.4084507042253522,0.3114754098360657,-0.0243902439024389,0.0362694300518136,-0.0566037735849057,-0.1578947368421053,-0.1853360488798371,-0.1735537190082644,-0.0314769975786924,0.095890410958904,0.1594202898550725,0.0638297872340425,0.1627906976744186,0.21580547112462,0.3937282229965155,0.4705882352941175,0.5873015873015872,0.7094017094017095,0.639344262295082,0.4705882352941175,0.4440433212996391,0.4545454545454546,0.6736401673640167,0.556420233463035,0.8518518518518516,0.8518518518518516,1.4844720496894408,1.2857142857142856,1.2857142857142856,1.5806451612903225,2.252032520325203,1.9197080291970805,1.684563758389262,1.1739130434782608,0.9801980198019802,0.7543859649122808,1.2099447513812156,0.8264840182648403,1.2099447513812156,1.9197080291970805,1.366863905325444,1.1739130434782608,0.96078431372549,1.13903743315508
BDAJ_H9-L,13.0,-0.2968299711815562,0.1794919686215913,0.0327799364182267,1.012830411291614,7.021289194119165e-06,-26.4,-0.5786520253101655,-0.0116461916461916,-0.048249027237354,0.1590401785714285,-1.1766268260292163,-0.0157021996615899,1.554530148578275e-07,0.0099135446685878,-0.2132037364301945,0.1875918284273077,0.1980293036332181,-0.0297759549942955,0.1816458481432584,0.8832122702113554,-0.0457377049180327,2.0977443609022552,-0.0276564774381369,1.82111618308028,-0.1136363636363636,-0.0736842105263158,-0.0927835051546391,-0.0638297872340425,-0.0434782608695653,-0.0329670329670329,-0.1926605504587156,-0.0927835051546391,-0.4601226993865031,-0.4853801169590643,-0.4761904761904761,-0.5138121546961326,-0.5621890547263682,-0.5510204081632653,-0.5728155339805825,-0.7095709570957096,-0.7241379310344828,-0.7292307692307692,-0.7653333333333333,-0.7478510028653296,-0.7317073170731707,-0.7206349206349206,-0.6728624535315986,-0.6799999999999999,-0.6933797909407666,-0.722397476340694,-0.7341389728096677,-0.7478510028653296,-0.7634408602150538,-0.7929411764705883,-0.7990867579908676,-0.7894736842105263,-0.7894736842105263,-0.7755102040816326,-0.7595628415300546,-0.7678100263852243,-0.7647058823529411,-0.7555555555555555,-0.772609819121447,-0.772609819121447,-0.7647058823529411,-0.7602179836512262,-0.7914691943127962,-0.7794486215538847,-0.7766497461928934,-0.7777777777777778,-0.7853658536585366,-0.7894736842105263,-0.7953488372093023
BDCK_44-L^L08,19.0,0.1085353003161222,0.1162064825930372,0.1324587388912399,1.9919975869041533,-0.0513054691261992,0.3,-0.0061330184451569,0.0022769890168765,0.0021563342318059,0.0948180815876515,0.0948717948717949,0.0637181409295338,2.439874077851655e-07,0.0302950474183351,0.1183325862841775,0.0001665603009368,-0.0346299412625648,-0.1866258812510089,0.1692076039902129,0.2601166948993037,0.0007129277566539,0.0017533606078316,0.2601166948993037,0.1937357641574766,0.03125,0.0,0.0,0.0,-0.0588235294117647,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.1034482758620691,0.1034482758620691,0.1034482758620691,0.1034482758620691,0.1034482758620691,0.1034482758620691,0.1034482758620691,0.1034482758620691,0.1034482758620691,0.1034482758620691,0.1034482758620691,0.0666666666666666,0.0666666666666666
BFRL_28-L,19.0,-0.1033694827815674,0.0261707009278321,0.1390745475834851,0.1624598504877893,0.0001504914629804,-17.6279,-0.2310849224612507,-0.001135964572414,0.1747487321788222,0.0186854386534307,-0.1594095128340632,0.1838120404470311,3.2834633290608535e-08,0.1122387201539071,-0.0805505136037054,0.4856092003468736,-0.7349082086456626,0.254782268860545,0.745217731139455,-0.254782268860545,-0.0024333155833858,-0.0091275284012191,-0.254782268860545,0.2876445955952565,0.1615271659324524,-0.2356902356902357,-0.1243034719245606,0.0149031296572279,0.033906882591093,0.0867021276595743,0.1877906976744185,0.2146254458977408,0.1274834437086092,0.1647662485746865,0.049306625577812,-0.0606896551724137,-0.2466814159292035,-0.2199312714776632,-0.2151363810987322,-0.245289988917621,-0.2319548872180451,-0.2391061452513967,-0.2413665057556628,-0.2374020156774916,-0.2163406214039125,-0.1801765650080257,-0.193127962085308,-0.1937647987371744,-0.1613300492610837,-0.2535622944830106,-0.2302185380557648,-0.2102821801314264,-0.2133230650750865,-0.2066019417475728,-0.2136258660508083,0.9165103189493432,0.9165103189493432,0.9165103189493432,0.9165103189493432,0.9165103189493432,0.9165103189493432,0.9165103189493432,0.9165103189493432,0.9165103189493432,0.9165103189493432,0.9165103189493432,0.9165103189493432,0.9165103189493432,0.9165103189493432,0.9165103189493432,11.01764705882353,11.01764705882353,11.01764705882353
BJJT_37-L,18.0,0.1972605798935496,0.1335583382872776,0.0058822287736678,-0.0744550292313665,0.0026172379824665,11.1,0.2907893622553374,-0.0031483001718024,-12.505486466715436,0.5288461538461539,0.1577708006279435,-0.9084897126730788,1.288344297294984e-07,0.0015409238098782,0.1779133113176465,0.636967934817295,-0.4050480769230768,0.7097428554382197,-0.7097428554382197,-0.7097428554382197,0.0006901525796784,0.0250847457627118,-0.7097428554382197,0.5852754954585794,-0.1496062992125983,-0.072992700729927,-0.072992700729927,-0.0155038759689922,-0.0305343511450382,-0.0797101449275361,-0.1505016722408027,-0.3226666666666666,-0.3226666666666666,-0.3618090452261306,-0.4174311926605505,-0.400943396226415,-0.4240362811791384,-0.4478260869565217,-0.4330357142857143,-0.4330357142857143,-0.4106728538283062,-0.4093023255813953,-0.3712871287128713,-0.383495145631068,-0.2804532577903682,-0.2573099415204678,-0.2256097560975609,-0.2349397590361445,-0.2256097560975609,-0.3002754820936638,-0.2303030303030302,-0.2037617554858933,-0.1418918918918918,-0.0522388059701492,-0.0305343511450382,0.0241935483870967,-0.0078125,0.016,0.0539419087136929,0.0854700854700856,0.1545454545454545,0.1869158878504673,0.0854700854700856,0.0409836065573769,0.1339285714285714,0.1981132075471698,0.2636815920398012,0.4431818181818181,0.4514285714285715,0.5393939393939395,0.3510638297872341,0.3956043956043955,0.5119047619047621
BLNV_40-L^F19,11.0,-0.0787389577542044,0.0080966452030225,-0.6460188564838484,-0.30594898683972,0.0254202269336289,-7.5285,0.1225010445903051,-0.0004245533989781,-225.3,0.2062084257206208,-0.141199882757663,-0.0837705377393881,2.4584753870047856e-10,0.0010868718743968,0.3775723654454997,0.1056975757395463,-0.0510204081632652,1.5059518141129415,-1.4961798271422575,-1.5059518141129415,-0.0261684289557655,-0.0308824796229371,-1.5059518141129415,1.82111618308028,-0.1671641791044776,-0.0088757396449703,-0.0428571428571428,0.0029940119760478,0.0534591194968552,-0.0147058823529411,0.1964285714285716,-0.0088757396449703,0.0307692307692308,-0.0428571428571428,-0.0668523676880222,-0.2117647058823529,-0.2471910112359551,-0.2841880341880342,-0.2976939203354297,-0.2947368421052632,-0.3163265306122449,-0.345703125,-0.3299999999999999,-0.3299999999999999,-0.348249027237354,-0.2717391304347825,-0.3020833333333332,-0.2555555555555555,-0.1624999999999999,-0.2351598173515982,-0.2298850574712643,-0.2637362637362637,-0.1829268292682926,-0.2004773269689738,-0.2298850574712643,-0.1343669250645994,-0.231651376146789,-0.1687344913151365,-0.1645885286783042,-0.1410256410256409,-0.0536723163841807,-0.0616246498599438,-0.0994623655913978,-0.1624999999999999,-0.1927710843373494,-0.1298701298701299,-0.0147058823529411,0.0403726708074534,0.0634920634920634,0.0668789808917198,0.043613707165109,0.0339506172839505,0.1551724137931034
BPVK_29-L,12.0,0.575238831148648,0.0899167354716991,0.302260566737105,0.616664880526464,8.495401546445275e-06,18.59799999999996,-0.1048974661974449,-0.001320669659445,0.0188881708039505,0.1964328772305673,-0.0506183332457636,0.3971895916299697,0.0001199904915036,0.0493475044506948,1.2379455018358447,19.05837139552944,0.1482464023612462,0.0154635263305065,0.1717696704301689,0.0275366276870628,0.033387334096987,0.1099105593944325,0.0977006098777819,0.7668542874857995,-0.0229357798165137,0.0366143604374702,0.0824230387288977,0.1608093716719913,0.0455635491606714,0.0073937153419594,-0.0488656195462479,-0.0643776824034334,-0.1191919191919191,-0.1036184210526315,-0.1383399209486165,-0.1798344620015047,-0.1874767051807677,-0.1964614817545152,-0.1979396615158204,-0.2241992882562278,-0.2490527040992077,-0.2055393586005831,-0.245674740484429,-0.3083756345177665,-0.3463268365817091,-0.3653566229985444,-0.3261205564142194,-0.3321078431372549,-0.2388268156424581,-0.2805280528052805,-0.2500859993120055,-0.1767371601208459,-0.2026335040234088,-0.2294096854012017,-0.1907943578322197,-0.1397000789265982,-0.1792168674698794,-0.1484375,-0.1481047284095349,-0.0566854175681522,-0.0743099787685774,-0.0442788250767206,0.0390848427073402,0.051108968177435,0.0760118460019743,0.1540497617787188,0.0495907558979298,-0.0280873829692376,-0.0480349344978164,-0.1467710371819961,-0.1159772911597728,-0.1112922951487973,-0.1407173827355143
BQMM_18-L^C11,5.0,-0.1659783144882818,0.8549906768254282,0.1501470876642479,0.3378677244098702,0.0006067236024844,-0.1651,3.989006560937893,-0.0001876920911245,-0.0004105445561894,0.3571428571428571,0.0175050400747406,0.1864208339046694,1.902467249428701e-12,-0.0268408987590316,-0.8431870774536049,0.0019841977996243,-0.8093777388255916,-0.8834374370340519,0.8834374370340519,0.8834374370340519,-0.0378713018632061,-0.0393834344434814,0.8834374370340519,0.0096406362259411,-0.1666666666666666,0.5,0.1999999999999999,0.5,0.0,0.1999999999999999,0.1999999999999999,0.0,0.1999999999999999,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.5,0.1999999999999999,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.4,-0.4,-0.4,-0.4,-0.5,-0.5,-0.5,-0.5,-0.5714285714285715,-0.5714285714285715,-0.5714285714285715
