firms,absacc,acc,age,agr,cashdebt,chpmia,currat,depr,egr,grltnoa,herf,invest,lgr,mve_ia,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0481325730343349,-0.0481325730343349,16.0,-0.1126112171305359,0.0988162853654652,-0.0269757087005084,1.3925693126303016,0.3484698370761779,-0.2276462205512265,-0.1112807230062656,1.5096312367835712e-08,0.0177947408857716,-0.030361642288833,0.1162056484858444,2.633622213397127,0.1563639333504896,-0.1292559206981068,0.1767272043078105,0.0378124690246668,-2.462546187437017,0.986853159909139,0.0713731140752759,0.1200000000000001,-0.0384615384615385,0.0416666666666667,0.0416666666666667,0.1363636363636364,0.0869565217391303,0.0416666666666667,0.0,0.0416666666666667,0.0416666666666667,-0.1525423728813558,-0.1379310344827585,-0.0196078431372549,0.0,0.0869565217391303,0.0638297872340425,-0.0384615384615385,0.2195121951219512,0.1904761904761904,0.3157894736842106,0.4705882352941175,0.7241379310344829,0.5625,0.7241379310344829,0.6129032258064517,0.2820512820512819,0.4705882352941175,0.9230769230769228,0.4705882352941175,0.5151515151515151,0.3888888888888888,0.0638297872340425,0.0,0.0,-0.0196078431372549,-0.1071428571428572,-0.2957746478873239,-0.3421052631578947,-0.0909090909090909,-0.0566037735849057,-0.3055555555555556,-0.3055555555555556,-0.5098039215686274,-0.5098039215686274,-0.5652173913043478,-0.5145631067961165,-0.6710526315789473,-0.7311827956989247,-0.6951219512195121
BBOU_00-L,0.0481394657773962,-0.0481394657773962,16.0,-0.1300858183614249,0.1569274041026138,-0.8268738480136975,1.0087597053553654,0.1143724696356275,-0.2547436415018167,-0.0924561032786344,5.086499411299039e-05,0.0004321787985429,-0.0753220085868956,18.54849880223293,-0.1645209078532245,0.0700292753118734,-0.1819882063017074,-0.0752799502013805,0.2769020438683948,-0.5237068965517241,0.5755524586900259,-0.0581567796610169,-0.0188425302826379,0.0122615803814714,0.0095108695652172,0.0675287356321838,0.0862573099415204,0.0846715328467153,0.0150273224043715,0.0406162464985995,-0.0171957671957672,0.0524079320113315,-0.0145888594164457,0.0319444444444443,0.0108843537414966,0.0095108695652172,0.0644699140401146,0.1360856269113148,0.0991124260355029,0.1719242902208202,0.1537267080745341,0.1291793313069908,0.0878477306002927,0.1326219512195121,0.1719242902208202,0.1537267080745341,0.1007407407407408,0.1308980213089801,0.0178082191780821,-0.0689223057644111,-0.0522959183673469,0.0081411126187245,-0.1269095182138661,-0.1360465116279069,-0.1790055248618786,-0.190631808278867,-0.1459770114942528,-0.1238207547169811,-0.0535031847133757,-0.0026845637583893,0.0614285714285713,0.0614285714285713,0.0815138282387191,0.0081411126187245,-0.0689223057644111,-0.03129074315515,0.0248275862068965,0.0377094972067038,0.0377094972067038,0.1360856269113148,-0.0093333333333334
BBTK_30-L^C11,0.1134510869565217,-0.1134510869565217,11.0,0.1364296081277213,0.1818181818181818,-6.080699084166956,1.8613333333333333,0.0887634684453566,0.8411764705882353,0.1253396739130146,2.270338783033852e-07,0.2216981132075471,-0.108730583824317,0.0018564828182014,-0.2228742003037265,-0.2328427255985267,-0.3980598279380004,-0.2464646464646464,0.6064997804128239,-2.256756756756757,1.8,0.2272727272727272,0.0526315789473683,-0.1555555555555555,-0.05,0.0857142857142858,0.0857142857142858,0.0857142857142858,0.0857142857142858,-0.1555555555555555,0.0857142857142858,0.0857142857142858,-0.1555555555555555,0.0857142857142858,0.0857142857142858,-0.05,-0.05,-0.1555555555555555,0.0857142857142858,0.0857142857142858,-0.05,-0.05,-0.05,-0.24,-0.3090909090909092,-0.24,-0.0952380952380952,0.0270270270270269,0.0270270270270269,-0.05,0.4615384615384614,0.4615384615384614,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294,-0.0952380952380952,-0.0952380952380952,-0.0952380952380952,-0.0952380952380952,-0.0952380952380952,-0.05,-0.05,0.5833333333333335,-0.05,-0.05,0.0,0.0857142857142858,0.2666666666666668,0.52
BBTU_63-L^C18,0.0551027878928,-0.0551027878928,16.0,-0.0325240234263945,0.1724048185603807,-0.052263330643534,0.8805668016194332,0.0792268645060523,0.0439906698858288,-0.045739167292819,9.101853244718284e-05,0.0072212429635525,-0.0984162895927602,3.933283029663635,-0.0018051698061161,0.0475001915634213,-0.022564245099683,0.0467726827189431,0.2862035167492429,-1.0966257668711654,0.8645748987854251,0.3317731370024074,0.0451895043731778,0.1046698872785829,0.088888888888889,0.0147928994082842,0.0923566878980892,0.088888888888889,0.0505359877488513,0.058641975308642,0.1433333333333333,0.2495446265938068,0.242753623188406,0.2564102564102564,0.2656826568265684,0.3192307692307692,0.4503171247357294,0.5626423690205014,0.4351464435146444,0.4411764705882355,0.545045045045045,0.5697940503432495,0.8490566037735849,1.06006006006006,0.8743169398907105,0.7680412371134022,0.7022332506203475,0.5770114942528737,0.6255924170616116,0.8052631578947369,0.4658119658119659,0.5010940919037199,0.2894736842105263,0.1587837837837837,0.1209150326797385,0.1414309484193012,0.2680221811460259,0.3530571992110454,0.3477406679764245,0.3802816901408452,0.6028037383177569,0.545045045045045,0.1827586206896552,0.1490787269681743,0.1568296795952783,0.1746575342465754,0.2798507462686568,0.3802816901408452,0.236036036036036,0.1807228915662651,0.3611111111111111
BBXK_89-L^E06,0.0161609872070644,-0.0161609872070644,16.0,0.0919815859200379,0.1838340817554742,-0.0392062990209515,2.053111901098318,0.0691617108874657,-0.2202804107424961,-0.0945601720819517,4.434359739571977e-05,0.0358216024986306,0.3243752185726199,4.925759297512678,0.3672750090059047,0.0479978020595198,0.0113980122159787,0.056410077376569,-0.1383912558927758,-0.2067716820568532,1.8419377089191915,0.0277695240925073,0.0457317073170733,0.0314465408805031,-0.0574712643678161,0.0,-0.029585798816568,-0.0090634441087613,-0.0465116279069768,-0.0628571428571429,0.2424242424242422,0.2103321033210332,0.1468531468531468,0.2713178294573641,0.1884057971014492,0.2567049808429118,0.1927272727272726,0.1043771043771042,0.1194539249146755,0.1232876712328767,0.1081081081081081,0.1884057971014492,0.2193308550185873,0.2058823529411764,0.1194539249146755,0.1194539249146755,0.0897009966777409,0.0186335403726707,-0.0939226519337017,0.0614886731391586,0.0061349693251533,0.0445859872611464,-0.1013698630136986,-0.0939226519337017,-0.1229946524064171,-0.108695652173913,-0.2807017543859649,-0.2579185520361992,-0.2318501170960186,-0.1921182266009852,-0.0574712643678161,0.0897009966777409,0.0186335403726707,0.1194539249146755,0.0649350649350648,0.1156462585034012,0.0512820512820511,0.0282131661442006,0.1841155234657039,0.2424242424242422,0.4909090909090907
BCPS_48-L^C06,0.2001199580146948,-0.2001199580146948,16.0,-0.2266599303321189,0.0361847473829008,0.7027858370970117,1.3977200759974666,0.2427630117716739,-0.2767315671879988,-0.2550907182485772,3.6985799392624254e-06,-0.106336586273832,-0.2145116976105235,1.916884683204182,-0.6858811770499569,-0.0473296715654651,2.095412870462529,-0.040028919523193,0.1472381302448613,-2.6660007990411505,1.329322355921469,0.0464862505456132,0.0369127516778522,-0.0099667774086378,0.1119402985074626,0.146153846153846,0.2213114754098359,0.3545454545454545,0.3013100436681222,0.3925233644859811,0.3796296296296295,0.3303571428571428,0.2900432900432901,0.2735042735042736,0.2956521739130435,0.2016129032258065,0.0567375886524823,0.1872509960159363,0.1505791505791507,0.3013100436681222,0.2735042735042736,0.2521008403361344,0.49,0.722543352601156,0.8742138364779872,0.8170731707317074,0.8170731707317074,0.6108108108108108,0.6195652173913042,0.7426900584795322,0.3185840707964602,0.4123222748815167,0.2213114754098359,0.1078066914498141,0.0681003584229391,0.2016129032258065,0.4326923076923077,0.3185840707964602,0.2521008403361344,0.2113821138211382,0.4326923076923077,0.6555555555555554,0.2956521739130435,0.1374045801526717,0.146153846153846,0.0,0.146153846153846,0.1640625,0.0033670033670032,-0.0066666666666667,-0.0599369085173501
BCQE_67-L^A14,0.033033033033033,-0.033033033033033,16.0,-0.2252906976744186,-0.0463760434609778,-1.13062900583234,1.819234194122885,0.2318181818181818,3.5533980582524274,-0.2705432705431982,9.741823114653074e-06,-0.1087693798449612,-0.1342398022249691,0.9260309190924422,-0.1068686498887001,0.1934117343131892,-0.2740213523131673,0.2143864090312484,-0.1265341164038877,-0.3689024390243902,1.4844167408726625,-0.2245914707054603,0.2596685082872927,-0.1735159817351598,0.0,0.3211678832116786,0.0710059171597634,-0.0163043478260869,-0.1127450980392157,-0.0320855614973262,-0.2061403508771928,-0.1955555555555554,-0.2957198443579766,-0.3926174496644294,-0.1502347417840375,-0.2612244897959184,-0.5081521739130435,-0.4361370716510903,-0.5606796116504854,-0.4161290322580645,-0.2264957264957264,-0.1620370370370371,0.1036585365853659,0.5470085470085471,0.0168539325842695,-0.7047308319738989,-0.7061688311688312,-0.7661498708010336,-0.7520547945205479,-0.7395683453237409,-0.7919540229885057,-0.7679487179487179,-0.8277830637488106,-0.8537964458804523,-0.8569169960474308,-0.8750862663906143,-0.8446351931330472,-0.8664206642066421,-0.8700646087580761,-0.8499170812603648,-0.7570469798657719,-0.6030701754385964,-0.8228962818003914,-0.8259615384615384,-0.8856601389766267,-0.8945835760046593,-0.8953152111046848,-0.8858764186633039,-0.9025309639203016,-0.9153414405986904,-0.900984682713348
BCZB_W7-L^G07,0.0366309291747888,-0.0366309291747888,16.0,0.0467126589643421,0.1158209786315862,0.0163944041003852,0.8265389319200979,0.0530801071341611,0.0201878872676394,0.0216049382716049,0.0001890558358636,0.0514504197489818,0.0645207644776548,4.057084169719788,-0.1769236271994346,-0.0498683214576096,-0.0262189591445854,-0.041706844416151,-0.0387943193686273,-1.1388888888888888,0.673053403995108,-0.0165806081468732,0.0592592592592591,0.0344827586206897,0.0112359550561798,0.062992125984252,0.0465116279069768,0.0112359550561798,-0.1205211726384364,-0.1262135922330096,-0.150943396226415,-0.1029900332225912,-0.2219020172910663,-0.1588785046728971,-0.2436974789915965,-0.2082111436950146,-0.1988130563798219,-0.1401273885350318,-0.150943396226415,-0.1059602649006622,-0.0689655172413792,-0.1262135922330096,-0.0145985401459853,0.0714285714285714,0.0150375939849625,-0.0391459074733095,-0.1536050156739811,-0.2058823529411764,-0.1482649842271293,-0.1233766233766233,-0.2479108635097492,-0.217391304347826,-0.3525179856115107,-0.3735498839907192,-0.4104803493449781,-0.4091903719912473,-0.4279661016949152,-0.395973154362416,-0.354066985645933,-0.3478260869565216,-0.3735498839907192,-0.3430656934306569,-0.3720930232558138,-0.4155844155844156,-0.463220675944334,-0.4578313253012048,-0.4026548672566371,-0.4039735099337748,-0.3793103448275861,-0.3525179856115107,-0.4052863436123347
BDAJ_H9-L,0.2037956674630231,-0.2037956674630231,10.0,-0.146063501542749,-0.028906955736224,0.6343521191284774,1.7740963855421688,0.1104772505913454,-0.2296015180265654,-0.0995356078704967,2.455023638918141e-06,-0.0098039215686274,-0.1125963309009069,1.4020063505397815,0.0430810093944365,0.2779345515959982,-0.0649596662279379,0.264159960876717,0.2524534142899629,-3.1792294807370185,1.6340361445783131,0.0142271145957733,0.019073569482289,-0.1303317535545023,-0.0802005012531329,-0.0685279187817259,-0.0732323232323232,-0.1048780487804877,-0.1220095693779903,-0.1465116279069767,-0.169683257918552,-0.210752688172043,-0.169683257918552,-0.1621004566210045,-0.0541237113402062,-0.0982800982800983,-0.0732323232323232,0.0,-0.0732323232323232,-0.0893300248138958,0.0545977011494251,0.0455840455840457,0.0922619047619048,0.1087613293051359,0.1257668711656443,0.1189024390243902,-0.0081081081081081,-0.0565552699228791,-0.1156626506024097,0.0825958702064895,0.0,0.1433021806853582,-0.0027173913043478,-0.0755667506297229,-0.0392670157068062,-0.0982800982800983,0.0545977011494251,0.0485714285714284,0.1504702194357365,0.1687898089171973,0.3849056603773584,0.4505928853754941,0.1762820512820513,0.1155015197568389,0.2525597269624573,0.1993464052287581,0.416988416988417,0.3901515151515151,0.43359375,0.5617021276595744,0.5102880658436213
BDCK_44-L^L08,0.1291783193501132,-0.1291783193501132,16.0,-0.0275807722616233,0.0854898336414048,-0.0138548949114171,1.1555869872701556,0.1104199066874028,-0.0909638554216867,-0.135836995605269,1.691392548507829e-07,-0.0795902285263987,0.021485287248949,0.0002380799493987,0.3127314175690384,0.0935201243496385,-0.0384266459305339,0.0954486294775491,-0.1416458195160357,-17.321428571428573,1.1478076379066475,-0.0521353300055461,0.0,0.0,0.0,0.0,0.0,0.0,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.0937500000000001,-0.0937500000000001,-0.0937500000000001,-0.0937500000000001,-0.0937500000000001,-0.0937500000000001,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1470588235294119,-0.1714285714285714,-0.1714285714285714,-0.1714285714285714,-0.1714285714285714
BLNT_37-L^D19,0.0037741311010009,0.0037741311010009,8.0,-0.1110828776251724,0.029861613203601,0.34603833207364,1.008556438180089,0.5353687842750632,-0.7245873929111373,-0.0277441182494272,1.4098737210620185e-07,0.0036362103518141,-0.0636790630215522,0.6483958268579627,0.4849517413326148,-0.0346445303141563,0.2850291438233606,-0.0346445303141563,0.1640706474045654,0.1797484951427379,1.008556438180089,0.0910014730286587,0.0349462365591397,0.0333333333333334,-0.2068230277185501,-0.1308411214953271,-0.1226415094339622,-0.1751662971175165,-0.107913669064748,-0.2017167381974248,-0.2619047619047618,-0.2734375,-0.3085501858736059,-0.3758389261744966,-0.2954545454545454,-0.3111111111111111,-0.3439153439153438,-0.3380782918149466,-0.3507853403141361,-0.3404255319148935,-0.3758389261744966,-0.396103896103896,-0.3473684210526315,-0.3380782918149466,-0.388157894736842,-0.3820598006644518,-0.4431137724550897,-0.4380664652567976,-0.4521354933726067,-0.38,-0.396103896103896,-0.3941368078175895,-0.4150943396226415,-0.4497041420118343,-0.4414414414414414,-0.3830845771144279,-0.3779264214046822,-0.4038461538461538,-0.396103896103896,-0.4095238095238095,-0.3747899159663865,-0.2377049180327868,-0.218487394957983,-0.2545090180360722,-0.2345679012345679,-0.2151898734177215,-0.2705882352941176,-0.2266112266112264,-0.1913043478260868,-0.1267605633802816,-0.2314049586776858
BPVK_29-L,0.0883404093580154,-0.0883404093580154,9.0,0.0133697150189481,0.4548909204982704,-0.0940488768112304,1.8555641364159263,0.1518000778648545,0.0202978618020972,-0.0556066870003485,8.01387858441476e-05,0.0167826322768798,0.0031496183797786,27.814655577825818,-0.259107498350747,0.1040412996371721,-0.1132051430805055,0.1393732877002102,0.0236029757052941,-0.5895620780015155,1.467489088802678,0.0600448621105139,0.0725251455796718,-0.090515166104959,-0.1578243423985733,-0.1751091703056767,-0.260665362035225,-0.2339821573398215,-0.2299225438238891,-0.2554197871501774,-0.2836556693211983,-0.2586342229199372,-0.2729022324865281,-0.2820220448498669,-0.2951492537313432,-0.2903831705484598,-0.317557803468208,-0.2669771051610399,-0.2450039968025579,-0.2226337448559671,-0.2029535864978902,-0.2489065606361828,-0.2321138211382114,-0.1475631768953068,-0.0948730234786775,-0.0957395883197702,-0.149099099099099,-0.2226337448559671,-0.1637892872952633,-0.0554999999999999,0.0005296610169491,-0.1589492430988424,-0.2951492537313432,-0.3715901530272787,-0.4082080200501253,-0.458273587611127,-0.4788965517241379,-0.4329030321224857,-0.3902517753389283,-0.3848909150113969,-0.406161584407419,-0.3935794542536115,-0.4286146400483969,-0.4571839080459769,-0.4240853658536585,-0.4411242603550295,-0.4178736517719569,-0.4325623310303393,-0.4095029696780243,-0.3730501161632923,-0.4402962962962963
BUBP_92-L^K18,0.2551950419248997,-0.2551950419248997,8.0,0.1675227182931647,0.2465660120331479,-0.1578134390820992,1.3128205128205128,0.5877659574468085,-1.8514664143803217,-0.1590411957710362,8.60062777263702e-06,0.0669695772421967,0.0673550809669091,9.157273716517352,0.3901808493122148,0.2130065330297485,-0.0725406815492931,0.4287794809953388,0.2285735767705964,-1.7391304347826086,0.9923076923076924,0.1475204017576899,0.0177935943060496,0.0,0.0998043052837573,0.1611570247933884,0.1587628865979382,-0.0695364238410596,-0.0906148867313915,-0.0633333333333333,-0.1561561561561562,-0.1624441132637853,-0.2258953168044076,-0.2546419098143235,-0.2005689900426742,-0.1661721068249257,-0.1536144578313252,-0.0846905537459282,-0.1636904761904761,-0.2017045454545454,-0.1419847328244274,-0.1611940298507462,-0.1232449297971919,-0.1121642969984202,-0.1273291925465839,-0.0771756978653529,-0.1205007824726134,-0.1259720062208397,-0.0226086956521739,0.0766283524904214,-0.0633333333333333,0.0126126126126127,-0.1353846153846153,-0.2353741496598639,-0.2729624838292367,-0.3245192307692307,-0.2172701949860723,-0.1246105919003115,-0.2566137566137565,-0.3525345622119815,-0.2476572958500669,-0.0602006688963211,-0.2643979057591622,-0.3035935563816605,-0.1994301994301993,-0.2150837988826816,-0.3642533936651583,-0.315468940316687,-0.3989304812834224,-0.5159345391903531,-0.4986619090098126
BWQW_65-L^I10,0.0742394255994845,-0.0742394255994845,3.0,-0.0171571982660277,0.2197489417603269,-0.0188237839256127,2.2824758525527304,0.1654861558274308,0.1022615535889871,-0.0271091268928058,5.715283049044988e-06,-0.0505133470225872,-0.0622259934945552,1.7819753135646526,0.1344320573260572,-0.0231851233388119,-0.065150449251019,-0.0265689574374669,-0.0079048400871919,-0.9345307068366164,1.5499704316972207,-0.0539931437277805,0.0866141732283463,0.0200803212851405,0.0,-0.0522388059701492,-0.0268199233716474,0.0079365079365079,-0.0661764705882353,-0.0268199233716474,-0.0592592592592593,-0.0415094339622641,-0.0522388059701492,-0.0305343511450382,-0.0522388059701492,-0.072992700729927,-0.089605734767025,0.016,-0.048689138576779,0.0079365079365079,0.1238938053097347,0.0495867768595041,0.2095238095238094,0.4350282485875707,0.3229166666666667,0.3229166666666667,0.336842105263158,0.1651376146788989,0.2828282828282829,0.1238938053097347,0.045267489711934,0.144144144144144,0.016,-0.0305343511450382,-0.0378787878787879,-0.0193050193050192,0.0409836065573769,0.2636815920398012,0.1981132075471698,0.2893401015228427,0.5029585798816569,0.6933333333333334,0.3804347826086955,0.2450980392156863,0.3804347826086955,0.3160621761658031,0.6178343949044585,0.7046979865771812,0.4853801169590643,0.4597701149425288,0.7278911564625852
CWI_80-L,0.0817350975310326,-0.0817350975310326,16.0,-0.0686548290215501,0.1465455504881082,-0.2355672986343376,1.2725,0.3790322580645161,0.1643988400624581,-0.1012685854590096,7.455300552507229e-05,-0.0610148058380315,-0.1409151425968748,16.424237498433637,-0.2536305754457739,0.088641967126193,0.1078743325287104,0.0738782245062475,0.2412109744560076,-1.3642987249544627,0.825625,0.0183538315988647,0.0244988864142536,0.0227790432801824,0.0871670702179177,0.108641975308642,0.0665083135391924,0.0677764565992866,0.0564705882352942,0.1338383838383838,0.0502923976608187,0.1004901960784314,0.0677764565992866,0.1572164948453609,0.1662337662337663,0.2135135135135135,0.2719546742209633,0.3836671802773497,0.4053208137715181,0.3944099378881986,0.3284023668639053,0.3564954682779457,0.4991652754590985,0.5644599303135889,0.4507269789983845,0.5482758620689656,0.4483870967741936,0.5617391304347827,0.3730886850152906,0.4031249999999999,0.1784776902887139,0.273758865248227,0.255944055944056,0.0964590964590965,0.2489568845618914,0.3303703703703704,0.3709923664122139,0.4322169059011165,0.5429553264604812,0.5671902268760907,0.5168918918918919,0.4673202614379086,0.5298126064735946,0.5950266429840143,0.6753731343283582,0.6477064220183486,0.6035714285714286,0.7403100775193798,0.5893805309734512,0.814141414141414,0.7607843137254904
CWV_20-L^I06,0.1043480095801812,-0.1043480095801812,16.0,-0.0582450677101473,0.2067619600189883,-0.0502314314993375,1.1062835991892128,0.1237396883593033,-0.0342979017754207,-0.1400943246921458,9.71380206519402e-06,-0.0718075843559854,-0.0843044796227686,4.104391720802139,-0.1494326493659939,0.1696628659361375,0.0812933655248786,0.2179408995210072,0.0961155488708625,-1.8731060606060608,0.8556446637877853,0.0449398918860769,-0.0090543259557344,0.0631016042780747,0.1295454545454544,0.1044444444444443,0.1044444444444443,0.0642398286937901,0.0887185104052572,0.1168539325842694,0.0971302428256069,0.0995575221238938,0.0540827147401907,0.1118568232662191,0.1639344262295081,0.2092457420924571,0.2121951219512194,0.1721698113207546,0.1168539325842694,0.1749408983451534,0.2743589743589743,0.2727272727272727,0.2809278350515463,0.301047120418848,0.3148148148148149,0.2743589743589743,0.1193693693693691,0.1019955654101996,0.132118451025057,0.1359999999999999,0.0676691729323306,0.1639344262295081,-0.0368217054263566,-0.0675422138836773,-0.0405405405405405,-0.0666666666666667,-0.0533333333333333,-0.0302439024390244,-0.0622641509433962,-0.0666666666666667,0.0769230769230768,0.0959206174200659,-0.0273972602739727,-0.0235756385068762,-0.0622641509433962,-0.074487895716946,-0.0386847195357834,-0.0010050251256281,-0.0109452736318409,-0.0109452736318409,-0.0226155358898721
