month,invested,outlier,first,second,rest,total,number of clusters
1990-01,124,1562,175,98,118,1953,6
1990-02,82,1566,172,108,112,1958,6
1990-03,130,1537,171,119,94,1921,6
1990-04,136,1541,182,117,87,1927,6
1990-05,102,1561,176,134,80,1951,6
1990-06,130,1575,178,136,80,1969,6
1990-07,150,1585,178,128,90,1981,6
1990-08,106,1607,177,116,109,2009,9
1990-09,30,1604,174,157,70,2005,6
1990-10,2,1617,189,150,65,2021,6
1990-11,136,1629,169,99,140,2037,6
1990-12,94,1701,119,71,235,2126,10
1991-01,106,1719,144,124,162,2149,10
1991-02,110,1733,131,111,191,2166,10
1991-03,96,1689,110,108,205,2112,8
1991-04,106,1711,129,105,194,2139,10
1991-05,52,1727,125,113,194,2159,10
1991-06,116,1746,133,112,192,2183,10
1991-07,22,1773,133,101,209,2216,10
1991-08,84,1792,123,120,205,2240,10
1991-09,124,1775,127,113,204,2219,10
1991-10,68,1784,136,125,185,2230,10
1991-11,80,1786,131,120,196,2233,10
1991-12,12,1836,133,119,207,2295,10
1992-01,90,1830,132,98,228,2288,10
1992-02,106,1827,130,111,216,2284,10
1992-03,12,1785,111,108,228,2232,10
1992-04,120,1789,125,112,211,2237,10
1992-05,134,1795,115,104,230,2244,10
1992-06,48,1821,118,107,230,2276,10
1992-07,116,1836,97,90,272,2295,10
1992-08,56,1844,124,87,250,2305,10
1992-09,124,1823,138,109,209,2279,10
1992-10,104,1827,126,92,239,2284,10
1992-11,80,1835,123,116,220,2294,10
1992-12,2,1879,109,105,256,2349,10
1993-01,102,1874,123,105,241,2343,10
1993-02,92,1886,114,99,259,2358,10
1993-03,136,1834,142,82,235,2293,10
1993-04,128,1845,140,94,227,2306,10
1993-05,106,1851,138,88,237,2314,10
1993-06,90,1853,133,105,226,2317,10
1993-07,20,1867,134,99,234,2334,10
1993-08,116,1871,148,94,226,2339,10
1993-09,100,1841,136,104,221,2302,10
1993-10,116,1845,123,101,237,2306,10
1993-11,96,1852,142,83,238,2315,10
1993-12,26,1900,125,105,245,2375,10
1994-01,112,1912,134,108,236,2390,10
1994-02,112,1911,138,80,260,2389,10
1994-03,122,1865,132,98,236,2331,10
1994-04,128,1868,131,92,244,2335,10
1994-05,104,1884,121,88,262,2355,10
1994-06,88,1876,130,85,254,2345,10
1994-07,126,1892,131,95,247,2365,10
1994-08,98,1905,118,96,263,2382,10
1994-09,72,1879,119,100,251,2349,10
1994-10,56,1873,136,98,234,2341,10
1994-11,94,1869,119,99,250,2337,10
1994-12,94,1901,101,97,277,2376,10
1995-01,108,1905,150,86,241,2382,10
1995-02,138,1904,119,102,255,2380,10
1995-03,126,1881,111,110,249,2351,10
1995-04,78,1887,117,114,241,2359,10
1995-05,120,1902,123,118,235,2378,10
1995-06,76,1877,134,108,228,2347,9
1995-07,50,1897,127,120,228,2372,10
1995-08,110,1916,106,92,281,2395,10
1995-09,100,1905,139,105,233,2382,10
1995-10,130,1914,131,103,245,2393,10
1995-11,126,1933,134,85,264,2416,10
1995-12,170,2137,161,146,228,2672,10
1996-01,136,2149,150,146,241,2686,10
1996-02,112,2166,142,141,259,2708,10
1996-03,146,1995,135,118,246,2494,10
1996-04,40,2029,142,112,254,2537,10
1996-05,116,2048,145,84,283,2560,10
1996-06,146,2061,158,111,246,2576,10
1996-07,156,2293,162,117,295,2867,10
1996-08,54,2316,165,107,307,2895,10
1996-09,120,2246,158,91,313,2808,10
1996-10,122,2265,160,116,291,2832,10
1996-11,92,2289,154,120,298,2861,10
1996-12,122,2388,158,135,304,2985,10
1997-01,74,2393,154,133,311,2991,10
1997-02,138,2393,173,130,295,2991,10
1997-03,148,2277,165,95,310,2847,10
1997-04,74,2316,180,96,303,2895,10
1997-05,144,2323,176,103,302,2904,10
1997-06,138,2344,183,112,291,2930,10
1997-07,104,2372,192,122,279,2965,10
1997-08,146,2401,172,159,269,3001,10
1997-09,134,2350,162,106,320,2938,10
1997-10,116,2370,120,114,359,2963,10
1997-11,100,2383,158,116,322,2979,10
1997-12,64,2509,168,146,313,3136,10
1998-01,128,2549,187,159,292,3187,9
1998-02,116,2573,154,91,399,3217,10
1998-03,60,2544,176,173,287,3180,9
1998-04,58,2561,157,98,385,3201,10
1998-05,80,2576,190,98,356,3220,10
1998-06,108,2530,151,146,336,3163,10
1998-07,126,2534,159,155,320,3168,10
1998-08,158,2541,140,78,418,3177,10
1998-09,190,2493,167,162,294,3116,9
1998-10,132,2499,156,128,341,3124,10
1998-11,116,2517,188,148,293,3146,9
1998-12,110,2516,147,141,341,3145,10
1999-01,80,2525,166,126,339,3156,10
1999-02,86,2529,184,137,311,3161,10
1999-03,184,2653,180,166,318,3317,10
1999-04,148,2653,173,119,371,3316,10
1999-05,82,2651,214,133,316,3314,10
1999-06,168,2615,191,172,291,3269,9
1999-07,108,2637,166,159,335,3297,10
1999-08,96,2651,176,155,332,3314,10
1999-09,170,2649,154,119,390,3312,10
1999-10,176,2674,186,151,332,3343,10
1999-11,156,2713,186,154,338,3391,10
1999-12,164,2862,212,124,380,3578,10
2000-01,154,2887,211,103,408,3609,10
2000-02,136,2886,221,109,392,3608,10
2000-03,188,2449,192,119,301,3061,10
2000-04,30,2465,171,100,346,3082,10
2000-05,92,2488,175,90,357,3110,10
2000-06,162,2457,165,105,344,3071,10
2000-07,152,2481,181,105,335,3102,10
2000-08,142,2497,176,129,320,3122,10
2000-09,194,2436,184,116,309,3045,10
2000-10,170,2451,181,141,291,3064,10
2000-11,122,2477,168,134,317,3096,10
2000-12,210,2863,201,181,334,3579,9
2001-01,182,2869,207,191,320,3587,9
2001-02,164,2885,188,177,356,3606,10
2001-03,200,2769,194,139,359,3461,10
2001-04,124,2775,176,160,358,3469,10
2001-05,58,2783,192,148,356,3479,10
2001-06,144,2755,180,167,342,3444,10
2001-07,146,2759,197,158,335,3449,10
