,0
2008-09,-0.016393882249438232
2008-10,-0.029790739320613647
2008-11,-0.04329397229359862
2008-12,0.04965776108425676
2009-01,0.016548632738461626
2009-02,-0.027828266399790764
2009-03,-0.017836248705825095
2009-04,0.03557780548843221
2009-05,0.01638737962861683
2009-06,-0.00054389087348565
2009-07,0.015781749119504262
2009-08,0.006515027784734638
2009-09,0.0001313042487545614
2009-10,0.007629343130260715
2009-11,-0.004840680389210467
2009-12,-0.001340695947119574
2010-01,0.0121400040792583
2010-02,0.009053979012498665
2010-03,0.013035569937393765
2010-04,-0.004824283730202276
2010-05,-0.0005574842665015174
2010-06,-0.018792205578247196
2010-07,0.01093273352598498
2010-08,-0.003590206534045386
2010-09,0.033473061925741
2010-10,-0.012888177098284602
2010-11,-0.013957939949148714
2010-12,0.009486264382799326
2011-01,0.008385762391176102
2011-02,0.00663524603985142
2011-03,0.0020126707414925135
2011-04,0.006904829772287297
2011-05,-0.004274374719066515
2011-06,-0.001573997891982196
2011-07,-0.011404382355571029
2011-08,-0.0028291981558035834
2011-09,-0.02784271105967618
2011-10,0.04339823991427832
2011-11,-0.006285290255548725
2011-12,0.010865033419616655
2012-01,0.021308716052958077
2012-02,0.004963272643932375
2012-03,-0.004435367239260348
2012-04,0.004593642563568309
2012-05,-0.0008853543788388605
2012-06,-0.004439331372986613
2012-07,0.012643296245462161
2012-08,0.01143155797418164
2012-09,0.0007967130959771991
2012-10,0.02212852427473113
2012-11,0.0010863544722911622
2012-12,0.006896313636829166
2013-01,0.014031028985059675
2013-02,-0.002915828678584279
2013-03,-0.016579610906947376
2013-04,0.003610388819363563
2013-05,0.018804402437871317
2013-06,-0.003010653035687428
2013-07,0.0024050108895517894
2013-08,0.010377757863404734
2013-09,0.0032625171958356723
2013-10,-0.01445143363752512
2013-11,0.0019811098668362777
2013-12,0.011854201942822011
2014-01,-0.00972890912138834
2014-02,0.00027274494595517156
2014-03,0.008322167493177133
2014-04,0.00679617769593703
2014-05,0.0026293004072893422
2014-06,-0.0006644412137957817
2014-07,0.007037960110608776
2014-08,0.0020429045470284845
2014-09,-0.009322914491727407
2014-10,0.012568426963686572
2014-11,0.011814633307279278
2014-12,0.004472887024799098
2015-01,0.004181676675294038
2015-02,0.02674603788165578
2015-03,-0.0007799334906515285
2015-04,0.01970755970465586
2015-05,0.0050838855036411165
2015-06,0.0008722696560052431
2015-07,0.00403734863022483
2015-08,0.0056664342982898856
2015-09,-0.006455048989240525
2015-10,0.002602328893009346
2015-11,0.001435292514645701
2015-12,-0.0006366314408711613
2016-01,-0.015725109825813446
2016-02,0.005603820950039837
2016-03,0.00496268980834299
2016-04,-0.0035883220533075885
2016-05,0.0010255006169543612
2016-06,-0.007311004813009207
2016-07,0.024780169542051696
2016-08,-0.005304359737826655
2016-09,-0.00697553086147016
2016-10,-0.0016622009537990037
2016-11,0.008527717406402034
2016-12,0.005056576890187447
2017-01,0.01977548934032922
2017-02,0.001433203124836503
2017-03,-0.003942771329457825
2017-04,-0.0014486785026863872
2017-05,-0.006266042021576107
2017-06,0.013732932871324858
2017-07,0.00964502198472431
2017-08,-0.0004715667424730753
2017-09,0.017848183747185036
2017-10,0.006486330662765026
2017-11,0.0005081062592207749
2017-12,-0.004390605353392258
2018-01,-0.005170004734340088
2018-02,-0.0022013873343798133
2018-03,-0.00030927312983702025
2018-04,-0.0071314199767604685
2018-05,-0.00743977770396933
2018-06,0.012312853820403206
2018-07,0.013567579166585951
2018-08,-0.00843690544103811
2018-09,-0.0006583955684155512
2018-10,-0.003481167774127494
2018-11,-0.002414436989631383
2018-12,-0.005749107253111898
2019-01,0.03189036204024788
2019-02,0.0038780560893338306
2019-03,-0.002167367434497428
2019-04,0.010768950687213966
2019-05,0.008366786112611001
2019-06,0.025705143599177718
2019-07,0.012208490865932673
2019-08,-0.016352947221830207
2019-09,0.035022982091637386
2019-10,-0.013136443594109683
2019-11,-0.0013072841910636529
2019-12,0.0066149633508964245
2020-01,0.0073949970169716476
2020-02,-0.015207737184720889
2020-03,-0.031620361030008114
2020-04,0.058914591641134335
2020-05,-0.020683700915558746
2020-06,-0.010898554851437516
2020-07,-0.013493816368940799
2020-08,0.0069384559979107216
2020-09,-0.0026192305455080833
2020-10,-0.007685740406772945
2020-11,-0.0037144063204027217
2020-12,-0.016807410661281576
2021-01,0.0006472493896595327
2021-02,-0.007132641276516007
2021-03,0.008769561159636211
2021-04,-0.0008802335181120632
2021-05,0.00926679776957578
2021-06,0.00456256001965868
2021-07,-0.01377934384354425
2021-08,-0.0040063459437857454
2021-09,0.0003597918489887034
2021-10,-0.008054543601579298
2021-11,-0.012233148926023068
2021-12,-0.006538939056478345
2022-01,-0.0038015455773260866
2022-02,-0.012001894056790884
2022-03,0.005158301478316231
2022-04,-0.010137832708721988
2022-05,0.0014441359243899069
2022-06,0.005313516318726709
2022-07,0.022166235121470607
2022-08,-0.0017143868728305284
