firms,clusters,mom1
54594,0,-0.0305201698513799
14526,11,0.0475491634869384
11581,18,0.0681520314547836
15203,75,0.131578947368421
16126,0,0.0283798882681565
17137,0,0.0356581017304666
20670,36,-0.0353920888272033
64899,0,0.0044829181809813
23660,76,0.1018080156689251
82542,0,-0.0423527077960721
30680,0,-0.0515759312320915
56274,90,0.0799445471349353
31668,0,0.0100376411543288
47511,0,0.0685483870967742
60628,0,0.0193162685523304
37875,0,0.0220692447863939
17144,11,0.0605310531053107
41452,0,-0.0338676318510858
84226,0,-0.0046029919447642
64020,90,0.0333333333333334
52090,0,0.0998058880621157
53613,65,0.0695970695970698
54114,0,0.0715746421267895
57665,0,0.0470200293111873
35107,0,-0.2366110623353818
61621,0,0.0878531073446327
51692,0,0.6550202280250093
64742,0,-0.0029498525073745
65307,0,0.0124212736179145
66852,0,0.010854816824966
46922,12,-0.0787999502054027
77354,0,0.0148716718637564
74500,9,-0.0924657534246575
74740,0,-0.0292493725758612
65306,0,0.0389367939707283
81294,0,-0.0152957359009628
19502,0,-0.0148076390810961
51086,0,0.1409090909090908
83601,0,0.0418764908560829
10044,0,0.1023255813953489
10104,0,0.0378260003981685
75510,0,0.0592364999097529
70092,0,0.0653900046707145
75033,0,-0.0403071017274472
12211,0,0.0767349790405216
80297,0,-0.0253807106598985
75976,0,0.0172385486783779
77488,0,0.0196721311475409
76752,0,0.0151807894010489
77637,0,0.0681444991789819
79094,0,0.0656660412757974
87055,0,0.0191492801565484
79866,0,0.0041322314049587
80719,0,-0.0273520396132986
81655,0,0.0684265700943485
82777,0,0.0110192837465565
83148,0,0.0118203309692672
83597,84,0.0756529296070986
20598,0,0.0455192034139402
89508,0,0.0564817965294317
85040,0,0.0649013499480788
85982,0,0.0121914956883733
85272,90,0.1640000000000001
85394,0,0.0556734693877549
85796,0,0.0612121212121212
87214,0,-0.0852974186307519
88841,0,0.0394973070017954
89216,85,0.0761723596063188
89900,0,0.014055394791236
12488,15,0.0972222222222223
90179,0,0.0620853080568719
47730,0,0.0429950277859023
13777,0,0.0479204339963832
38746,0,-0.0385852090032153
60871,0,0.0819340481488972
14702,0,-0.0189355168884338
15537,0,-0.0290290290290291
68830,0,0.0929658576717398
85631,0,0.1074048233695652
85914,0,0.162052667116813
49373,0,0.0237388724035607
18973,0,0.0581525385819727
19271,0,-0.1564601769911505
29938,0,0.0482670635764403
10866,8,0.042225201072386
25320,0,0.0166525543324866
21742,0,0.047093724517697
