firms,mom1,clusters
10074,0.0652173913043479,1
50906,0.11864406779661,1
10568,-0.0263157894736841,1
10998,0.0789473684210526,1
11181,-0.0222222222222222,0
50032,-0.0193798449612403,1
69171,-0.125,0
68814,-0.0714285714285714,1
47730,0.0164835164835164,1
13232,0.0447761194029849,1
13777,0.0476190476190476,1
44652,0.0,1
38746,-0.1071428571428571,1
60871,0.053921568627451,1
14198,-0.0657894736842105,1
14331,0.0714285714285714,1
45583,-0.0636363636363636,1
14702,0.1179138321995465,1
15537,-0.054054054054054,1
68830,-0.0267857142857143,0
85631,-0.1913946587537092,1
16185,-0.0294117647058823,1
16791,-0.1999999999999999,0
17057,-0.0869565217391304,0
17903,0.0642201834862385,0
18570,-0.0179640718562874,1
47642,0.0155038759689922,1
18973,-0.0188679245283018,1
19271,-0.0509259259259259,1
29938,-0.0334572490706319,3
10866,-0.0431034482758621,1
20002,0.1698113207547169,0
20240,-0.1830985915492957,1
20248,0.0472440944881888,1
25320,0.0594315245478036,1
21726,0.2075471698113207,1
21742,0.0866141732283465,1
11267,0.2941176470588236,1
22825,-0.04,0
26841,-0.0192307692307692,1
65533,0.0192307692307691,3
24572,0.0,1
24951,0.1794871794871795,0
25049,0.0409836065573769,0
25217,0.0056818181818181,1
25487,0.0160771704180064,1
69307,0.0,1
65541,0.1875,0
27562,-0.0502793296089385,1
31026,0.0,0
27800,-0.12,0
27909,0.0263157894736842,1
28207,0.0769230769230768,0
28311,0.3,0
28522,0.1200000000000001,1
10731,0.140625,0
59707,-0.1666666666666666,0
63546,-0.0595238095238095,1
29023,0.0789473684210526,0
49154,-0.0611888111888111,1
19350,0.0092307692307691,1
49429,-0.0633484162895927,1
61313,-0.005,1
19254,0.0294117647058822,1
56960,-0.0289855072463768,1
12008,-0.0625,1
31500,-0.0039370078740157,1
87581,0.1428571428571428,1
33209,-0.0123456790123457,0
50788,0.0227272727272727,1
33690,0.2972972972972973,1
34121,-0.010752688172043,1
34287,0.0661764705882352,1
44708,-0.0491803278688525,1
58405,0.1451612903225807,2
46295,-0.0264550264550265,1
37058,0.098360655737705,1
46164,0.0557377049180327,1
26382,0.0673575129533678,1
37103,0.0454545454545454,1
31974,-0.0216606498194945,1
62228,-0.0374999999999999,1
60935,0.0510948905109489,1
40838,0.0480769230769231,1
19174,0.0,0
21055,0.4761904761904763,0
59547,0.0121951219512195,2
47888,0.0695652173913043,1
62367,-0.0421052631578947,1
39670,0.0972222222222223,1
49189,0.1714285714285714,2
