firms,mom1,clusters
11157,-0.1297709923664123,0
47730,0.0608604407135362,7
13777,0.0786206896551724,0
38746,0.0261206860978528,0
60871,0.1702399999999999,31
14198,0.190927108566395,21
14702,0.189763399323998,21
15537,0.1400000000000001,25
68830,0.0805687203791469,0
49373,0.1487603305785123,7
18570,0.1535764375876578,7
18973,0.1623155505107831,7
19271,0.0342979635584137,0
29938,0.0719540906415538,18
10866,0.2514044943820224,0
25320,0.0271856657398827,7
21726,0.290805630428272,30
21742,0.1351660939289805,0
11267,0.136081560283688,21
86474,-0.1197771587743732,0
22753,0.3307692307692307,0
22825,0.3068181818181819,7
26201,0.1787112851548593,0
65541,-0.1244472520530639,0
27562,0.0587059705221084,1
27677,0.1515513126491645,0
27909,0.0169940828402368,0
63546,-0.047244094488189,0
49154,0.1164355628058728,3
19350,0.1754684838160138,3
49429,0.1851425942962283,0
61313,0.1687956204379561,0
80971,0.1118279569892473,0
12008,0.2699346405228757,5
31500,0.1805118994162551,0
33209,0.11284046692607,0
50788,0.0783179012345678,30
77462,0.1599544072948329,0
37058,0.1719457013574661,0
62228,-0.0304806565064478,25
83233,0.0440662159011424,30
32678,0.1580016246953697,0
23077,0.0586370839936609,7
27828,0.1853006681514477,3
66181,0.0891390325524794,0
32870,0.0906735751295335,7
42922,0.2943508424182359,0
12503,0.3097758405977584,0
89757,0.3591794158553547,0
47571,0.093181818181818,0
16678,0.0555555555555555,1
48291,0.1965973534971645,0
48347,0.3711201079622133,0
64282,0.1090625811477539,0
27617,0.2977099236641221,0
60097,0.0451263537906136,3
52813,0.1808731808731809,30
60548,0.0501165501165501,30
53197,0.2503364737550471,30
56777,0.0353430353430355,0
57809,0.1668344237544035,0
57817,0.1096760070052538,7
79611,0.3735632183908046,0
59185,0.0791173304628634,12
34948,0.151603498542274,0
60709,0.199931432489572,0
35051,0.2068396226415094,7
18403,0.1979088872292753,0
35238,0.1651469098277609,0
13936,0.2776442307692306,0
49971,0.1315334025614398,7
64785,0.3359528487229861,0
62033,0.2450207468879666,7
91556,0.1148811793112214,0
50948,0.1573459715639811,21
70923,0.1723076923076922,7
42585,0.0566607216353409,7
72005,0.2687499999999998,0
76081,0.1936794582392778,0
60580,0.0968134767607062,7
37807,0.1172701057353411,7
80179,0.0974760661444733,0
80857,0.184628237259816,1
59627,0.1999999999999999,0
55976,0.0928709055876686,0
82924,0.0706888788833859,7
83011,0.2192270217603118,1
15456,0.0881035340965654,7
79672,0.2947368421052632,0
40539,0.0623760591310618,1
10025,0.2175675675675676,0
10182,0.1376359009946797,0
10259,0.0637755102040815,0
10501,0.4046242774566475,30
77420,0.1435272045028142,30
10514,0.0421052631578948,0
10659,0.0885388375882672,30
10645,-0.0358974358974358,0
75527,0.098360655737705,0
89105,0.3978839371593459,0
71837,0.0507936507936508,0
11154,0.2590361445783131,0
11343,0.0421052631578946,0
11379,0.1037234042553192,0
11174,0.1502412129565817,0
75100,0.3109174613613943,5
11081,0.118104667609618,3
89609,0.0153846153846155,25
12266,-0.036697247706422,0
75489,0.124812030075188,7
11839,-0.044811320754717,0
75905,0.2331583552055993,0
