firms,mom1,clusters
21020,-0.1387559808612438,0
11499,0.03,0
81912,-0.0311506675143038,103
27991,-0.0150243040212108,449
20482,0.0070813397129185,203
10656,-0.0482269503546098,61
60038,-0.0012631578947368,0
10779,0.0296296296296294,0
61487,-0.0291187739463602,0
61241,-0.194700460829493,0
88845,0.009386446886447,34
28222,0.005153012935114,170
11368,-0.05,101
28804,0.0136215575954987,47
11587,0.0701146937892231,226
11691,-0.0165407392280988,293
11790,0.0280898876404493,229
71271,-0.0001801482672465,236
10145,0.0006717044500421,266
45911,-0.0977620730270906,304
24643,-0.056513979773944,77
28484,-0.0540301151461469,315
90893,-0.0208791208791208,0
81073,0.0649019825008305,491
39482,0.0476190476190476,0
10225,-0.0148308357793913,321
12758,-0.025085518814139,0
24109,-0.0136125654450262,186
59176,0.001937984496124,270
66800,0.0287719298245614,0
13470,0.0210237659963437,0
13507,-0.0360696517412936,576
58560,-0.0754651565930891,22
13769,0.0,0
11144,0.0853556485355648,626
85257,0.0324212462635087,152
14008,-0.0361744301288403,119
64864,-0.248,0
18075,-0.0080372250423012,278
14219,-0.018181818181818,0
14227,0.2426900584795319,53
83112,-0.0249249942303253,0
39490,-0.0097110754414124,0
14593,-0.0349595502101472,675
14761,-0.016990291262136,0
10516,-0.0697315643319962,679
14868,0.028386231560125,135
77595,-0.0310330747243772,136
29209,-0.070132198073045,499
24272,-0.054433713784021,184
15457,0.1488250652741516,621
15553,-0.0097299927025054,107
15721,0.0182279649284724,446
44644,-0.0440936309199782,448
16030,-0.145025295109612,0
44601,-0.0876239962210675,338
27684,-0.1193370165745857,574
40416,-0.0575563783237966,160
53110,-0.006179473401397,282
52484,-0.1876923076923076,225
75034,-0.0185310428783985,671
10318,0.0146002317497104,297
57568,-0.0265755504935458,212
24221,0.020979020979021,186
16505,-0.0482758620689656,346
16548,-0.0185654008438818,164
49656,-0.0885805763073638,93
46877,-0.0171765968867417,157
39693,0.0290335960182497,278
47423,-0.0521008403361344,0
27887,0.0028561827956987,157
29612,-0.0002807411566535,465
39642,-0.0157624214734436,157
17444,0.0403587443946187,0
65875,0.0081234768480908,477
65509,-0.0516372795969773,0
43772,0.0199275362318842,500
17778,-0.0224794780046305,0
61508,-0.05756776205325,284
18033,-0.1177856301531212,0
61946,-0.029980657640232,186
65154,0.0306784660766961,0
19561,-0.0525438933743431,0
42024,-0.0610047846889951,403
18650,-0.0962099125364431,0
52230,-0.0195865070729053,646
87146,-0.0013032145960035,449
60898,0.0305422178795258,0
19393,0.0069541029207231,203
10874,-0.0590405904059041,0
55597,-0.0680615074363499,128
