month,invested,outlier,first,second,rest,total,number of clusters
1990-01,262,910,79,69,895,1953,78
1990-02,230,948,98,72,840,1958,77
1990-03,250,908,101,84,828,1921,80
1990-04,266,935,101,87,804,1927,72
1990-05,236,920,94,92,845,1951,78
1990-06,242,935,97,84,853,1969,74
1990-07,282,947,88,83,863,1981,82
1990-08,260,956,77,76,900,2009,82
1990-09,302,939,117,100,849,2005,82
1990-10,286,972,122,105,822,2021,80
1990-11,274,980,111,102,844,2037,76
1990-12,298,1037,95,91,903,2126,76
1991-01,248,1077,92,87,893,2149,65
1991-02,276,1048,103,98,917,2166,73
1991-03,266,1023,137,97,855,2112,67
1991-04,298,1025,122,94,898,2139,70
1991-05,302,1013,140,85,921,2159,77
1991-06,278,1079,130,124,850,2183,72
1991-07,260,1100,117,96,903,2216,73
1991-08,286,1090,119,102,929,2240,73
1991-09,304,1062,122,116,919,2219,71
1991-10,286,1072,123,111,924,2230,71
1991-11,312,1086,175,117,855,2233,71
1991-12,322,1144,139,109,903,2295,71
1992-01,290,1131,140,122,895,2288,68
1992-02,322,1152,138,132,862,2284,73
1992-03,232,1127,122,107,876,2232,78
1992-04,308,1103,126,88,920,2237,75
1992-05,262,1107,96,90,951,2244,76
1992-06,234,1140,115,106,915,2276,72
1992-07,312,1130,104,100,961,2295,70
1992-08,302,1128,115,106,956,2305,76
1992-09,282,1115,132,109,923,2279,70
1992-10,316,1110,126,121,927,2284,72
1992-11,274,1126,128,122,918,2294,75
1992-12,262,1178,112,111,948,2349,70
1993-01,306,1203,127,115,898,2343,64
1993-02,296,1209,132,107,910,2358,67
1993-03,284,1119,115,102,957,2293,68
1993-04,332,1128,108,103,967,2306,69
1993-05,254,1133,111,98,972,2314,73
1993-06,292,1099,122,104,992,2317,74
1993-07,268,1179,118,102,935,2334,68
1993-08,284,1134,95,82,1028,2339,80
1993-09,286,1121,125,117,939,2302,74
1993-10,298,1106,132,131,937,2306,72
1993-11,320,1105,148,118,944,2315,79
1993-12,314,1137,120,115,1003,2375,79
1994-01,330,1147,104,103,1036,2390,75
1994-02,338,1156,151,99,983,2389,76
1994-03,304,1117,123,90,1001,2331,72
1994-04,290,1127,129,126,953,2335,71
1994-05,308,1150,132,92,981,2355,76
