month,invested,outlier,first,second,rest,total,number of clusters
1990-01,72,1106,163,118,566,1953,27
1990-02,22,1112,158,126,562,1958,24
1990-03,92,1118,174,151,478,1921,27
1990-04,82,1076,206,112,533,1927,32
1990-05,86,1090,222,110,529,1951,30
1990-06,74,1088,218,113,550,1969,27
1990-07,88,1069,188,121,603,1981,29
1990-08,70,1126,184,148,551,2009,29
1990-09,92,1126,207,144,528,2005,26
1990-10,136,1133,186,111,591,2021,30
1990-11,94,1137,196,135,569,2037,27
1990-12,58,1178,144,109,695,2126,27
1991-01,72,1229,186,137,597,2149,27
1991-02,50,1215,183,152,616,2166,29
1991-03,50,1200,165,163,584,2112,27
1991-04,98,1156,171,156,656,2139,25
1991-05,106,1209,214,186,550,2159,28
1991-06,64,1226,202,178,577,2183,26
1991-07,76,1260,245,199,512,2216,28
1991-08,26,1253,210,170,607,2240,29
1991-09,70,1208,287,171,553,2219,30
1991-10,28,1255,182,162,631,2230,29
1991-11,48,1211,248,130,644,2233,26
1991-12,28,1344,211,209,531,2295,26
1992-01,34,1329,274,159,526,2288,27
1992-02,54,1324,212,179,569,2284,27
1992-03,0,1304,299,140,489,2232,25
1992-04,90,1288,274,174,501,2237,26
1992-05,104,1283,316,160,485,2244,24
1992-06,24,1323,272,116,565,2276,22
1992-07,106,1356,259,226,454,2295,26
1992-08,108,1358,272,191,484,2305,24
1992-09,92,1292,251,210,526,2279,25
1992-10,84,1300,267,203,514,2284,29
1992-11,76,1315,260,207,512,2294,27
1992-12,94,1394,269,191,495,2349,26
1993-01,62,1401,218,185,539,2343,28
1993-02,68,1397,171,155,635,2358,27
1993-03,90,1317,322,97,557,2293,24
1993-04,96,1341,222,178,565,2306,23
1993-05,78,1322,216,189,587,2314,26
1993-06,64,1306,266,203,542,2317,27
1993-07,14,1354,289,142,549,2334,27
1993-08,76,1340,228,145,626,2339,26
1993-09,66,1318,251,209,524,2302,26
1993-10,74,1294,335,172,505,2306,30
1993-11,86,1325,324,109,557,2315,28
1993-12,46,1323,263,150,639,2375,30
1994-01,88,1359,325,128,578,2390,29
1994-02,112,1372,310,110,597,2389,28
1994-03,84,1381,274,179,497,2331,27
1994-04,112,1357,265,208,505,2335,26
1994-05,60,1360,320,99,576,2355,30
1994-06,80,1339,269,165,572,2345,30
1994-07,120,1348,280,181,556,2365,26
1994-08,70,1370,325,134,553,2382,25
1994-09,96,1377,358,149,465,2349,28
1994-10,98,1330,266,117,628,2341,29
1994-11,80,1353,261,152,571,2337,25
1994-12,60,1357,260,211,548,2376,29
1995-01,106,1329,222,150,681,2382,28
1995-02,90,1331,276,144,629,2380,30
1995-03,100,1328,308,151,564,2351,31
1995-04,64,1306,186,172,695,2359,31
1995-05,62,1361,305,191,521,2378,24
1995-06,74,1327,286,150,584,2347,31
1995-07,30,1342,299,178,553,2372,30
1995-08,76,1363,242,211,579,2395,28
1995-09,102,1341,207,202,632,2382,30
1995-10,126,1350,260,132,651,2393,29
1995-11,108,1375,199,195,647,2416,25
1995-12,110,1515,232,148,777,2672,27
1996-01,86,1521,225,124,816,2686,25
1996-02,66,1567,258,186,697,2708,26
1996-03,84,1404,224,181,685,2494,29
1996-04,68,1459,295,155,628,2537,25
1996-05,62,1507,218,200,635,2560,25
1996-06,116,1501,357,161,557,2576,27
1996-07,128,1705,322,268,572,2867,27
1996-08,26,1697,347,185,666,2895,30
1996-09,94,1638,341,156,673,2808,29
1996-10,110,1670,255,191,716,2832,26
1996-11,94,1669,316,197,679,2861,28
1996-12,98,1736,361,151,737,2985,28
1997-01,48,1755,297,258,681,2991,28
1997-02,102,1745,418,159,669,2991,28
1997-03,110,1629,355,164,699,2847,30
1997-04,42,1780,306,236,573,2895,26
1997-05,90,1734,347,184,639,2904,28
1997-06,108,1717,371,176,666,2930,27
1997-07,98,1737,284,158,786,2965,29
1997-08,96,1804,363,210,624,3001,25
1997-09,114,1731,365,213,629,2938,27
1997-10,102,1775,403,202,583,2963,24
1997-11,74,1804,360,171,644,2979,28
1997-12,48,1880,363,257,636,3136,28
1998-01,64,1938,323,205,721,3187,26
1998-02,70,1913,360,191,753,3217,27
1998-03,26,1905,388,132,755,3180,27
1998-04,74,1926,358,225,692,3201,25
1998-05,52,1923,385,220,692,3220,24
1998-06,78,1934,294,260,675,3163,26
1998-07,102,1951,317,203,697,3168,24
1998-08,196,1929,249,206,793,3177,26
1998-09,182,1892,251,249,724,3116,25
1998-10,130,1854,317,182,771,3124,28
1998-11,42,1882,234,199,831,3146,30
1998-12,80,1898,341,229,677,3145,28
1999-01,54,1939,243,220,754,3156,29
1999-02,52,1941,278,270,672,3161,27
1999-03,112,2010,266,215,826,3317,31
1999-04,118,1961,277,211,867,3316,28
1999-05,58,2010,318,233,753,3314,28
1999-06,104,1989,261,168,851,3269,27
1999-07,48,2020,280,220,777,3297,26
1999-08,60,2036,307,224,747,3314,22
1999-09,110,1999,245,220,848,3312,29
1999-10,94,2001,263,245,834,3343,31
1999-11,34,2060,376,243,712,3391,28
1999-12,34,2188,304,282,804,3578,23
2000-01,66,2179,397,241,792,3609,27
2000-02,32,2224,346,286,752,3608,25
2000-03,134,1827,317,242,675,3061,25
2000-04,158,1825,434,294,529,3082,25
2000-05,148,1819,386,222,683,3110,28
2000-06,102,1825,380,241,625,3071,29
2000-07,168,1805,356,224,717,3102,30
2000-08,106,1831,302,234,755,3122,30
2000-09,192,1792,401,199,653,3045,31
2000-10,156,1836,285,220,723,3064,29
2000-11,108,1827,377,175,717,3096,27
2000-12,132,2159,379,300,741,3579,25
2001-01,40,2182,338,247,820,3587,27
2001-02,78,2152,386,192,876,3606,27
2001-03,114,2115,326,192,828,3461,27
2001-04,88,2105,286,232,846,3469,26
2001-05,28,2129,408,203,739,3479,27
2001-06,88,2090,433,258,663,3444,27
2001-07,88,2121,467,177,684,3449,27
2001-08,24,2128,454,178,717,3477,27
2001-09,88,2072,433,247,625,3377,26
2001-10,40,2080,329,190,807,3406,27
2001-11,86,2105,362,241,734,3442,25
2001-12,56,2173,354,265,704,3496,27
2002-01,76,2130,448,164,776,3518,28
2002-02,104,2150,376,162,844,3532,26
2002-03,78,2067,375,257,726,3425,27
2002-04,82,2088,321,262,781,3452,27
2002-05,70,2109,308,266,802,3485,32
