month,invested,outlier,first,second,rest,total,number of clusters
1990-01,44,1297,350,109,197,1953,7
1990-02,16,1311,288,265,94,1958,6
1990-03,74,1272,294,219,136,1921,7
1990-04,70,1262,304,222,139,1927,7
1990-05,32,1288,299,164,200,1951,7
1990-06,44,1297,359,197,116,1969,8
1990-07,64,1274,342,200,165,1981,7
1990-08,54,1288,274,195,252,2009,6
1990-09,6,1308,306,304,87,2005,8
1990-10,0,1395,300,283,43,2021,8
1990-11,70,1374,325,142,196,2037,7
1990-12,38,1357,282,187,300,2126,6
1991-01,52,1396,298,234,221,2149,6
1991-02,48,1394,382,181,209,2166,7
1991-03,40,1333,299,199,281,2112,9
1991-04,72,1369,393,228,149,2139,8
1991-05,8,1353,334,233,239,2159,9
1991-06,42,1419,468,161,135,2183,7
1991-07,4,1414,405,235,162,2216,7
1991-08,16,1448,507,119,166,2240,7
1991-09,50,1404,490,208,117,2219,7
1991-10,18,1419,486,205,120,2230,6
1991-11,32,1418,468,206,141,2233,6
1991-12,0,1493,346,310,146,2295,6
1992-01,34,1504,385,169,230,2288,6
1992-02,38,1533,482,139,130,2284,4
1992-03,0,1494,399,179,160,2232,6
1992-04,72,1505,388,182,162,2237,5
1992-05,66,1533,454,172,85,2244,4
1992-06,20,1519,461,164,132,2276,6
1992-07,74,1568,470,191,66,2295,5
1992-08,14,1536,458,243,68,2305,5
1992-09,66,1503,460,212,104,2279,4
1992-10,60,1506,467,176,135,2284,5
1992-11,16,1512,484,189,109,2294,4
1992-12,0,1603,415,187,144,2349,4
1993-01,50,1587,418,180,158,2343,5
1993-02,46,1601,390,179,188,2358,6
1993-03,66,1522,437,216,118,2293,7
1993-04,86,1507,402,205,192,2306,7
1993-05,36,1585,560,94,75,2314,8
1993-06,50,1526,430,210,151,2317,6
1993-07,8,1575,428,202,129,2334,6
1993-08,50,1575,455,162,147,2339,7
1993-09,52,1539,459,178,126,2302,7
1993-10,40,1512,405,256,133,2306,6
