month,invested,outlier,first,second,rest,total,number of clusters
1990-01,60,1220,272,137,324,1953,14
1990-02,18,1201,257,137,363,1958,12
1990-03,80,1193,244,202,282,1921,15
1990-04,76,1162,246,151,368,1927,13
1990-05,32,1213,237,138,363,1951,13
1990-06,52,1229,306,158,276,1969,13
1990-07,78,1169,325,150,337,1981,13
1990-08,62,1210,256,173,370,2009,13
1990-09,6,1225,209,200,371,2005,12
1990-10,0,1247,253,130,391,2021,16
1990-11,90,1294,285,130,328,2037,15
1990-12,48,1300,260,234,332,2126,15
1991-01,56,1312,280,235,322,2149,16
1991-02,56,1326,279,264,297,2166,13
1991-03,48,1264,207,184,457,2112,15
1991-04,84,1266,357,135,381,2139,14
1991-05,96,1284,303,182,390,2159,16
1991-06,62,1306,368,165,344,2183,14
1991-07,62,1353,341,188,334,2216,16
1991-08,22,1359,439,107,335,2240,14
1991-09,64,1314,362,312,231,2219,12
1991-10,18,1345,351,237,297,2230,13
1991-11,40,1339,443,119,332,2233,12
1991-12,0,1440,292,234,329,2295,13
1992-01,22,1447,340,153,348,2288,11
1992-02,42,1449,325,159,351,2284,13
1992-03,0,1414,363,150,305,2232,11
1992-04,76,1402,319,260,256,2237,11
1992-05,92,1412,296,239,297,2244,12
1992-06,24,1429,310,138,399,2276,12
1992-07,86,1472,379,148,296,2295,9
1992-08,92,1480,344,202,279,2305,10
1992-09,86,1403,316,294,266,2279,11
1992-10,70,1414,399,204,267,2284,13
1992-11,26,1434,338,309,213,2294,10
1992-12,0,1542,340,223,244,2349,10
1993-01,46,1546,275,228,294,2343,10
1993-02,62,1511,287,208,352,2358,11
1993-03,76,1443,283,180,387,2293,11
1993-04,96,1451,394,155,306,2306,12
1993-05,44,1461,278,275,300,2314,13
1993-06,58,1460,398,127,332,2317,12
1993-07,12,1481,362,162,329,2334,12
1993-08,56,1463,265,227,384,2339,12
1993-09,52,1453,429,127,293,2302,13
1993-10,52,1449,342,187,328,2306,15
1993-11,74,1442,339,305,229,2315,13
1993-12,8,1479,354,339,203,2375,14
1994-01,62,1469,387,253,281,2390,14
1994-02,78,1488,434,155,312,2389,16
1994-03,84,1478,432,152,269,2331,15
1994-04,86,1478,354,240,263,2335,13
1994-05,52,1481,399,250,225,2355,11
1994-06,64,1458,325,304,258,2345,11
1994-07,106,1451,307,237,370,2365,12
1994-08,58,1466,445,148,323,2382,11
1994-09,28,1509,419,180,241,2349,12
1994-10,24,1474,375,195,297,2341,12
1994-11,62,1490,417,122,308,2337,11
1994-12,40,1470,289,262,355,2376,13
1995-01,78,1475,286,282,339,2382,11
1995-02,74,1489,483,214,194,2380,16
1995-03,68,1496,352,320,183,2351,13
1995-04,54,1457,257,250,395,2359,13
1995-05,56,1464,299,241,374,2378,12
1995-06,20,1436,360,157,394,2347,12
1995-07,24,1482,418,162,310,2372,14
1995-08,54,1499,309,243,344,2395,13
1995-09,78,1509,427,159,287,2382,13
1995-10,114,1455,376,200,362,2393,11
1995-11,96,1489,298,227,402,2416,13
1995-12,78,1689,477,199,307,2672,12
1996-01,68,1688,392,177,429,2686,10
1996-02,52,1756,428,207,317,2708,13
1996-03,74,1586,374,231,303,2494,13
1996-04,18,1595,366,216,360,2537,13
1996-05,44,1660,402,197,301,2560,12
1996-06,82,1675,485,169,247,2576,13
1996-07,112,1855,446,187,379,2867,14
1996-08,22,1878,394,332,291,2895,13
1996-09,82,1837,522,132,317,2808,14
1996-10,94,1800,545,115,372,2832,14
1996-11,34,1869,311,300,381,2861,14
1996-12,96,1928,542,155,360,2985,12
1997-01,36,1944,425,355,267,2991,12
1997-02,84,1931,579,151,330,2991,13
1997-03,84,1853,506,192,296,2847,13
1997-04,42,1913,522,136,324,2895,11
1997-05,74,1912,483,222,287,2904,12
1997-06,74,1917,570,126,317,2930,14
1997-07,74,1918,574,127,346,2965,13
1997-08,76,1926,540,156,379,3001,13
1997-09,94,1875,512,177,374,2938,14
1997-10,80,1923,449,245,346,2963,12
1997-11,62,1979,447,267,286,2979,12
1997-12,38,2029,544,108,455,3136,10
1998-01,58,2090,535,151,411,3187,11
1998-02,56,2122,447,294,354,3217,12
1998-03,26,2119,497,167,397,3180,14
1998-04,24,2105,538,108,450,3201,12
1998-05,44,2219,386,306,309,3220,13
1998-06,60,2148,498,124,393,3163,12
1998-07,80,2092,475,158,443,3168,14
1998-08,158,2097,322,276,482,3177,14
1998-09,176,2026,413,169,508,3116,15
1998-10,118,2066,338,276,444,3124,14
1998-11,36,2063,454,235,394,3146,15
1998-12,70,2047,465,246,387,3145,16
1999-01,38,2046,482,210,418,3156,15
1999-02,48,2086,494,175,406,3161,12
1999-03,76,2204,383,326,404,3317,17
1999-04,88,2198,346,238,534,3316,15
1999-05,14,2238,485,183,408,3314,15
1999-06,86,2201,399,288,381,3269,11
1999-07,32,2202,525,196,374,3297,13
1999-08,44,2207,561,199,347,3314,12
1999-09,80,2195,498,276,343,3312,14
1999-10,70,2212,552,208,371,3343,14
1999-11,28,2251,497,263,380,3391,15
1999-12,26,2405,569,265,339,3578,13
2000-01,48,2393,490,250,476,3609,12
2000-02,28,2384,595,264,365,3608,12
2000-03,120,1984,570,224,283,3061,13
2000-04,130,1992,551,290,249,3082,14
2000-05,56,2040,631,164,275,3110,14
2000-06,90,1960,534,155,422,3071,13
2000-07,134,2012,500,254,336,3102,13
2000-08,74,2011,431,361,319,3122,14
2000-09,158,1949,541,174,381,3045,15
2000-10,152,1953,418,314,379,3064,14
2000-11,94,1968,556,246,326,3096,14
2000-12,102,2342,544,269,424,3579,13
2001-01,34,2368,462,260,497,3587,14
2001-02,60,2358,432,290,526,3606,12
2001-03,94,2281,449,264,467,3461,13
2001-04,32,2267,550,261,391,3469,13
2001-05,8,2375,523,264,317,3479,13
2001-06,70,2259,537,253,395,3444,13
2001-07,76,2282,510,283,374,3449,13
2001-08,24,2282,557,272,366,3477,14
2001-09,76,2251,530,259,337,3377,13
2001-10,34,2296,457,298,355,3406,14
2001-11,54,2274,455,258,455,3442,15
2001-12,0,2284,494,273,445,3496,14
2002-01,60,2378,548,323,269,3518,13
2002-02,50,2299,440,276,517,3532,14
2002-03,68,2276,481,264,404,3425,13
2002-04,70,2270,507,274,401,3452,14
2002-05,48,2300,410,275,500,3485,13
2002-06,74,2277,509,281,399,3466,14
2002-07,22,2280,434,285,499,3498,13
2002-08,38,2314,415,290,506,3525,13
2002-09,76,2229,438,281,497,3445,15
2002-10,22,2208,415,282,542,3447,14
2002-11,48,2232,454,280,486,3452,12
2002-12,64,2297,448,285,409,3439,12
2003-01,0,2340,390,282,434,3446,12
2003-02,36,2329,498,282,344,3453,11
2003-03,52,2288,412,263,397,3360,14
2003-04,20,2263,437,253,410,3363,12
2003-05,24,2317,473,264,327,3381,11
2003-06,16,2285,489,275,328,3377,15
2003-07,68,2312,528,261,304,3405,11
2003-08,16,2351,522,273,287,3433,11
2003-09,44,2229,368,282,503,3382,12
2003-10,62,2277,597,275,241,3390,12
2003-11,42,2280,495,283,362,3420,12
2003-12,48,2328,483,261,397,3469,10
2004-01,44,2349,486,289,372,3496,10
2004-02,44,2363,523,297,316,3499,11
2004-03,38,2280,524,279,339,3422,11
2004-04,36,2254,512,275,401,3442,13
2004-05,12,2319,533,277,348,3477,12
2004-06,40,2354,590,275,239,3458,11
2004-07,82,2360,547,287,286,3480,12
2004-08,80,2415,440,285,371,3511,12
2004-09,60,2300,557,291,323,3471,12
2004-10,42,2315,307,294,570,3486,13
2004-11,38,2333,519,289,358,3499,11
2004-12,2,2298,344,256,628,3526,12
2005-01,74,2375,582,268,305,3530,12
2005-02,2,2346,482,214,489,3531,11
2005-03,68,2273,497,264,405,3439,14
2005-04,118,2268,557,277,339,3441,11
2005-05,12,2255,404,275,517,3451,14
2005-06,48,2264,461,293,381,3399,12
2005-07,74,2269,570,255,304,3398,10
2005-08,28,2231,429,237,508,3405,10
2005-09,18,2177,392,291,469,3329,11
2005-10,6,2158,477,293,397,3325,12
2005-11,46,2167,444,294,423,3328,12
2005-12,32,2204,474,268,408,3354,13
2006-01,38,2191,436,273,460,3360,14
2006-02,20,2204,448,298,412,3362,15
2006-03,26,2141,405,282,452,3280,14
2006-04,34,2190,507,279,304,3280,13
2006-05,32,2195,463,276,352,3286,11
2006-06,0,2126,487,280,359,3252,14
2006-07,24,2207,524,275,252,3258,12
2006-08,24,2145,467,306,348,3266,13
