month,invested,outlier,first,second,rest,total,number of clusters
1990-01,230,1077,158,114,604,1953,31
1990-02,214,1050,136,102,670,1958,37
1990-03,228,1039,142,88,652,1921,35
1990-04,234,1031,202,92,602,1927,35
1990-05,212,1076,164,118,593,1951,35
1990-06,218,1055,157,128,629,1969,32
1990-07,252,1053,217,160,551,1981,37
1990-08,252,1064,121,112,712,2009,36
1990-09,264,1056,132,110,707,2005,37
1990-10,236,1115,133,120,653,2021,35
1990-11,246,1113,171,137,616,2037,35
1990-12,256,1123,167,108,728,2126,37
1991-01,250,1154,169,106,720,2149,32
1991-02,252,1190,190,136,650,2166,33
1991-03,220,1187,192,157,576,2112,34
1991-04,274,1138,182,106,713,2139,32
1991-05,276,1174,192,169,624,2159,36
1991-06,248,1197,183,157,646,2183,36
1991-07,246,1193,186,125,712,2216,38
1991-08,260,1217,237,114,672,2240,35
1991-09,288,1180,211,100,728,2219,36
1991-10,278,1168,157,135,770,2230,35
1991-11,278,1220,232,182,599,2233,37
1991-12,272,1280,218,179,618,2295,36
1992-01,252,1284,222,118,664,2288,37
1992-02,270,1262,177,123,722,2284,34
1992-03,214,1222,174,131,705,2232,32
1992-04,270,1238,276,168,555,2237,35
1992-05,256,1210,190,119,725,2244,36
1992-06,206,1293,197,180,606,2276,30
1992-07,272,1284,253,156,602,2295,32
1992-08,268,1258,262,195,590,2305,31
1992-09,242,1254,216,163,646,2279,35
1992-10,270,1248,190,153,693,2284,33
1992-11,250,1286,240,192,576,2294,30
1992-12,198,1367,234,175,573,2349,34
1993-01,290,1308,257,120,658,2343,35
1993-02,268,1336,229,177,616,2358,31
1993-03,256,1249,210,183,651,2293,30
1993-04,286,1264,177,148,717,2306,29
1993-05,230,1289,236,180,609,2314,32
1993-06,260,1258,169,160,730,2317,32
1993-07,236,1314,239,198,583,2334,32
1993-08,256,1288,208,130,713,2339,34
1993-09,270,1270,239,194,599,2302,33
1993-10,264,1229,225,172,680,2306,32
1993-11,272,1227,290,110,688,2315,38
1993-12,262,1269,232,165,709,2375,34
1994-01,284,1292,257,134,707,2390,38
1994-02,284,1321,210,146,712,2389,36
1994-03,262,1269,216,126,720,2331,36
1994-04,264,1276,225,129,705,2335,35
1994-05,280,1309,221,211,614,2355,35
1994-06,276,1278,239,207,621,2345,35
1994-07,272,1262,217,124,762,2365,39
1994-08,264,1298,269,99,716,2382,39
1994-09,248,1301,217,135,696,2349,34
1994-10,250,1277,239,98,727,2341,38
1994-11,280,1299,172,140,726,2337,37
1994-12,288,1271,270,140,695,2376,35
1995-01,288,1290,257,134,701,2382,38
1995-02,286,1278,245,148,709,2380,37
1995-03,256,1300,213,127,711,2351,33
1995-04,282,1267,248,131,713,2359,36
1995-05,258,1287,223,213,655,2378,34
1995-06,262,1268,226,190,663,2347,36
1995-07,280,1284,235,149,704,2372,35
1995-08,260,1310,198,150,737,2395,34
1995-09,268,1301,198,189,694,2382,41
1995-10,270,1281,245,143,724,2393,36
1995-11,272,1342,189,171,714,2416,34
1995-12,286,1489,268,184,731,2672,33
1996-01,296,1503,227,201,755,2686,32
1996-02,298,1491,219,177,821,2708,35
1996-03,292,1356,260,169,709,2494,33
1996-04,250,1421,243,228,645,2537,32
1996-05,250,1440,221,188,711,2560,30
1996-06,266,1475,372,131,598,2576,33
1996-07,306,1644,260,154,809,2867,36
1996-08,276,1643,294,168,790,2895,36
1996-09,304,1591,270,219,728,2808,35
1996-10,350,1582,296,139,815,2832,34
1996-11,278,1645,319,187,710,2861,37
1996-12,324,1688,315,144,838,2985,33
1997-01,300,1683,318,208,782,2991,36
1997-02,322,1688,383,156,764,2991,38
