month,invested,outlier,first,second,rest,total,number of clusters
1990-01,48,1757,8,7,181,1953,101
1990-02,56,1762,7,6,183,1958,99
1990-03,52,1728,7,5,181,1921,103
1990-04,52,1734,6,5,182,1927,103
1990-05,38,1755,8,5,183,1951,103
1990-06,54,1772,10,7,180,1969,101
1990-07,48,1781,10,8,182,1981,107
1990-08,64,1807,7,5,190,2009,105
1990-09,52,1803,8,5,189,2005,111
1990-10,46,1818,8,5,190,2021,114
1990-11,62,1833,9,4,191,2037,113
1990-12,52,1913,5,4,204,2126,117
1991-01,58,1934,6,5,204,2149,118
1991-02,44,1949,5,4,208,2166,118
1991-03,40,1900,5,4,203,2112,123
1991-04,48,1925,5,4,205,2139,126
1991-05,46,1943,4,3,209,2159,126
1991-06,66,1964,5,4,210,2183,120
1991-07,56,1994,7,4,211,2216,117
1991-08,66,2016,5,4,215,2240,121
1991-09,74,1997,6,5,211,2219,119
1991-10,58,2006,6,5,213,2230,120
1991-11,56,2009,7,5,212,2233,124
1991-12,78,2065,8,7,215,2295,120
1992-01,60,2059,9,6,214,2288,121
1992-02,70,2054,8,6,216,2284,124
1992-03,50,2008,7,5,212,2232,120
1992-04,68,2012,6,5,214,2237,124
1992-05,62,2018,7,5,214,2244,119
1992-06,34,2048,5,4,219,2276,115
1992-07,58,2065,7,5,218,2295,113
1992-08,76,2073,8,6,218,2305,112
1992-09,62,2051,8,5,215,2279,124
1992-10,58,2055,7,5,217,2284,122
1992-11,56,2064,8,5,217,2294,122
1992-12,60,2114,9,6,220,2349,121
1993-01,66,2108,6,5,224,2343,122
1993-02,70,2122,8,5,223,2358,121
1993-03,72,2063,7,6,217,2293,124
1993-04,72,2075,6,5,220,2306,125
1993-05,48,2082,7,6,219,2314,127
1993-06,64,2085,8,6,218,2317,123
1993-07,64,2100,6,5,223,2334,125
1993-08,72,2105,6,5,223,2339,122
1993-09,50,2070,7,6,219,2302,122
1993-10,62,2075,6,5,220,2306,125
1993-11,56,2083,6,5,221,2315,129
1993-12,60,2137,7,6,225,2375,125
1994-01,70,2151,7,6,226,2390,122
1994-02,60,2150,7,6,226,2389,125
1994-03,72,2097,7,6,221,2331,128
1994-04,70,2100,7,6,222,2335,124
1994-05,80,2119,5,4,227,2355,128
1994-06,80,2110,7,5,223,2345,124
1994-07,72,2127,7,5,226,2365,136
1994-08,66,2143,8,7,224,2382,134
1994-09,80,2114,8,6,221,2349,122
1994-10,60,2105,8,6,222,2341,117
1994-11,62,2103,8,6,220,2337,117
1994-12,64,2138,6,5,227,2376,123
1995-01,70,2143,6,5,228,2382,125
1995-02,52,2142,7,6,225,2380,129
1995-03,64,2115,7,6,223,2351,122
1995-04,62,2123,5,3,228,2359,121
1995-05,50,2140,7,6,225,2378,125
1995-06,56,2112,8,6,221,2347,121
1995-07,50,2134,7,6,225,2372,123
1995-08,66,2155,5,4,231,2395,127
1995-09,74,2143,7,5,227,2382,131
1995-10,74,2152,7,4,230,2393,133
1995-11,72,2174,8,4,230,2416,131
1995-12,74,2403,6,5,258,2672,141
1996-01,76,2417,6,5,258,2686,135
1996-02,70,2437,6,5,260,2708,139
1996-03,68,2244,5,4,241,2494,144
1996-04,66,2282,8,6,241,2537,141
1996-05,76,2304,5,4,247,2560,148
1996-06,64,2318,7,6,245,2576,136
1996-07,88,2579,6,5,277,2867,155
1996-08,62,2605,7,6,277,2895,157
1996-09,78,2527,7,6,268,2808,156
1996-10,84,2547,6,5,274,2832,153
1996-11,66,2574,7,6,274,2861,151
1996-12,72,2686,8,5,286,2985,166
1997-01,68,2691,8,5,287,2991,170
