month,invested,outlier,first,second,rest,total,number of clusters
1990-01,102,1562,10,9,372,1953,211
1990-02,100,1566,9,8,375,1958,209
1990-03,100,1536,9,7,369,1921,209
1990-04,116,1541,7,6,373,1927,210
1990-05,102,1559,8,6,378,1951,213
1990-06,100,1575,10,8,376,1969,211
1990-07,108,1584,10,8,379,1981,214
1990-08,102,1607,15,9,378,2009,212
1990-09,108,1603,10,6,386,2005,214
1990-10,94,1616,8,5,392,2021,223
1990-11,90,1629,10,6,392,2037,228
1990-12,106,1700,6,5,415,2126,224
1991-01,114,1719,9,5,416,2149,226
1991-02,128,1732,5,4,425,2166,220
1991-03,104,1689,9,6,408,2112,218
1991-04,120,1711,7,6,415,2139,215
1991-05,96,1727,7,6,419,2159,217
1991-06,114,1746,7,6,424,2183,232
1991-07,106,1772,8,7,429,2216,232
1991-08,132,1792,7,6,435,2240,232
1991-09,144,1775,7,6,431,2219,234
1991-10,106,1784,7,6,433,2230,233
1991-11,114,1786,7,6,434,2233,239
1991-12,114,1836,13,8,438,2295,245
1992-01,104,1830,11,9,438,2288,246
1992-02,136,1827,13,8,436,2284,243
1992-03,94,1785,7,5,435,2232,234
1992-04,134,1789,7,6,435,2237,229
1992-05,118,1795,8,6,435,2244,240
1992-06,90,1820,11,9,436,2276,247
1992-07,134,1835,7,6,447,2295,246
1992-08,120,1844,9,8,444,2305,242
1992-09,110,1823,9,6,441,2279,238
1992-10,122,1826,9,8,441,2284,244
1992-11,126,1835,10,9,440,2294,247
1992-12,108,1879,11,8,451,2349,245
1993-01,114,1874,11,10,448,2343,239
1993-02,142,1886,10,9,453,2358,244
1993-03,122,1834,9,6,444,2293,234
1993-04,138,1844,8,6,448,2306,246
1993-05,112,1851,9,6,448,2314,241
1993-06,124,1853,9,8,447,2317,237
1993-07,124,1867,11,7,449,2334,238
1993-08,142,1871,11,8,449,2339,236
1993-09,128,1841,9,8,444,2302,240
1993-10,114,1844,8,7,447,2306,246
1993-11,132,1852,11,9,443,2315,245
1993-12,118,1900,7,6,462,2375,249
1994-01,130,1912,8,7,463,2390,249
1994-02,132,1910,9,7,463,2389,245
1994-03,124,1864,8,7,452,2331,233
1994-04,138,1868,13,7,447,2335,235
1994-05,132,1883,9,8,455,2355,246
1994-06,156,1876,9,7,453,2345,247
1994-07,128,1892,10,7,456,2365,249
1994-08,152,1904,8,7,463,2382,249
1994-09,134,1879,11,8,451,2349,243
1994-10,114,1872,11,8,450,2341,247
1994-11,136,1869,10,8,450,2337,239
1994-12,130,1900,10,9,457,2376,242
1995-01,158,1905,10,9,458,2382,230
1995-02,138,1904,12,10,454,2380,235
1995-03,142,1880,11,7,453,2351,231
