month,invested,outlier,first,second,rest,total,number of clusters
1990-01,34,781,16,13,1143,1953,516
1990-02,14,783,19,13,1143,1958,517
1990-03,64,768,15,14,1124,1921,490
1990-04,36,771,18,13,1125,1927,503
1990-05,18,780,15,12,1144,1951,499
1990-06,48,787,19,14,1149,1969,504
1990-07,36,792,20,12,1157,1981,505
1990-08,32,804,22,10,1173,2009,519
1990-09,2,802,11,9,1183,2005,530
1990-10,0,808,13,11,1189,2021,537
1990-11,48,814,14,12,1197,2037,539
1990-12,24,850,17,14,1245,2126,554
1991-01,32,860,13,12,1264,2149,567
1991-02,18,866,20,14,1266,2166,564
1991-03,36,845,21,17,1229,2112,528
1991-04,46,856,16,14,1253,2139,539
1991-05,6,864,17,14,1264,2159,532
1991-06,30,873,17,14,1279,2183,538
1991-07,2,886,32,17,1281,2216,550
1991-08,10,896,18,17,1309,2240,561
1991-09,42,887,16,13,1303,2219,555
1991-10,16,892,23,16,1299,2230,553
1991-11,12,893,13,11,1316,2233,564
1991-12,0,918,19,13,1345,2295,588
1992-01,22,915,23,13,1337,2288,592
1992-02,18,914,21,16,1333,2284,576
1992-03,0,893,17,14,1308,2232,557
1992-04,38,895,16,13,1313,2237,587
1992-05,68,897,15,13,1319,2244,584
1992-06,8,910,22,12,1332,2276,588
1992-07,54,918,21,18,1338,2295,581
1992-08,8,922,23,14,1346,2305,576
1992-09,36,912,17,15,1335,2279,572
1992-10,54,914,22,12,1336,2284,586
1992-11,6,918,20,15,1341,2294,586
1992-12,0,940,27,14,1368,2349,594
1993-01,30,937,31,13,1362,2343,581
1993-02,34,943,25,13,1377,2358,597
1993-03,64,917,23,13,1340,2293,589
1993-04,58,922,21,16,1347,2306,585
1993-05,22,926,24,16,1348,2314,582
1993-06,42,927,23,16,1351,2317,583
1993-07,4,933,22,14,1365,2334,590
1993-08,40,936,29,14,1360,2339,584
1993-09,54,921,18,14,1349,2302,589
1993-10,26,921,24,16,1345,2306,580
1993-11,36,926,21,15,1353,2315,574
1993-12,6,950,21,19,1385,2375,584
1994-01,48,956,16,15,1403,2390,608
1994-02,64,956,18,16,1399,2389,605
1994-03,64,932,22,13,1364,2331,597
1994-04,80,934,17,14,1370,2335,594
1994-05,26,942,17,13,1383,2355,604
1994-06,48,938,18,14,1375,2345,600
1994-07,82,946,19,18,1382,2365,603
1994-08,40,953,19,11,1399,2382,615
1994-09,30,940,21,10,1378,2349,621
1994-10,12,936,19,15,1371,2341,606
1994-11,32,935,19,18,1365,2337,621
1994-12,28,950,21,15,1390,2376,582
1995-01,50,953,27,16,1386,2382,568
1995-02,46,952,22,18,1388,2380,587
1995-03,68,939,26,18,1368,2351,575
1995-04,42,944,28,19,1368,2359,583
1995-05,34,951,20,17,1390,2378,590
1995-06,14,939,17,16,1375,2347,577
1995-07,18,949,23,17,1383,2372,579
1995-08,42,958,23,15,1399,2395,594
1995-09,62,953,20,16,1393,2382,581
1995-10,68,957,21,18,1397,2393,589
1995-11,52,966,18,15,1417,2416,594
1995-12,56,1069,22,18,1563,2672,645
1996-01,44,1073,18,17,1578,2686,657
1996-02,24,1083,22,21,1582,2708,673
1996-03,66,998,25,17,1454,2494,620
1996-04,6,1015,23,18,1481,2537,639
1996-05,38,1024,19,17,1500,2560,627
1996-06,82,1030,17,15,1514,2576,630
1996-07,98,1147,22,20,1678,2867,719
1996-08,22,1158,21,18,1698,2895,729
1996-09,56,1122,17,14,1655,2808,718
1996-10,82,1133,16,15,1668,2832,726
1996-11,18,1143,17,15,1686,2861,734
1996-12,70,1194,21,18,1752,2985,736
1997-01,22,1196,23,16,1756,2991,728
1997-02,34,1196,15,13,1767,2991,729
1997-03,90,1139,18,17,1673,2847,717
1997-04,22,1158,16,13,1708,2895,736
1997-05,66,1162,14,12,1716,2904,747
1997-06,56,1171,19,18,1722,2930,739
1997-07,46,1186,20,19,1740,2965,753
1997-08,62,1200,17,16,1768,3001,763
1997-09,76,1175,16,15,1732,2938,731
1997-10,58,1185,18,17,1743,2963,722
1997-11,40,1192,21,16,1750,2979,758
1997-12,26,1254,31,14,1837,3136,793
1998-01,38,1275,25,14,1873,3187,831
