month,invested,outlier,first,second,rest,total,number of clusters
1990-01,178,1220,272,137,324,1953,14
1990-02,188,1201,257,137,363,1958,12
1990-03,182,1193,244,202,282,1921,15
1990-04,204,1162,246,151,368,1927,13
1990-05,182,1213,237,138,363,1951,13
1990-06,194,1229,306,158,276,1969,13
1990-07,214,1169,325,150,337,1981,13
1990-08,230,1210,256,173,370,2009,13
1990-09,210,1225,209,200,371,2005,12
1990-10,200,1247,253,130,391,2021,16
1990-11,186,1294,285,130,328,2037,15
1990-12,202,1300,260,234,332,2126,15
1991-01,210,1312,280,235,322,2149,16
1991-02,214,1326,279,264,297,2166,13
1991-03,204,1264,207,184,457,2112,15
1991-04,226,1266,357,135,381,2139,14
1991-05,216,1284,303,182,390,2159,16
1991-06,202,1306,368,165,344,2183,14
1991-07,220,1353,341,188,334,2216,16
1991-08,218,1359,439,107,335,2240,14
1991-09,232,1314,362,312,231,2219,12
1991-10,228,1345,351,237,297,2230,13
1991-11,248,1339,443,119,332,2233,12
1991-12,224,1440,292,234,329,2295,13
1992-01,212,1447,340,153,348,2288,11
1992-02,230,1449,325,159,351,2284,13
1992-03,168,1414,363,150,305,2232,11
1992-04,236,1402,319,260,256,2237,11
1992-05,214,1412,296,239,297,2244,12
1992-06,172,1429,310,138,399,2276,12
1992-07,214,1472,379,148,296,2295,9
1992-08,218,1480,344,202,279,2305,10
1992-09,196,1403,316,294,266,2279,11
1992-10,222,1414,399,204,267,2284,13
1992-11,216,1434,338,309,213,2294,10
1992-12,172,1542,340,223,244,2349,10
1993-01,214,1546,275,228,294,2343,10
1993-02,192,1511,287,208,352,2358,11
1993-03,214,1443,283,180,387,2293,11
1993-04,224,1451,394,155,306,2306,12
1993-05,184,1461,278,275,300,2314,13
1993-06,192,1460,398,127,332,2317,12
1993-07,202,1481,362,162,329,2334,12
1993-08,196,1463,265,227,384,2339,12
1993-09,212,1453,429,127,293,2302,13
1993-10,200,1449,342,187,328,2306,15
1993-11,230,1442,339,305,229,2315,13
1993-12,230,1479,354,339,203,2375,14
1994-01,240,1469,387,253,281,2390,14
1994-02,240,1488,434,155,312,2389,16
1994-03,208,1478,432,152,269,2331,15
1994-04,204,1478,354,240,263,2335,13
1994-05,230,1481,399,250,225,2355,11
1994-06,230,1458,325,304,258,2345,11
1994-07,242,1451,307,237,370,2365,12
1994-08,226,1466,445,148,323,2382,11
1994-09,212,1509,419,180,241,2349,12
1994-10,210,1474,375,195,297,2341,12
1994-11,222,1490,417,122,308,2337,11
1994-12,238,1470,289,262,355,2376,13
1995-01,220,1475,286,282,339,2382,11
1995-02,228,1489,483,214,194,2380,16
1995-03,218,1496,352,320,183,2351,13
1995-04,210,1457,257,250,395,2359,13
1995-05,204,1464,299,241,374,2378,12
1995-06,216,1436,360,157,394,2347,12
1995-07,210,1482,418,162,310,2372,14
1995-08,218,1499,309,243,344,2395,13
1995-09,234,1509,427,159,287,2382,13
1995-10,240,1455,376,200,362,2393,11
1995-11,224,1489,298,227,402,2416,13
1995-12,226,1689,477,199,307,2672,12
1996-01,234,1688,392,177,429,2686,10
1996-02,230,1756,428,207,317,2708,13
1996-03,222,1586,374,231,303,2494,13
1996-04,190,1595,366,216,360,2537,13
1996-05,202,1660,402,197,301,2560,12
1996-06,198,1675,485,169,247,2576,13
1996-07,246,1855,446,187,379,2867,14
1996-08,224,1878,394,332,291,2895,13
1996-09,248,1837,522,132,317,2808,14
1996-10,284,1800,545,115,372,2832,14
1996-11,248,1869,311,300,381,2861,14
1996-12,248,1928,542,155,360,2985,12
1997-01,224,1944,425,355,267,2991,12
1997-02,276,1931,579,151,330,2991,13
1997-03,238,1853,506,192,296,2847,13
1997-04,232,1913,522,136,324,2895,11
1997-05,244,1912,483,222,287,2904,12
1997-06,276,1917,570,126,317,2930,14
1997-07,274,1918,574,127,346,2965,13
1997-08,286,1926,540,156,379,3001,13
1997-09,216,1875,512,177,374,2938,14
1997-10,270,1923,449,245,346,2963,12
1997-11,224,1979,447,267,286,2979,12
1997-12,262,2029,544,108,455,3136,10
1998-01,246,2090,535,151,411,3187,11
1998-02,258,2122,447,294,354,3217,12
1998-03,232,2119,497,167,397,3180,14
1998-04,228,2105,538,108,450,3201,12
1998-05,202,2219,386,306,309,3220,13
1998-06,256,2148,498,124,393,3163,12
1998-07,276,2092,475,158,443,3168,14
1998-08,330,2097,322,276,482,3177,14
1998-09,284,2026,413,169,508,3116,15
1998-10,290,2066,338,276,444,3124,14
1998-11,262,2063,454,235,394,3146,15
1998-12,276,2047,465,246,387,3145,16
1999-01,280,2046,482,210,418,3156,15
1999-02,264,2086,494,175,406,3161,12
1999-03,296,2204,383,326,404,3317,17
1999-04,310,2198,346,238,534,3316,15
1999-05,268,2238,485,183,408,3314,15
1999-06,268,2201,399,288,381,3269,11
1999-07,256,2202,525,196,374,3297,13
1999-08,238,2207,561,199,347,3314,12
1999-09,300,2195,498,276,343,3312,14
1999-10,312,2212,552,208,371,3343,14
1999-11,278,2251,497,263,380,3391,15
1999-12,274,2405,569,265,339,3578,13
2000-01,292,2393,490,250,476,3609,12
2000-02,260,2384,595,264,365,3608,12
2000-03,310,1984,570,224,283,3061,13
2000-04,286,1992,551,290,249,3082,14
2000-05,278,2040,631,164,275,3110,14
2000-06,288,1960,534,155,422,3071,13
2000-07,296,2012,500,254,336,3102,13
2000-08,282,2011,431,361,319,3122,14
2000-09,308,1949,541,174,381,3045,15
2000-10,326,1953,418,314,379,3064,14
2000-11,284,1968,556,246,326,3096,14
2000-12,350,2342,544,269,424,3579,13
2001-01,286,2368,462,260,497,3587,14
2001-02,304,2358,432,290,526,3606,12
2001-03,284,2281,449,264,467,3461,13
2001-04,300,2267,550,261,391,3469,13
2001-05,280,2375,523,264,317,3479,13
2001-06,300,2259,537,253,395,3444,13
2001-07,288,2282,510,283,374,3449,13
2001-08,244,2282,557,272,366,3477,14
2001-09,300,2251,530,259,337,3377,13
2001-10,258,2296,457,298,355,3406,14
2001-11,294,2274,455,258,455,3442,15
2001-12,294,2284,494,273,445,3496,14
2002-01,280,2378,548,323,269,3518,13
2002-02,304,2299,440,276,517,3532,14
2002-03,282,2276,481,264,404,3425,13
2002-04,324,2270,507,274,401,3452,14
2002-05,282,2300,410,275,500,3485,13
2002-06,310,2277,509,281,399,3466,14
2002-07,300,2280,434,285,499,3498,13
2002-08,308,2314,415,290,506,3525,13
2002-09,308,2229,438,281,497,3445,15
2002-10,248,2208,415,282,542,3447,14
2002-11,310,2232,454,280,486,3452,12
2002-12,292,2297,448,285,409,3439,12
2003-01,232,2340,390,282,434,3446,12
2003-02,286,2329,498,282,344,3453,11
2003-03,260,2288,412,263,397,3360,14
2003-04,244,2263,437,253,410,3363,12
2003-05,262,2317,473,264,327,3381,11
2003-06,260,2285,489,275,328,3377,15
2003-07,292,2312,528,261,304,3405,11
2003-08,260,2351,522,273,287,3433,11
2003-09,260,2229,368,282,503,3382,12
2003-10,252,2277,597,275,241,3390,12
2003-11,272,2280,495,283,362,3420,12
