firms,mom1,clusters
54594,-0.1395348837209301,153
11624,-0.05625,0
11790,-0.0811354961832061,617
12320,-0.0838509316770186,596
13056,0.1051364365971105,0
50091,0.03359375,47
14286,-0.0904847477932616,0
14526,-0.2346938775510203,0
11581,0.2848780487804878,0
15748,0.0024509803921568,88
16126,-0.1058510638297873,0
17137,0.1068211068211069,149
85885,0.0445205479452055,0
85914,-0.0891891891891891,0
18092,-0.0535769588107774,166
18244,-0.1262975778546713,15
84839,-0.1931034482758621,9
67176,0.0515942028985507,0
20670,-0.1197822141560799,674
64899,0.1253164556962025,0
22905,0.1964912280701753,0
47175,-0.4008042895442359,582
23660,-0.1145541783286686,185
23975,0.043413729128015,533
82542,-0.0567685589519649,0
30680,0.0019241341396372,384
27642,-0.1,0
28215,-0.0533333333333333,0
87207,0.1312056737588653,0
55589,0.1333333333333333,0
30593,0.1657142857142857,0
31318,0.1764705882352941,0
31668,-0.025095557814267,0
54391,-0.0390496353799105,302
32046,0.0402165506573859,0
32054,0.0220658778381837,67
47511,0.0684793554884188,364
33188,-0.0225563909774436,392
48143,-0.0112676056338028,0
23552,-0.0984126984126984,153
60628,0.080485527544351,220
57330,0.111864406779661,0
37875,-0.0147710487444607,198
20765,-0.0448154657293499,43
17144,-0.0670030272452069,0
39328,0.0,201
26657,0.0528360528360529,0
40540,-0.0769230769230768,130
22250,0.0305343511450382,0
41452,-0.1744966442953019,203
62287,0.0927710843373492,639
44821,-0.0487210718635809,0
53129,-0.0518018018018017,0
84226,0.0782822085889569,441
89181,-0.4739039665970772,0
46843,0.0169491525423728,0
46907,0.1036585365853659,0
64020,0.0253968253968255,0
51423,-0.0064102564102563,0
67002,-0.0291262135922331,0
52090,0.1085972850678731,183
53613,-0.0474074074074074,219
54114,-0.0636070853462157,87
55160,-0.0599999999999999,170
55213,-0.2,718
64442,-0.0236966824644548,0
56363,0.07280176489127,0
52337,-0.09468568741182,0
51377,-0.1084721729883021,135
57665,-0.0175262894341511,185
67010,-0.1035897435897436,0
34948,0.0019801980198019,25
35107,-0.0471698113207547,307
61621,0.0068119891008173,424
51692,0.0571731074642667,724
43692,-0.0666666666666667,0
65307,0.1314363143631436,364
66852,0.0374999999999998,702
46922,0.403361344537815,0
67193,0.0598290598290598,316
67732,-0.1351351351351351,0
77354,0.0112925993143777,28
69199,0.0952666267225883,384
38850,-0.0682539682539682,446
72128,-0.005736137667304,659
72486,-0.1331592689295038,0
72710,-0.0335714285714285,330
27764,0.1103151862464182,25
44951,0.0514586709886548,0
