firms,clusters,mom1
10074,0,0.0638297872340425
50906,0,-0.02
10568,0,0.1111111111111111
10998,0,0.1846153846153846
11181,0,-0.1041666666666666
50032,0,0.0301724137931034
69171,0,0.0
68814,0,0.125
47730,0,0.021505376344086
13232,0,0.0740740740740741
13777,2,0.0
44652,0,-0.1255813953488371
38746,0,0.1599999999999999
60871,0,-0.3879003558718861
14198,0,0.0263157894736842
14331,0,0.0151515151515151
45583,8,-0.0452488687782804
14702,0,-0.0887573964497041
15537,0,0.0930232558139534
68830,0,0.0076923076923076
85631,0,-0.1640378548895898
16185,0,0.1676136363636364
16791,0,0.2222222222222223
17057,0,0.1296296296296295
17903,0,0.0272727272727273
49373,0,-0.037037037037037
18570,0,-0.0060975609756097
47642,0,-0.0719424460431654
18973,0,-0.0206185567010309
19271,0,-0.0749999999999999
29938,0,-0.0080645161290322
10866,0,-0.00390625
20240,0,0.0493827160493827
20248,0,-0.1748251748251748
25320,0,-0.0170454545454545
21726,0,0.0105263157894737
21742,0,-0.0166666666666667
11267,0,0.0948275862068965
22825,0,-0.0999999999999999
26841,0,-0.0434782608695651
65533,0,0.1567567567567567
24572,2,0.1428571428571428
24951,3,0.0447761194029849
25049,5,0.0151515151515151
25217,0,0.0201342281879195
25487,5,0.0413533834586465
69307,0,0.05
65541,0,0.1111111111111111
27562,0,0.1891891891891892
31026,0,-0.1707317073170732
27800,0,-0.1612903225806451
27909,0,-0.05
28207,0,-0.1304347826086956
28311,0,-0.1470588235294118
28522,0,0.0974025974025973
10731,3,0.05
59707,2,0.0
63546,0,0.1200000000000001
29023,5,-0.0394736842105263
49154,9,-0.0300353356890459
19350,0,0.0754716981132075
49429,4,-0.0186915887850467
30382,0,0.0749999999999999
61313,0,-0.031413612565445
19254,0,0.0331125827814569
56960,0,-0.1470588235294118
31500,0,0.0178571428571427
87581,0,-0.03125
33209,0,-0.0674157303370787
50788,0,0.0363636363636363
33690,2,0.3043478260869565
34121,6,0.0
34287,3,-0.028169014084507
58405,0,0.0192307692307691
46295,0,-0.0333333333333333
37058,0,0.0267857142857141
46164,0,-0.0206611570247934
26382,0,0.0724637681159421
37103,5,0.0227272727272727
31974,0,0.0124999999999999
62228,0,-0.1081081081081081
59010,0,0.0655737704918033
60935,0,-0.1932773109243697
40838,0,-0.0531914893617021
19174,0,0.1081081081081081
21055,0,0.0
59547,0,-0.1318681318681318
47888,8,0.0865384615384614
62367,0,0.0
39670,0,0.0
49189,0,-0.1395348837209302
40628,0,0.0258620689655173
40644,5,0.0
39765,0,-0.0439560439560439
32678,0,0.1351351351351351
23077,0,0.0782312925170067
27828,5,0.0062578222778473
32803,0,-0.0478468899521531
66181,0,0.0163043478260869
42366,2,-0.25
32926,0,-0.0046948356807511
66587,0,-0.0272108843537415
42922,0,0.0625
43474,0,0.1818181818181818
44389,0,0.125
12503,0,0.0082644628099173
45560,0,0.0588235294117647
12040,0,0.0833333333333332
46149,3,0.0410958904109588
46237,0,0.05
33267,0,-0.25
47133,4,-0.0181818181818181
57437,0,-0.0952380952380952
47571,0,0.1212121212121211
50374,5,-0.053763440860215
48291,0,0.2461538461538461
48347,6,-0.1450980392156863
