tic,datadate,gvkeyx,conm,indextype,spii,spmi,indexcat,dvpsxd,newnum,oldnum,prccd,prccddiv,prccddivn,prchd,prcld
I0003,1984-06-05,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,153.65000000,,,153.65000000,153.65000000
I0003,1984-06-06,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,155.01000000,,,155.01000000,155.01000000
I0003,1984-06-07,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,154.92000000,,,154.92000000,154.92000000
I0003,1984-06-08,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,155.17000000,,,155.17000000,155.17000000
I0003,1984-06-11,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,153.06000000,,,153.06000000,153.06000000
I0003,1984-06-12,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,152.19000000,,,152.19000000,152.19000000
I0003,1984-06-13,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,152.13000000,,,152.13000000,152.13000000
I0003,1984-06-14,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,150.39000000,,,150.39000000,150.39000000
I0003,1984-06-15,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,149.03000000,,,149.03000000,149.03000000
I0003,1984-06-18,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,151.73000000,,,151.73000000,151.73000000
I0003,1984-06-19,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,152.61000000,,,152.61000000,152.61000000
I0003,1984-06-20,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,154.84000000,,,154.84000000,154.84000000
I0003,1984-06-21,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,154.51000000,,,154.51000000,154.51000000
I0003,1984-06-22,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,154.46000000,,,154.46000000,154.46000000
I0003,1984-06-25,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,153.97000000,,,153.97000000,153.97000000
I0003,1984-06-26,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,152.71000000,,,152.71000000,152.71000000
I0003,1983-12-30,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.93000000,,,164.93000000,164.93000000
I0003,1984-01-03,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.04000000,,,164.04000000,164.04000000
I0003,1984-01-04,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,166.78000000,,,166.78000000,166.78000000
I0003,1984-01-05,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,168.81000000,,,168.81000000,168.81000000
I0003,1984-01-06,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,169.28000000,,,169.28000000,169.28000000
I0003,1984-01-09,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,168.90000000,,,168.90000000,168.90000000
I0003,1984-01-10,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.95000000,,,167.95000000,167.95000000
I0003,1984-01-11,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.79000000,,,167.79000000,167.79000000
I0003,1984-01-12,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.75000000,,,167.75000000,167.75000000
I0003,1984-01-13,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.02000000,,,167.02000000,167.02000000
I0003,1984-01-16,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.18000000,,,167.18000000,167.18000000
I0003,1984-01-17,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.83000000,,,167.83000000,167.83000000
I0003,1984-01-18,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.55000000,,,167.55000000,167.55000000
I0003,1984-01-19,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.04000000,,,167.04000000,167.04000000
I0003,1984-01-20,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,166.21000000,,,166.21000000,166.21000000
I0003,1984-01-23,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.87000000,,,164.87000000,164.87000000
I0003,1984-01-24,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,165.94000000,,,165.94000000,165.94000000
I0003,1984-01-25,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.84000000,,,164.84000000,164.84000000
I0003,1984-01-26,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.24000000,,,164.24000000,164.24000000
I0003,1984-01-27,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,163.94000000,,,163.94000000,163.94000000
I0003,1984-01-30,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,162.87000000,,,162.87000000,162.87000000
I0003,1984-01-31,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,163.41000000,,,163.41000000,163.41000000
I0003,1984-02-01,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,162.74000000,,,162.74000000,162.74000000
I0003,1984-02-02,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,163.36000000,,,163.36000000,163.36000000
I0003,1984-02-03,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,160.91000000,,,160.91000000,160.91000000
I0003,1984-02-06,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,158.08000000,,,158.08000000,158.08000000
I0003,1984-02-07,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,158.74000000,,,158.74000000,158.74000000
I0003,1984-02-08,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,155.85000000,,,155.85000000,155.85000000
I0003,1984-02-09,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,155.42000000,,,155.42000000,155.42000000
I0003,1984-02-10,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,156.30000000,,,156.30000000,156.30000000
I0003,1984-02-13,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,154.95000000,,,154.95000000,154.95000000
I0003,1984-02-14,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,156.61000000,,,156.61000000,156.61000000
I0003,1984-02-15,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,156.25000000,,,156.25000000,156.25000000
I0003,1984-02-16,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,156.13000000,,,156.13000000,156.13000000
I0003,1984-02-17,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,155.74000000,,,155.74000000,155.74000000
I0003,1984-02-21,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,154.64000000,,,154.64000000,154.64000000
I0003,1984-02-22,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,154.31000000,,,154.31000000,154.31000000
I0003,1984-02-23,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,154.29000000,,,154.29000000,154.29000000
I0003,1984-02-24,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.51000000,,,157.51000000,157.51000000
I0003,1984-02-27,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,159.30000000,,,159.30000000,159.30000000
I0003,1984-02-28,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,156.82000000,,,156.82000000,156.82000000
I0003,1984-02-29,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.06000000,,,157.06000000,157.06000000
I0003,1984-03-01,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,158.19000000,,,158.19000000,158.19000000
I0003,1984-03-02,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,159.24000000,,,159.24000000,159.24000000
I0003,1984-03-05,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.89000000,,,157.89000000,157.89000000
I0003,1984-03-06,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,156.25000000,,,156.25000000,156.25000000
I0003,1984-03-07,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,154.57000000,,,154.57000000,154.57000000
I0003,1984-03-08,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,155.19000000,,,155.19000000,155.19000000
I0003,1984-03-09,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,154.35000000,,,154.35000000,154.35000000
I0003,1984-03-12,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,156.34000000,,,156.34000000,156.34000000
I0003,1984-03-13,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,156.78000000,,,156.78000000,156.78000000
I0003,1984-03-14,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,156.77000000,,,156.77000000,156.77000000
I0003,1984-03-15,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.41000000,,,157.41000000,157.41000000
I0003,1984-03-16,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,159.27000000,,,159.27000000,159.27000000
I0003,1984-03-19,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.78000000,,,157.78000000,157.78000000
I0003,1984-03-20,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,158.86000000,,,158.86000000,158.86000000
I0003,1984-03-21,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,158.66000000,,,158.66000000,158.66000000
I0003,1984-03-22,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,156.69000000,,,156.69000000,156.69000000
I0003,1984-03-23,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,156.86000000,,,156.86000000,156.86000000
I0003,1984-03-26,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,156.67000000,,,156.67000000,156.67000000
I0003,1984-03-27,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.30000000,,,157.30000000,157.30000000
I0003,1984-03-28,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,159.88000000,,,159.88000000,159.88000000
I0003,1984-03-29,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,159.52000000,,,159.52000000,159.52000000
I0003,1984-03-30,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,159.18000000,,,159.18000000,159.18000000
I0003,1984-04-02,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.98000000,,,157.98000000,157.98000000
I0003,1984-04-03,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.66000000,,,157.66000000,157.66000000
I0003,1984-04-04,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.54000000,,,157.54000000,157.54000000
I0003,1984-04-05,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,155.04000000,,,155.04000000,155.04000000
I0003,1984-04-06,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,155.48000000,,,155.48000000,155.48000000
I0003,1984-04-09,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,155.45000000,,,155.45000000,155.45000000
I0003,1984-04-10,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,155.87000000,,,155.87000000,155.87000000
I0003,1984-04-11,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,155.00000000,,,155.00000000,155.00000000
I0003,1984-04-12,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.73000000,,,157.73000000,157.73000000
I0003,1984-04-13,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.31000000,,,157.31000000,157.31000000
I0003,1984-04-16,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,158.32000000,,,158.32000000,158.32000000
I0003,1984-04-17,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,158.97000000,,,158.97000000,158.97000000
I0003,1984-04-18,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.90000000,,,157.90000000,157.90000000
I0003,1984-04-19,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,158.02000000,,,158.02000000,158.02000000
I0003,1984-04-23,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,156.80000000,,,156.80000000,156.80000000
I0003,1984-04-24,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,158.07000000,,,158.07000000,158.07000000
I0003,1984-04-25,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,158.65000000,,,158.65000000,158.65000000
I0003,1984-04-26,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,160.30000000,,,160.30000000,160.30000000
I0003,1984-04-27,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,159.89000000,,,159.89000000,159.89000000
I0003,1984-04-30,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,160.05000000,,,160.05000000,160.05000000
I0003,1984-05-01,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,161.68000000,,,161.68000000,161.68000000
I0003,1984-05-02,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,161.90000000,,,161.90000000,161.90000000
I0003,1984-05-03,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,161.20000000,,,161.20000000,161.20000000
I0003,1984-05-04,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,159.11000000,,,159.11000000,159.11000000
I0003,1984-05-07,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,159.47000000,,,159.47000000,159.47000000
I0003,1984-05-08,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,160.52000000,,,160.52000000,160.52000000
I0003,1984-05-09,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,160.11000000,,,160.11000000,160.11000000
I0003,1984-05-10,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,160.00000000,,,160.00000000,160.00000000
I0003,1984-05-11,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,158.49000000,,,158.49000000,158.49000000
I0003,1984-05-14,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.50000000,,,157.50000000,157.50000000
I0003,1984-05-15,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,158.00000000,,,158.00000000,158.00000000
I0003,1984-05-16,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.99000000,,,157.99000000,157.99000000
I0003,1984-05-17,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,156.57000000,,,156.57000000,156.57000000
I0003,1984-05-18,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,155.78000000,,,155.78000000,155.78000000
I0003,1984-05-21,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,154.73000000,,,154.73000000,154.73000000
I0003,1984-05-22,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,153.88000000,,,153.88000000,153.88000000
I0003,1984-05-23,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,153.15000000,,,153.15000000,153.15000000
I0003,1984-05-24,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,151.23000000,,,151.23000000,151.23000000
I0003,1984-05-25,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,151.62000000,,,151.62000000,151.62000000
I0003,1984-05-29,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,150.29000000,,,150.29000000,150.29000000
I0003,1984-05-30,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,150.35000000,,,150.35000000,150.35000000
I0003,1984-05-31,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,150.55000000,,,150.55000000,150.55000000
I0003,1984-06-01,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,153.24000000,,,153.24000000,153.24000000
I0003,1984-06-04,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,154.34000000,,,154.34000000,154.34000000
I0003,1984-06-27,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,151.64000000,,,151.64000000,151.64000000
I0003,1984-06-28,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,152.84000000,,,152.84000000,152.84000000
I0003,1984-06-29,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,153.18000000,,,153.18000000,153.18000000
I0003,1984-07-02,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,153.20000000,,,153.20000000,153.20000000
I0003,1984-07-03,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,153.70000000,,,153.70000000,153.70000000
I0003,1984-07-05,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,152.76000000,,,152.76000000,152.76000000
I0003,1984-07-06,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,152.24000000,,,152.24000000,152.24000000
I0003,1984-07-09,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,153.36000000,,,153.36000000,153.36000000
I0003,1984-07-10,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,152.89000000,,,152.89000000,152.89000000
I0003,1984-07-11,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,150.56000000,,,150.56000000,150.56000000
I0003,1984-07-12,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,150.03000000,,,150.03000000,150.03000000
I0003,1984-07-13,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,150.88000000,,,150.88000000,150.88000000
I0003,1984-07-16,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,151.60000000,,,151.60000000,151.60000000
I0003,1984-07-17,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,152.38000000,,,152.38000000,152.38000000
I0003,1984-07-18,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,151.40000000,,,151.40000000,151.40000000
I0003,1984-07-19,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,150.37000000,,,150.37000000,150.37000000
I0003,1984-07-20,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,149.55000000,,,149.55000000,149.55000000
I0003,1984-07-23,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,148.95000000,,,148.95000000,148.95000000
I0003,1984-07-24,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,147.82000000,,,147.82000000,147.82000000
I0003,1984-07-25,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,148.83000000,,,148.83000000,148.83000000
I0003,1984-07-26,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,150.08000000,,,150.08000000,150.08000000
I0003,1984-07-27,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,151.19000000,,,151.19000000,151.19000000
I0003,1984-07-30,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,150.19000000,,,150.19000000,150.19000000
I0003,1984-07-31,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,150.66000000,,,150.66000000,150.66000000
I0003,1984-08-01,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,154.08000000,,,154.08000000,154.08000000
I0003,1984-08-02,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,157.99000000,,,157.99000000,157.99000000
I0003,1984-08-03,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,162.35000000,,,162.35000000,162.35000000
I0003,1984-08-06,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,162.60000000,,,162.60000000,162.60000000
I0003,1984-08-07,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,162.71000000,,,162.71000000,162.71000000
I0003,1984-08-08,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,161.75000000,,,161.75000000,161.75000000
I0003,1984-08-09,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,165.54000000,,,165.54000000,165.54000000
I0003,1984-08-10,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,165.42000000,,,165.42000000,165.42000000
I0003,1984-08-13,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,165.43000000,,,165.43000000,165.43000000
I0003,1984-08-14,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.42000000,,,164.42000000,164.42000000
I0003,1984-08-15,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,162.80000000,,,162.80000000,162.80000000
I0003,1984-08-16,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,163.77000000,,,163.77000000,163.77000000
I0003,1984-08-17,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.14000000,,,164.14000000,164.14000000
I0003,1984-08-20,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.94000000,,,164.94000000,164.94000000
I0003,1984-08-21,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.83000000,,,167.83000000,167.83000000
I0003,1984-08-22,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.06000000,,,167.06000000,167.06000000
I0003,1984-08-23,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.12000000,,,167.12000000,167.12000000
I0003,1984-08-24,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.51000000,,,167.51000000,167.51000000
I0003,1984-08-27,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,166.44000000,,,166.44000000,166.44000000
I0003,1984-08-28,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.40000000,,,167.40000000,167.40000000
I0003,1984-08-29,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.10000000,,,167.10000000,167.10000000
I0003,1984-08-30,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,166.60000000,,,166.60000000,166.60000000
I0003,1984-08-31,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,166.68000000,,,166.68000000,166.68000000
I0003,1984-09-04,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.88000000,,,164.88000000,164.88000000
I0003,1984-09-05,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.29000000,,,164.29000000,164.29000000
I0003,1984-09-06,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,165.65000000,,,165.65000000,165.65000000
I0003,1984-09-07,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.37000000,,,164.37000000,164.37000000
I0003,1984-09-10,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.26000000,,,164.26000000,164.26000000
I0003,1984-09-11,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.45000000,,,164.45000000,164.45000000
I0003,1984-09-12,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.68000000,,,164.68000000,164.68000000
I0003,1984-09-13,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.94000000,,,167.94000000,167.94000000
I0003,1984-09-14,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,168.78000000,,,168.78000000,168.78000000
I0003,1984-09-17,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,168.87000000,,,168.87000000,168.87000000
I0003,1984-09-18,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.65000000,,,167.65000000,167.65000000
I0003,1984-09-19,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,166.94000000,,,166.94000000,166.94000000
I0003,1984-09-20,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.47000000,,,167.47000000,167.47000000
I0003,1984-09-21,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,165.67000000,,,165.67000000,165.67000000
I0003,1984-09-24,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,165.28000000,,,165.28000000,165.28000000
I0003,1984-09-25,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,165.62000000,,,165.62000000,165.62000000
I0003,1984-09-26,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,166.28000000,,,166.28000000,166.28000000
I0003,1984-09-27,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,166.96000000,,,166.96000000,166.96000000
I0003,1984-09-28,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,166.10000000,,,166.10000000,166.10000000
I0003,1984-10-01,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.62000000,,,164.62000000,164.62000000
I0003,1984-10-02,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,163.59000000,,,163.59000000,163.59000000
I0003,1984-10-03,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,162.44000000,,,162.44000000,162.44000000
I0003,1984-10-04,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,162.92000000,,,162.92000000,162.92000000
I0003,1984-10-05,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,162.68000000,,,162.68000000,162.68000000
I0003,1984-10-08,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,162.13000000,,,162.13000000,162.13000000
I0003,1984-10-09,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,161.67000000,,,161.67000000,161.67000000
I0003,1984-10-10,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,162.11000000,,,162.11000000,162.11000000
I0003,1984-10-11,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,162.78000000,,,162.78000000,162.78000000
I0003,1984-10-12,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.18000000,,,164.18000000,164.18000000
I0003,1984-10-15,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,165.77000000,,,165.77000000,165.77000000
I0003,1984-10-16,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.78000000,,,164.78000000,164.78000000
I0003,1984-10-17,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.14000000,,,164.14000000,164.14000000
I0003,1984-10-18,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,168.10000000,,,168.10000000,168.10000000
I0003,1984-10-19,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.96000000,,,167.96000000,167.96000000
I0003,1984-10-22,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.36000000,,,167.36000000,167.36000000
I0003,1984-10-23,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.09000000,,,167.09000000,167.09000000
I0003,1984-10-24,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.20000000,,,167.20000000,167.20000000
I0003,1984-10-25,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,166.31000000,,,166.31000000,166.31000000
I0003,1984-10-26,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,165.29000000,,,165.29000000,165.29000000
I0003,1984-10-29,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,164.78000000,,,164.78000000,164.78000000
I0003,1984-10-30,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,166.84000000,,,166.84000000,166.84000000
I0003,1984-10-31,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,166.09000000,,,166.09000000,166.09000000
I0003,1984-11-01,000003,S&P 500 Comp-Ltd,LGCAP,,10,S&P,,,,167.49000000,,,167.49000000,167.49000000
