firms,clusters,mom1
21020,7,-0.1387559808612438
11499,10,0.03
81912,25,-0.0311506675143038
27991,28,-0.0150243040212108
20482,31,0.0070813397129185
10656,45,-0.0482269503546098
60038,22,-0.0012631578947368
10779,56,0.0296296296296294
61487,57,-0.0291187739463602
61241,46,-0.194700460829493
88845,10,0.009386446886447
28222,59,0.005153012935114
11368,31,-0.05
28804,52,0.0136215575954987
11587,10,0.0701146937892231
11691,38,-0.0165407392280988
11790,34,0.0280898876404493
71271,15,-0.0001801482672465
10145,10,0.0006717044500421
45911,62,-0.0977620730270906
24643,31,-0.056513979773944
28484,57,-0.0540301151461469
90893,47,-0.0208791208791208
81073,5,0.0649019825008305
39482,13,0.0476190476190476
10225,28,-0.0148308357793913
12758,22,-0.025085518814139
24109,37,-0.0136125654450262
59176,46,0.001937984496124
66800,66,0.0287719298245614
13470,36,0.0210237659963437
13507,4,-0.0360696517412936
58560,25,-0.0754651565930891
13769,67,0.0
11144,63,0.0853556485355648
85257,28,0.0324212462635087
14008,63,-0.0361744301288403
64864,12,-0.248
18075,36,-0.0080372250423012
14219,48,-0.018181818181818
14227,67,0.2426900584795319
83112,61,-0.0249249942303253
39490,47,-0.0097110754414124
14593,33,-0.0349595502101472
14761,47,-0.016990291262136
10516,63,-0.0697315643319962
14868,22,0.028386231560125
77595,36,-0.0310330747243772
29209,5,-0.070132198073045
24272,5,-0.054433713784021
15457,70,0.1488250652741516
15553,45,-0.0097299927025054
15721,25,0.0182279649284724
44644,25,-0.0440936309199782
16030,35,-0.145025295109612
44601,28,-0.0876239962210675
27684,70,-0.1193370165745857
40416,15,-0.0575563783237966
53110,15,-0.006179473401397
52484,36,-0.1876923076923076
75034,3,-0.0185310428783985
10318,70,0.0146002317497104
57568,4,-0.0265755504935458
24221,36,0.020979020979021
16505,4,-0.0482758620689656
16548,36,-0.0185654008438818
49656,15,-0.0885805763073638
46877,38,-0.0171765968867417
39693,28,0.0290335960182497
47423,10,-0.0521008403361344
27887,31,0.0028561827956987
29612,5,-0.0002807411566535
39642,28,-0.0157624214734436
17444,31,0.0403587443946187
65875,15,0.0081234768480908
65509,47,-0.0516372795969773
43772,59,0.0199275362318842
17778,63,-0.0224794780046305
61508,50,-0.05756776205325
18033,12,-0.1177856301531212
61946,36,-0.029980657640232
65154,5,0.0306784660766961
19561,57,-0.0525438933743431
42024,56,-0.0610047846889951
18650,31,-0.0962099125364431
52230,26,-0.0195865070729053
87146,28,-0.0013032145960035
60898,44,0.0305422178795258
19393,26,0.0069541029207231
10874,49,-0.0590405904059041
55597,5,-0.0680615074363499
19880,52,-0.0631828978622328
10890,13,-0.0805008944543828
20117,23,-0.0465454545454545
45655,44,-0.0540925266903915
64186,5,0.0308679094006814
67838,36,0.1356483993488877
20336,22,-0.018018018018018
62148,5,-0.6693568726355612
28564,18,-0.0556640625
86290,48,0.0163934426229508
46690,5,-0.055884442339569
20504,22,-0.0500963391136802
20512,50,-0.0117499608334639
20750,36,-0.5055496828752644
21371,57,0.0
27334,5,0.0129629629629628
23114,18,0.0081898362032759
20618,5,0.0972037283621838
30402,9,-0.1011904761904762
18542,70,0.0062381852551984
89792,25,0.0426320667284523
22437,28,-0.0127896200185357
64557,50,-0.0068395554288971
