month,invested,outlier,first,second,rest,total,number of clusters
1990-01,72,1757,110,86,0,1953,20
1990-02,48,1762,96,86,14,1958,37
1990-03,74,1729,91,52,49,1921,37
1990-04,76,1734,78,66,49,1927,37
1990-05,62,1756,125,70,0,1951,13
1990-06,80,1772,104,93,0,1969,35
1990-07,88,1783,139,59,0,1981,35
1990-08,62,1808,95,57,49,2009,35
1990-09,16,1804,111,90,0,2005,35
1990-10,0,1819,160,42,0,2021,35
1990-11,60,1833,166,38,0,2037,20
1990-12,24,1913,44,41,128,2126,47
1991-01,38,1934,46,40,129,2149,47
1991-02,60,1949,58,51,108,2166,52
1991-03,58,1900,45,31,136,2112,47
1991-04,56,1925,49,40,125,2139,47
1991-05,12,1943,52,34,130,2159,48
1991-06,38,1964,44,39,136,2183,47
1991-07,4,1994,50,48,124,2216,47
1991-08,34,2016,54,46,124,2240,47
1991-09,50,1997,58,53,111,2219,47
1991-10,12,2007,48,37,138,2230,47
1991-11,26,2009,55,41,128,2233,47
1991-12,4,2065,56,37,137,2295,47
1992-01,14,2059,49,48,132,2288,47
1992-02,38,2055,58,40,131,2284,47
1992-03,8,2008,53,41,130,2232,47
1992-04,32,2013,53,40,131,2237,47
1992-05,44,2019,55,46,124,2244,48
1992-06,14,2048,54,45,129,2276,48
1992-07,38,2065,50,49,131,2295,48
1992-08,24,2074,48,36,147,2305,47
1992-09,42,2051,55,35,138,2279,48
1992-10,58,2055,55,51,123,2284,48
1992-11,18,2064,52,35,143,2294,47
1992-12,0,2114,54,52,129,2349,47
1993-01,52,2108,73,46,116,2343,48
1993-02,44,2122,59,50,127,2358,48
1993-03,50,2063,74,63,93,2293,50
1993-04,60,2075,57,37,137,2306,52
1993-05,38,2082,72,61,99,2314,47
1993-06,50,2085,60,58,114,2317,47
1993-07,6,2100,77,65,92,2334,47
1993-08,64,2105,50,43,141,2339,47
1993-09,52,2071,62,54,115,2302,47
1993-10,42,2075,58,47,126,2306,47
1993-11,40,2083,53,48,131,2315,47
1993-12,2,2137,60,41,137,2375,43
1994-01,52,2151,61,43,135,2390,50
1994-02,38,2150,68,40,131,2389,38
1994-03,54,2098,56,40,137,2331,47
1994-04,48,2101,65,55,114,2335,47
1994-05,48,2119,68,57,111,2355,47
1994-06,48,2110,63,51,121,2345,50
1994-07,50,2128,51,47,139,2365,42
1994-08,54,2143,55,44,140,2382,47
1994-09,28,2114,59,58,118,2349,47
1994-10,22,2107,58,52,124,2341,47
1994-11,38,2103,55,49,130,2337,47
1994-12,62,2138,62,57,119,2376,42
1995-01,66,2143,64,44,131,2382,42
1995-02,74,2142,67,58,113,2380,42
1995-03,68,2116,55,50,130,2351,47
1995-04,50,2123,58,54,124,2359,47
1995-05,64,2140,58,55,125,2378,47
1995-06,38,2112,49,47,139,2347,48
1995-07,28,2134,54,51,133,2372,43
1995-08,64,2155,55,44,141,2395,47
1995-09,58,2143,51,50,138,2382,42
1995-10,56,2153,40,38,162,2393,42
1995-11,46,2174,59,32,151,2416,47
1995-12,52,2404,68,50,150,2672,47
1996-01,64,2417,53,47,169,2686,47
1996-02,38,2437,63,57,151,2708,47
1996-03,58,2244,58,54,138,2494,47
1996-04,12,2283,65,52,137,2537,47
1996-05,38,2304,51,45,160,2560,47
1996-06,52,2318,63,46,149,2576,47
1996-07,72,2580,59,56,172,2867,47
1996-08,32,2605,65,62,163,2895,47
1996-09,48,2527,64,47,170,2808,48
1996-10,48,2548,54,53,177,2832,47
1996-11,40,2575,67,61,158,2861,47
1996-12,70,2686,99,66,134,2985,47
1997-01,34,2692,77,67,155,2991,47
1997-02,74,2692,85,56,158,2991,47
1997-03,50,2562,81,47,157,2847,47
1997-04,30,2605,72,52,166,2895,47
1997-05,52,2613,70,41,180,2904,47
1997-06,46,2637,68,46,179,2930,47
1997-07,64,2668,78,66,153,2965,47
1997-08,76,2701,82,56,162,3001,47
1997-09,68,2644,73,58,163,2938,42
1997-10,62,2666,81,52,164,2963,42
1997-11,50,2681,67,58,173,2979,47
1997-12,32,2822,59,49,206,3136,47
1998-01,50,2868,61,52,206,3187,57
1998-02,58,2895,63,49,210,3217,47
1998-03,28,2862,73,46,199,3180,47
1998-04,18,2881,75,51,194,3201,47
1998-05,42,2898,69,38,215,3220,47
1998-06,42,2846,58,57,202,3163,57
1998-07,56,2851,55,52,210,3168,47
1998-08,86,2859,78,46,194,3177,47
1998-09,70,2804,63,61,188,3116,47
1998-10,70,2811,64,43,206,3124,47
1998-11,30,2831,66,41,208,3146,47
1998-12,62,2830,60,52,203,3145,47
1999-01,62,2840,49,45,222,3156,47
1999-02,40,2845,54,51,211,3161,57
1999-03,106,2985,70,50,212,3317,47
1999-04,74,2984,71,69,192,3316,50
1999-05,30,2982,56,54,222,3314,47
