month,invested,outlier,first,second,rest,total,number of clusters
1990-01,80,1757,126,42,28,1953,13
1990-02,42,1762,103,81,12,1958,13
1990-03,68,1729,109,43,40,1921,13
1990-04,68,1734,121,65,7,1927,13
1990-05,20,1756,91,82,22,1951,13
1990-06,66,1772,116,81,0,1969,12
1990-07,92,1783,121,39,38,1981,13
1990-08,50,1808,104,49,48,2009,13
1990-09,24,1804,78,68,55,2005,13
1990-10,2,1819,130,58,14,2021,13
1990-11,72,1833,89,60,55,2037,13
1990-12,60,1913,80,42,91,2126,15
1991-01,50,1934,72,49,94,2149,15
1991-02,50,1949,63,39,115,2166,20
1991-03,40,1900,54,47,111,2112,20
1991-04,58,1925,67,43,104,2139,20
1991-05,20,1943,51,46,119,2159,20
1991-06,58,1964,90,34,95,2183,20
1991-07,14,1994,71,47,104,2216,20
1991-08,44,2016,75,35,114,2240,20
1991-09,66,1997,79,62,81,2219,18
1991-10,34,2007,78,44,101,2230,20
1991-11,50,2009,89,43,92,2233,20
1991-12,8,2065,54,42,134,2295,20
1992-01,58,2059,84,44,101,2288,20
1992-02,54,2055,90,46,93,2284,20
1992-03,8,2008,76,64,84,2232,20
1992-04,50,2013,58,50,116,2237,20
1992-05,70,2019,83,58,84,2244,20
1992-06,24,2048,68,50,110,2276,20
1992-07,68,2065,80,48,102,2295,20
1992-08,38,2074,74,47,110,2305,20
1992-09,66,2051,77,45,106,2279,20
1992-10,50,2055,70,38,121,2284,20
1992-11,40,2064,80,30,120,2294,20
1992-12,0,2114,72,41,122,2349,18
1993-01,82,2108,85,50,100,2343,18
1993-02,60,2122,73,53,110,2358,20
1993-03,58,2063,69,51,110,2293,20
1993-04,80,2075,81,53,97,2306,20
1993-05,56,2082,79,64,89,2314,20
1993-06,52,2085,70,36,126,2317,20
1993-07,12,2100,75,32,127,2334,20
1993-08,70,2105,84,59,91,2339,20
1993-09,54,2071,63,33,135,2302,18
1993-10,46,2075,84,40,107,2306,20
1993-11,48,2083,79,36,117,2315,20
1993-12,8,2137,53,40,145,2375,20
1994-01,50,2151,73,42,124,2390,20
1994-02,54,2150,69,39,131,2389,20
1994-03,64,2098,63,50,120,2331,20
1994-04,72,2101,88,54,92,2335,20
1994-05,60,2119,90,51,95,2355,15
1994-06,50,2110,79,48,108,2345,20
1994-07,72,2128,78,46,113,2365,20
1994-08,70,2143,97,46,96,2382,20
1994-09,42,2114,81,54,100,2349,20
1994-10,26,2107,89,45,100,2341,17
1994-11,60,2103,89,58,87,2337,20
1994-12,50,2138,81,42,115,2376,19
1995-01,72,2143,88,54,97,2382,19
1995-02,86,2142,101,50,87,2380,19
1995-03,78,2116,84,59,92,2351,19
1995-04,64,2123,87,52,97,2359,20
1995-05,68,2140,91,48,99,2378,20
1995-06,42,2112,75,47,113,2347,18
1995-07,28,2134,85,62,91,2372,20
1995-08,48,2155,85,43,112,2395,20
1995-09,66,2143,82,51,106,2382,19
1995-10,68,2153,98,52,90,2393,20
1995-11,82,2174,87,49,106,2416,18
1995-12,74,2404,75,65,128,2672,19
1996-01,72,2417,80,46,143,2686,20
1996-02,30,2437,57,46,168,2708,20
1996-03,64,2244,83,38,129,2494,20
1996-04,12,2283,57,51,146,2537,20
1996-05,54,2304,75,46,135,2560,20
1996-06,58,2318,68,44,146,2576,20
1996-07,66,2580,80,67,140,2867,20
1996-08,36,2605,80,68,142,2895,20
1996-09,80,2527,109,64,108,2808,15
1996-10,88,2548,113,59,112,2832,20
1996-11,52,2575,90,64,132,2861,15
1996-12,94,2686,108,61,130,2985,18
1997-01,56,2692,114,64,121,2991,18
1997-02,96,2692,100,77,122,2991,18
1997-03,90,2562,97,87,101,2847,20
1997-04,40,2605,102,70,118,2895,20
1997-05,82,2613,104,43,144,2904,20
1997-06,64,2637,83,56,154,2930,20
1997-07,70,2668,90,63,144,2965,20
1997-08,102,2701,122,78,100,3001,18
1997-09,98,2644,104,80,110,2938,20
1997-10,78,2666,104,81,112,2963,18
1997-11,62,2681,120,60,118,2979,20
1997-12,50,2822,97,71,146,3136,20
1998-01,56,2868,80,50,189,3187,20
1998-02,78,2895,107,82,133,3217,20
1998-03,46,2862,111,88,119,3180,20
1998-04,48,2881,92,70,158,3201,20
1998-05,64,2898,62,61,199,3220,18
1998-06,72,2846,100,85,132,3163,20
1998-07,80,2851,86,67,164,3168,20
1998-08,108,2859,98,91,129,3177,20
1998-09,86,2804,77,55,180,3116,17
1998-10,96,2811,84,53,176,3124,20
1998-11,66,2831,115,92,108,3146,20
1998-12,62,2830,86,52,177,3145,20
1999-01,54,2840,79,73,164,3156,20
1999-02,62,2845,101,66,149,3161,20
1999-03,102,2985,115,90,127,3317,20
1999-04,110,2984,112,89,131,3316,20
1999-05,50,2982,104,84,144,3314,18
1999-06,90,2942,92,70,165,3269,20
1999-07,64,2967,100,55,175,3297,20
1999-08,68,2982,120,53,159,3314,20
1999-09,82,2980,92,55,185,3312,20
1999-10,92,3008,96,93,146,3343,20
1999-11,88,3052,90,89,160,3391,20
1999-12,108,3220,104,71,183,3578,20
2000-01,96,3248,88,75,198,3609,20
2000-02,42,3247,88,40,233,3608,20
2000-03,68,2755,99,52,155,3061,20
2000-04,10,2773,90,67,152,3082,20
2000-05,54,2799,84,61,166,3110,20
2000-06,60,2764,100,57,150,3071,20
2000-07,76,2791,78,65,168,3102,20
2000-08,76,2809,97,54,162,3122,20
2000-09,82,2740,101,52,152,3045,20
2000-10,88,2757,95,75,137,3064,20
2000-11,76,2786,110,58,142,3096,20
2000-12,98,3221,83,80,195,3579,18
2001-01,108,3228,118,113,128,3587,20
2001-02,98,3245,120,88,153,3606,20
2001-03,112,3115,105,99,142,3461,18
2001-04,90,3122,124,86,137,3469,20
2001-05,40,3131,116,75,157,3479,20
2001-06,84,3099,119,72,154,3444,20
2001-07,82,3104,110,95,140,3449,20
2001-08,58,3129,114,73,161,3477,20
2001-09,80,3039,86,74,178,3377,18
2001-10,98,3065,93,87,161,3406,18
2001-11,120,3097,82,76,187,3442,20
2001-12,10,3146,108,76,166,3496,20
2002-01,106,3166,84,62,206,3518,18
2002-02,72,3178,93,79,182,3532,20
2002-03,106,3082,122,75,146,3425,20
2002-04,116,3106,112,93,141,3452,20
2002-05,102,3136,121,60,168,3485,20
2002-06,54,3119,51,50,246,3466,20
2002-07,62,3148,135,65,150,3498,20
2002-08,100,3172,114,107,132,3525,20
2002-09,70,3100,78,48,219,3445,20
2002-10,32,3102,107,87,151,3447,18
2002-11,126,3106,125,52,169,3452,20
2002-12,116,3095,93,70,181,3439,20
2003-01,30,3101,92,50,203,3446,20
2003-02,52,3107,91,70,185,3453,20
2003-03,102,3024,100,95,141,3360,20
2003-04,54,3026,95,58,184,3363,18
2003-05,104,3043,77,67,194,3381,20
2003-06,56,3039,90,75,173,3377,20
2003-07,100,3064,90,73,178,3405,18
2003-08,30,3089,77,48,219,3433,20
2003-09,74,3043,78,58,203,3382,20
2003-10,86,3051,79,71,189,3390,20
2003-11,56,3078,72,57,213,3420,20
2003-12,70,3122,86,75,186,3469,20
2004-01,62,3146,106,70,174,3496,20
2004-02,66,3149,99,73,178,3499,18
2004-03,68,3079,94,44,205,3422,20
2004-04,80,3097,120,80,145,3442,20
2004-05,30,3129,89,83,176,3477,18
2004-06,60,3112,72,70,204,3458,18
2004-07,102,3132,87,56,205,3480,18
2004-08,110,3160,76,69,206,3511,20
2004-09,102,3124,84,70,193,3471,18
2004-10,72,3137,76,60,213,3486,20
2004-11,66,3149,74,63,213,3499,18
2004-12,26,3173,93,84,176,3526,20
2005-01,92,3177,95,87,171,3530,20
2005-02,12,3178,88,75,190,3531,20
2005-03,60,3095,97,53,194,3439,20
2005-04,100,3097,70,62,212,3441,20
2005-05,54,3106,114,53,178,3451,20
2005-06,70,3059,103,67,170,3399,20
2005-07,110,3058,117,64,159,3398,20
2005-08,54,3064,112,103,126,3405,20
2005-09,30,2996,110,44,179,3329,20
2005-10,34,2992,112,73,148,3325,20
2005-11,68,2995,110,61,162,3328,20
2005-12,74,3018,114,94,128,3354,19
2006-01,96,3024,111,69,156,3360,20
2006-02,44,3025,98,76,163,3362,20
2006-03,56,2952,88,66,174,3280,20
2006-04,72,2952,84,67,177,3280,19
2006-05,36,2957,77,73,179,3286,20
2006-06,8,2926,77,72,177,3252,20
2006-07,42,2932,102,68,156,3258,20
2006-08,50,2939,83,72,172,3266,20
2006-09,48,2872,98,51,170,3191,20
2006-10,52,2872,82,51,187,3192,20
2006-11,42,2881,93,88,140,3202,20
2006-12,90,2879,114,65,141,3199,20
2007-01,66,2881,101,64,155,3201,20
2007-02,64,2886,95,71,155,3207,20
2007-03,90,2791,99,85,127,3102,20
2007-04,16,2791,82,75,153,3101,20
2007-05,42,2787,85,79,146,3097,20
2007-06,10,2732,93,73,138,3036,20
2007-07,8,2735,95,63,146,3039,20
2007-08,24,2738,124,64,117,3043,19
2007-09,52,2698,69,57,174,2998,20
2007-10,64,2701,81,67,152,3001,20
2007-11,22,2703,73,48,180,3004,20
2007-12,46,2701,125,48,127,3001,20
2008-01,86,2712,74,63,165,3014,19
2008-02,60,2720,79,73,151,3023,20
2008-03,98,2671,105,85,107,2968,18
2008-04,52,2678,61,51,186,2976,20
2008-05,50,2683,84,80,134,2981,18
2008-06,34,2666,70,69,158,2963,20
2008-07,34,2684,62,59,178,2983,18
2008-08,34,2697,75,73,152,2997,20
2008-09,50,2647,77,69,148,2941,20
2008-10,52,2649,115,62,118,2944,20
