month,invested,outlier,first,second,rest,total,number of clusters
1990-01,68,1757,120,63,13,1953,23
1990-02,30,1762,80,74,42,1958,23
1990-03,70,1729,75,60,57,1921,23
1990-04,70,1734,53,51,89,1927,23
1990-05,60,1756,92,72,31,1951,23
1990-06,80,1772,127,63,7,1969,23
1990-07,78,1783,107,75,16,1981,23
1990-08,58,1808,63,49,89,2009,23
1990-09,20,1804,77,60,64,2005,23
1990-10,2,1819,91,49,62,2021,23
1990-11,54,1833,98,53,53,2037,23
1990-12,34,1913,54,45,114,2126,28
1991-01,36,1934,51,45,119,2149,28
1991-02,56,1949,60,58,99,2166,28
1991-03,44,1900,53,46,113,2112,28
1991-04,50,1925,61,44,109,2139,28
1991-05,10,1943,62,48,106,2159,28
1991-06,34,1964,60,50,109,2183,28
1991-07,12,1994,69,53,100,2216,28
1991-08,38,2016,64,62,98,2240,28
1991-09,56,1997,82,48,92,2219,28
1991-10,34,2007,80,45,98,2230,28
1991-11,38,2009,81,46,97,2233,28
1991-12,10,2065,77,58,95,2295,28
1992-01,46,2059,78,54,97,2288,28
1992-02,44,2055,81,43,105,2284,28
1992-03,6,2008,69,43,112,2232,28
1992-04,46,2013,69,44,111,2237,28
1992-05,48,2019,62,47,116,2244,28
1992-06,22,2048,68,54,106,2276,28
1992-07,54,2065,68,51,111,2295,28
1992-08,44,2074,83,47,101,2305,28
1992-09,60,2051,71,63,94,2279,28
1992-10,52,2055,78,56,95,2284,28
1992-11,44,2064,86,50,94,2294,28
1992-12,2,2114,90,60,85,2349,28
1993-01,56,2108,63,51,121,2343,28
1993-02,58,2122,70,51,115,2358,28
1993-03,46,2063,56,53,121,2293,28
1993-04,60,2075,74,47,110,2306,28
1993-05,42,2082,79,51,102,2314,28
1993-06,56,2085,82,52,98,2317,23
1993-07,14,2100,79,61,94,2334,28
1993-08,64,2105,88,42,104,2339,25
1993-09,64,2071,69,54,108,2302,28
1993-10,36,2075,82,55,94,2306,28
1993-11,46,2083,73,45,114,2315,28
1993-12,10,2137,78,55,105,2375,28
1994-01,56,2151,90,55,94,2390,29
1994-02,56,2150,69,54,116,2389,30
1994-03,44,2098,75,56,102,2331,28
1994-04,50,2101,78,42,114,2335,28
1994-05,44,2119,87,51,98,2355,28
1994-06,44,2110,79,51,105,2345,28
1994-07,44,2128,77,54,106,2365,28
