month,invested,outlier,first,second,rest,total,number of clusters
1990-01,138,1562,182,102,107,1953,48
1990-02,104,1566,168,121,103,1958,37
1990-03,152,1537,193,92,99,1921,35
1990-04,150,1541,190,125,71,1927,37
1990-05,98,1561,124,103,163,1951,48
1990-06,142,1575,174,82,138,1969,48
1990-07,158,1585,159,130,107,1981,35
1990-08,128,1607,177,124,101,2009,48
1990-09,34,1604,200,102,99,2005,35
1990-10,4,1617,195,111,98,2021,64
1990-11,146,1629,155,139,114,2037,35
1990-12,68,1701,84,62,279,2126,66
1991-01,66,1719,111,54,265,2149,68
1991-02,68,1733,94,72,267,2166,60
1991-03,90,1689,81,75,267,2112,70
1991-04,80,1711,91,71,266,2139,47
1991-05,24,1727,90,64,278,2159,63
1991-06,92,1746,87,78,272,2183,60
1991-07,12,1773,91,71,281,2216,50
1991-08,64,1792,87,78,283,2240,60
1991-09,128,1775,76,75,293,2219,66
1991-10,72,1784,95,67,284,2230,68
1991-11,78,1786,90,89,268,2233,60
1991-12,16,1836,99,80,280,2295,68
1992-01,48,1830,88,58,312,2288,68
1992-02,66,1827,85,84,288,2284,66
1992-03,10,1785,75,74,298,2232,63
1992-04,104,1789,70,69,309,2237,63
1992-05,116,1795,75,55,319,2244,63
1992-06,26,1821,70,69,316,2276,66
1992-07,114,1836,73,72,314,2295,66
1992-08,38,1844,73,60,328,2305,63
1992-09,96,1823,86,73,297,2279,63
1992-10,104,1827,83,65,309,2284,63
1992-11,48,1835,86,80,293,2294,63
1992-12,2,1879,66,65,339,2349,66
1993-01,112,1874,65,63,341,2343,67
1993-02,106,1886,79,54,339,2358,66
1993-03,108,1834,89,84,286,2293,63
1993-04,128,1845,87,82,292,2306,63
1993-05,86,1851,93,87,283,2314,63
1993-06,82,1853,93,78,293,2317,63
1993-07,16,1867,111,66,290,2334,63
1993-08,132,1871,107,77,284,2339,63
1993-09,100,1841,100,77,284,2302,63
1993-10,86,1845,103,80,278,2306,63
1993-11,92,1852,86,78,299,2315,66
1993-12,26,1900,80,69,326,2375,66
1994-01,112,1912,82,80,316,2390,66
1994-02,120,1911,80,79,319,2389,63
1994-03,88,1865,79,71,316,2331,67
1994-04,124,1868,85,74,308,2335,66
1994-05,102,1884,89,70,312,2355,64
1994-06,82,1876,82,65,322,2345,63
1994-07,114,1892,82,78,313,2365,63
1994-08,110,1905,93,87,297,2382,64
1994-09,66,1879,90,73,307,2349,66
1994-10,54,1873,90,71,307,2341,66
1994-11,104,1869,91,80,297,2337,64
1994-12,92,1901,58,55,362,2376,66
1995-01,118,1905,82,68,327,2382,63
1995-02,142,1904,64,62,350,2380,63
1995-03,110,1881,72,52,346,2351,63
1995-04,96,1887,68,59,345,2359,66
1995-05,96,1902,84,67,325,2378,64
1995-06,64,1877,81,64,325,2347,63
1995-07,70,1897,73,71,331,2372,63
1995-08,100,1916,76,67,336,2395,64
1995-09,104,1905,68,67,342,2382,63
