month,invested,outlier,first,second,rest,total,number of clusters
1990-01,80,1757,142,43,11,1953,35
1990-02,82,1762,96,89,11,1958,35
1990-03,88,1729,148,44,0,1921,35
1990-04,88,1734,161,30,2,1927,35
1990-05,74,1756,139,56,0,1951,35
1990-06,92,1772,150,29,18,1969,35
1990-07,104,1783,136,38,24,1981,35
1990-08,76,1808,129,46,26,2009,35
1990-09,26,1804,118,47,36,2005,35
1990-10,2,1819,132,70,0,2021,35
1990-11,98,1833,154,43,7,2037,35
1990-12,32,1913,63,44,106,2126,40
1991-01,46,1934,62,47,106,2149,28
1991-02,48,1949,65,61,91,2166,37
1991-03,64,1900,64,47,101,2112,37
1991-04,50,1925,45,44,125,2139,40
1991-05,24,1943,45,37,134,2159,40
1991-06,48,1964,60,36,123,2183,35
1991-07,12,1994,61,47,114,2216,35
1991-08,54,2016,55,49,120,2240,35
1991-09,78,1997,43,42,137,2219,35
1991-10,44,2007,48,46,129,2230,40
1991-11,66,2009,51,45,128,2233,37
1991-12,10,2065,56,55,119,2295,35
1992-01,54,2059,71,51,107,2288,40
1992-02,70,2055,62,38,129,2284,35
1992-03,6,2008,66,44,114,2232,35
1992-04,66,2013,57,48,119,2237,35
1992-05,78,2019,53,49,123,2244,35
1992-06,32,2048,43,42,143,2276,40
1992-07,60,2065,58,57,115,2295,40
1992-08,42,2074,66,59,106,2305,35
1992-09,56,2051,54,50,124,2279,35
1992-10,70,2055,57,47,125,2284,35
1992-11,46,2064,43,40,147,2294,35
1992-12,2,2114,57,55,123,2349,35
1993-01,68,2108,59,57,119,2343,35
1993-02,60,2122,76,68,92,2358,35
1993-03,70,2063,61,55,114,2293,35
1993-04,80,2075,39,38,154,2306,35
1993-05,60,2082,48,46,138,2314,35
1993-06,44,2085,53,44,135,2317,35
1993-07,16,2100,58,55,121,2334,35
1993-08,74,2105,75,61,98,2339,35
1993-09,56,2071,64,53,114,2302,40
1993-10,56,2075,57,47,127,2306,35
1993-11,58,2083,57,52,123,2315,35
1993-12,22,2137,63,49,126,2375,35
1994-01,72,2151,51,40,148,2390,35
1994-02,72,2150,59,58,122,2389,35
1994-03,62,2098,77,67,89,2331,35
1994-04,74,2101,86,53,95,2335,35
1994-05,54,2119,88,59,89,2355,37
1994-06,56,2110,81,58,96,2345,35
1994-07,70,2128,73,51,113,2365,35
1994-08,62,2143,83,47,109,2382,35
1994-09,58,2114,51,46,138,2349,35
1994-10,38,2107,67,58,109,2341,35
1994-11,58,2103,65,60,109,2337,40
1994-12,58,2138,84,50,104,2376,35
1995-01,74,2143,71,50,118,2382,35
1995-02,86,2142,81,57,100,2380,35
1995-03,74,2116,69,58,108,2351,35
1995-04,70,2123,71,41,124,2359,35
1995-05,70,2140,74,63,101,2378,35
1995-06,38,2112,76,43,116,2347,35
1995-07,42,2134,67,50,121,2372,35
1995-08,64,2155,75,63,102,2395,35
1995-09,62,2143,77,49,113,2382,35
1995-10,62,2153,68,59,113,2393,40
1995-11,56,2174,68,52,122,2416,40
1995-12,92,2404,71,70,127,2672,35
1996-01,82,2417,48,47,174,2686,35
1996-02,76,2437,70,58,143,2708,35
1996-03,56,2244,68,53,129,2494,35
1996-04,24,2283,62,56,136,2537,35
1996-05,46,2304,60,54,142,2560,40
1996-06,56,2318,71,57,130,2576,35
1996-07,88,2580,64,48,175,2867,35
1996-08,40,2605,67,57,166,2895,35
1996-09,72,2527,61,60,160,2808,35
1996-10,78,2548,93,54,137,2832,35
1996-11,72,2575,97,70,119,2861,35
1996-12,84,2686,84,63,152,2985,35
