month,invested,outlier,first,second,rest,total,number of clusters
1990-01,304,685,1268,0,0,1953,1
1990-02,286,685,1273,0,0,1958,1
1990-03,286,660,1261,0,0,1921,1
1990-04,340,671,1256,0,0,1927,1
1990-05,324,664,1287,0,0,1951,1
1990-06,286,690,1279,0,0,1969,1
1990-07,322,683,1298,0,0,1981,1
1990-08,304,696,1313,0,0,2009,1
1990-09,356,677,1316,12,0,2005,2
1990-10,366,687,1322,12,0,2021,2
1990-11,350,690,1335,12,0,2037,2
1990-12,350,727,1399,0,0,2126,1
1991-01,346,747,1402,0,0,2149,1
1991-02,344,744,1422,0,0,2166,1
1991-03,318,725,1387,0,0,2112,1
1991-04,340,712,1420,7,0,2139,2
1991-05,338,749,1410,0,0,2159,1
1991-06,316,722,1461,0,0,2183,1
1991-07,338,744,1472,0,0,2216,1
1991-08,356,754,1479,7,0,2240,2
1991-09,366,755,1464,0,0,2219,1
1991-10,334,772,1458,0,0,2230,1
1991-11,380,771,1462,0,0,2233,1
1991-12,414,793,1495,7,0,2295,2
1992-01,332,779,1503,6,0,2288,2
1992-02,360,768,1504,12,0,2284,2
1992-03,302,768,1464,0,0,2232,1
1992-04,376,768,1462,7,0,2237,2
1992-05,316,779,1457,8,0,2244,2
1992-06,306,778,1498,0,0,2276,1
1992-07,354,796,1486,13,0,2295,2
1992-08,370,784,1508,13,0,2305,2
1992-09,328,780,1469,19,11,2279,3
1992-10,362,796,1456,21,11,2284,3
1992-11,370,799,1459,17,19,2294,4
1992-12,320,816,1526,7,0,2349,2
1993-01,386,832,1511,0,0,2343,1
1993-02,382,828,1530,0,0,2358,1
1993-03,332,804,1479,10,0,2293,2
1993-04,356,795,1493,11,7,2306,3
1993-05,318,789,1508,10,7,2314,3
1993-06,330,794,1493,17,13,2317,3
1993-07,356,805,1521,8,0,2334,2
1993-08,354,816,1514,9,0,2339,2
1993-09,338,790,1512,0,0,2302,1
1993-10,334,789,1517,0,0,2306,1
1993-11,364,790,1525,0,0,2315,1
1993-12,374,793,1561,13,8,2375,3
1994-01,366,799,1591,0,0,2390,1
1994-02,386,808,1581,0,0,2389,1
1994-03,336,802,1529,0,0,2331,1
1994-04,366,789,1530,16,0,2335,2
1994-05,382,780,1575,0,0,2355,1
1994-06,330,788,1557,0,0,2345,1
1994-07,388,796,1569,0,0,2365,1
1994-08,356,801,1581,0,0,2382,1
1994-09,344,779,1560,10,0,2349,2
1994-10,340,776,1556,9,0,2341,2
1994-11,374,773,1556,8,0,2337,2
1994-12,384,796,1580,0,0,2376,1
1995-01,336,817,1549,16,0,2382,2
1995-02,366,815,1548,17,0,2380,2
1995-03,344,803,1528,20,0,2351,2
1995-04,346,809,1531,19,0,2359,2
1995-05,336,803,1554,21,0,2378,2
1995-06,320,803,1544,0,0,2347,1
1995-07,344,807,1565,0,0,2372,1
1995-08,330,826,1552,17,0,2395,2
1995-09,352,819,1563,0,0,2382,1
1995-10,390,807,1579,7,0,2393,2
1995-11,406,812,1596,8,0,2416,2
1995-12,384,899,1738,16,19,2672,4
1996-01,436,900,1747,19,20,2686,4
1996-02,418,900,1766,23,19,2708,4
1996-03,378,844,1626,14,10,2494,3
1996-04,398,855,1638,19,25,2537,4
1996-05,348,853,1679,14,14,2560,3
1996-06,412,863,1656,16,41,2576,6
1996-07,464,969,1862,14,22,2867,4
1996-08,394,968,1903,13,11,2895,3
1996-09,444,965,1806,17,20,2808,4
1996-10,458,980,1819,13,20,2832,4
1996-11,404,956,1868,15,22,2861,4
1996-12,454,1021,1940,16,8,2985,3
1997-01,448,1004,1964,15,8,2991,3
1997-02,498,1003,1962,18,8,2991,3
1997-03,430,961,1817,18,51,2847,6
1997-04,470,979,1841,20,55,2895,7
1997-05,452,980,1878,17,29,2904,5
1997-06,466,980,1912,18,20,2930,4
1997-07,474,985,1954,17,9,2965,3
1997-08,488,1000,1975,17,9,3001,3
1997-09,406,1004,1890,19,25,2938,4
1997-10,414,1013,1912,20,18,2963,3
1997-11,474,990,1945,23,21,2979,3
1997-12,544,1055,2046,23,12,3136,3
1998-01,502,1075,2074,24,14,3187,3
1998-02,494,1077,2101,23,16,3217,3
1998-03,478,1078,2059,25,18,3180,3
1998-04,460,1083,2075,25,18,3201,3
1998-05,456,1085,2091,25,19,3220,3
1998-06,504,1060,2064,25,14,3163,3
1998-07,526,1066,2060,27,15,3168,3
1998-08,636,1062,2073,29,13,3177,3
1998-09,506,1051,2041,24,0,3116,2
1998-10,546,1050,2048,26,0,3124,2
1998-11,466,1061,2061,24,0,3146,2
1998-12,546,1048,2079,18,0,3145,2
1999-01,486,1044,2092,20,0,3156,2
1999-02,480,1060,2082,19,0,3161,2
1999-03,492,1120,2154,21,22,3317,4
1999-04,582,1127,2162,19,8,3316,3
1999-05,492,1119,2158,19,18,3314,4
1999-06,504,1128,2124,17,0,3269,2
1999-07,522,1121,2157,19,0,3297,2
1999-08,470,1141,2152,21,0,3314,2
1999-09,494,1134,2154,24,0,3312,2
1999-10,574,1121,2198,24,0,3343,2
1999-11,516,1133,2233,25,0,3391,2
1999-12,530,1216,2338,24,0,3578,2
2000-01,554,1204,2380,25,0,3609,2
2000-02,538,1235,2347,26,0,3608,2
2000-03,554,1020,2015,26,0,3061,2
2000-04,540,1034,2023,25,0,3082,2
2000-05,526,1036,2049,25,0,3110,2
2000-06,480,1026,2045,0,0,3071,1
2000-07,518,1033,2051,18,0,3102,2
2000-08,510,1047,2075,0,0,3122,1
2000-09,534,1034,1991,20,0,3045,2
2000-10,542,1043,2021,0,0,3064,1
2000-11,576,1022,2053,21,0,3096,2
2000-12,626,1220,2330,21,8,3579,3
2001-01,574,1209,2343,20,15,3587,3
2001-02,590,1231,2354,21,0,3606,2
2001-03,556,1183,2227,30,21,3461,3
2001-04,546,1188,2230,30,21,3469,3
2001-05,546,1191,2235,31,22,3479,3
2001-06,568,1159,2229,34,22,3444,3
2001-07,554,1167,2227,34,21,3449,3
2001-08,500,1162,2258,34,23,3477,3
2001-09,534,1183,2147,25,22,3377,3
2001-10,530,1187,2177,22,20,3406,3
2001-11,534,1176,2221,25,20,3442,3
2001-12,526,1181,2291,24,0,3496,2
2002-01,550,1180,2314,24,0,3518,2
2002-02,558,1198,2311,23,0,3532,2
2002-03,524,1147,2256,22,0,3425,2
2002-04,556,1169,2262,21,0,3452,2
2002-05,482,1200,2263,22,0,3485,2
2002-06,552,1189,2256,21,0,3466,2
2002-07,568,1192,2284,22,0,3498,2
2002-08,498,1207,2297,21,0,3525,2
2002-09,554,1173,2254,18,0,3445,2
2002-10,464,1163,2264,20,0,3447,2
2002-11,534,1152,2280,20,0,3452,2
2002-12,550,1158,2246,18,17,3439,3
2003-01,458,1158,2269,19,0,3446,2
2003-02,560,1156,2277,20,0,3453,2
2003-03,482,1135,2204,21,0,3360,2
2003-04,508,1140,2179,22,22,3363,3
2003-05,504,1149,2211,21,0,3381,2
2003-06,470,1132,2207,19,19,3377,3
2003-07,534,1144,2219,20,22,3405,4
2003-08,508,1167,2229,20,17,3433,3
2003-09,490,1161,2200,21,0,3382,2
2003-10,518,1166,2203,21,0,3390,2
2003-11,446,1195,2205,20,0,3420,2
2003-12,502,1196,2249,24,0,3469,2
2004-01,518,1197,2274,25,0,3496,2
2004-02,552,1207,2261,25,6,3499,3
2004-03,440,1203,2199,20,0,3422,2
2004-04,568,1207,2215,20,0,3442,2
2004-05,482,1208,2251,18,0,3477,2
2004-06,472,1196,2242,13,7,3458,3
2004-07,576,1234,2226,13,7,3480,3
2004-08,524,1250,2245,16,0,3511,2
2004-09,480,1182,2273,16,0,3471,2
2004-10,502,1188,2283,15,0,3486,2
2004-11,490,1197,2286,16,0,3499,2
2004-12,478,1212,2296,18,0,3526,2
2005-01,536,1194,2322,14,0,3530,2
2005-02,506,1210,2307,14,0,3531,2
2005-03,454,1158,2270,11,0,3439,2
2005-04,528,1192,2238,11,0,3441,2
2005-05,494,1189,2251,11,0,3451,2
2005-06,486,1168,2231,0,0,3399,1
2005-07,534,1165,2223,8,2,3398,3
2005-08,464,1171,2234,0,0,3405,1
2005-09,498,1139,2190,0,0,3329,1
2005-10,528,1148,2177,0,0,3325,1
2005-11,504,1169,2159,0,0,3328,1
2005-12,462,1157,2189,8,0,3354,2
2006-01,512,1150,2210,0,0,3360,1
2006-02,432,1139,2223,0,0,3362,1
2006-03,424,1118,2143,19,0,3280,2
2006-04,488,1121,2141,18,0,3280,2
2006-05,458,1122,2145,19,0,3286,2
2006-06,448,1109,2096,24,23,3252,4
2006-07,524,1122,2092,26,18,3258,3
2006-08,488,1097,2143,17,9,3266,3
2006-09,496,1088,2076,15,12,3191,3
2006-10,482,1087,2056,22,27,3192,5
2006-11,466,1091,2060,22,29,3202,5
2006-12,476,1111,2033,26,29,3199,4
2007-01,462,1109,2057,27,8,3201,3
2007-02,516,1098,2075,26,8,3207,3
2007-03,436,1033,2031,20,18,3102,3
2007-04,476,1049,1997,19,36,3101,4
2007-05,474,1051,2010,19,17,3097,3
2007-06,366,1032,1971,15,18,3036,4
2007-07,476,1066,1948,15,10,3039,3
2007-08,494,1057,1961,17,8,3043,3
2007-09,514,1018,1954,18,8,2998,3
2007-10,524,1005,1960,18,18,3001,4
2007-11,536,1008,1958,20,18,3004,4
2007-12,472,1014,1949,19,19,3001,3
2008-01,548,1031,1954,18,11,3014,3
2008-02,492,1041,1925,20,37,3023,5
2008-03,526,1025,1894,18,31,2968,5
2008-04,470,1054,1886,19,17,2976,3
2008-05,454,1043,1900,22,16,2981,3
2008-06,498,1037,1893,23,10,2963,3
2008-07,522,1021,1922,23,17,2983,4
