month,invested,outlier,first,second,rest,total,number of clusters
1990-01,180,1226,707,20,0,1953,2
1990-02,180,1230,711,17,0,1958,2
1990-03,164,1205,696,20,0,1921,2
1990-04,178,1211,697,19,0,1927,2
1990-05,158,1226,695,19,11,1951,3
1990-06,178,1247,703,19,0,1969,2
1990-07,192,1232,730,19,0,1981,2
1990-08,206,1271,721,17,0,2009,2
1990-09,220,1247,741,17,0,2005,2
1990-10,218,1261,743,17,0,2021,2
1990-11,182,1289,734,14,0,2037,2
1990-12,204,1345,766,15,0,2126,2
1991-01,204,1381,752,16,0,2149,2
1991-02,184,1393,752,21,0,2166,2
1991-03,172,1365,726,21,0,2112,2
1991-04,188,1377,743,19,0,2139,2
1991-05,194,1393,744,22,0,2159,2
1991-06,178,1392,772,19,0,2183,2
1991-07,188,1396,800,20,0,2216,2
1991-08,212,1430,788,22,0,2240,2
1991-09,212,1416,786,17,0,2219,2
1991-10,208,1425,784,14,7,2230,3
1991-11,240,1424,789,12,8,2233,3
1991-12,224,1459,836,0,0,2295,1
1992-01,194,1472,816,0,0,2288,1
1992-02,218,1477,807,0,0,2284,1
1992-03,156,1442,790,0,0,2232,1
1992-04,210,1457,780,0,0,2237,1
1992-05,184,1455,789,0,0,2244,1
1992-06,148,1461,815,0,0,2276,1
1992-07,216,1474,821,0,0,2295,1
1992-08,238,1472,833,0,0,2305,1
1992-09,172,1472,793,14,0,2279,2
1992-10,216,1459,810,15,0,2284,2
1992-11,230,1469,813,12,0,2294,2
1992-12,154,1518,733,98,0,2349,2
1993-01,230,1500,716,100,27,2343,3
1993-02,208,1517,736,97,8,2358,3
1993-03,200,1476,699,95,23,2293,3
1993-04,224,1493,694,96,23,2306,3
1993-05,172,1478,715,98,23,2314,3
1993-06,194,1488,712,93,24,2317,3
1993-07,198,1486,726,94,28,2334,3
1993-08,196,1468,754,90,27,2339,3
1993-09,188,1478,713,74,37,2302,4
1993-10,180,1475,721,73,37,2306,4
1993-11,210,1486,719,73,37,2315,4
1993-12,216,1521,854,0,0,2375,1
1994-01,198,1524,859,7,0,2390,2
1994-02,222,1510,870,9,0,2389,2
1994-03,200,1495,836,0,0,2331,1
1994-04,198,1497,838,0,0,2335,1
1994-05,230,1495,853,7,0,2355,2
1994-06,198,1505,840,0,0,2345,1
1994-07,212,1507,858,0,0,2365,1
1994-08,196,1517,865,0,0,2382,1
1994-09,192,1483,866,0,0,2349,1
1994-10,190,1497,844,0,0,2341,1
1994-11,214,1505,811,21,0,2337,2
1994-12,218,1530,846,0,0,2376,1
1995-01,220,1536,846,0,0,2382,1
1995-02,202,1545,835,0,0,2380,1
1995-03,218,1501,836,7,7,2351,3
1995-04,192,1523,829,7,0,2359,2
1995-05,186,1525,853,0,0,2378,1
1995-06,192,1498,841,8,0,2347,2
1995-07,198,1510,845,10,7,2372,3
1995-08,200,1523,854,10,8,2395,3
1995-09,210,1552,823,7,0,2382,2
1995-10,222,1547,838,8,0,2393,2
1995-11,210,1561,842,13,0,2416,2
1995-12,222,1722,935,15,0,2672,2
1996-01,226,1707,956,14,9,2686,3
1996-02,224,1726,956,17,9,2708,3
1996-03,218,1598,870,26,0,2494,2
1996-04,198,1613,901,23,0,2537,2
1996-05,210,1644,892,20,4,2560,3
1996-06,194,1653,906,17,0,2576,2
1996-07,258,1862,985,20,0,2867,2
1996-08,218,1863,1011,21,0,2895,2
1996-09,244,1789,1003,16,0,2808,2
1996-10,282,1818,999,15,0,2832,2
1996-11,260,1820,1024,17,0,2861,2
1996-12,242,1929,1056,0,0,2985,1
1997-01,214,1936,1055,0,0,2991,1
1997-02,262,1914,1077,0,0,2991,1
1997-03,232,1829,987,25,6,2847,3
1997-04,252,1837,1017,28,13,2895,4
1997-05,246,1867,1010,27,0,2904,2
1997-06,242,1865,1058,7,0,2930,2
1997-07,266,1904,1026,28,7,2965,3
1997-08,294,1905,1096,0,0,3001,1
1997-09,206,1906,1002,15,15,2938,4
1997-10,254,1909,1017,16,21,2963,5
1997-11,260,1916,1040,15,8,2979,3
1997-12,302,1977,1142,9,8,3136,3
1998-01,252,2019,1160,8,0,3187,2
1998-02,294,2025,1184,8,0,3217,2
1998-03,242,2000,1170,10,0,3180,2
1998-04,258,2027,1164,10,0,3201,2
1998-05,256,2027,1185,8,0,3220,2
1998-06,286,1996,1158,9,0,3163,2
1998-07,294,1999,1169,0,0,3168,1
1998-08,354,1975,1194,8,0,3177,2
1998-09,308,1972,1061,83,0,3116,2
1998-10,304,1987,1054,83,0,3124,2
1998-11,292,1985,1077,84,0,3146,2
1998-12,296,2002,1143,0,0,3145,1
1999-01,290,1996,1136,24,0,3156,2
1999-02,272,2006,1130,25,0,3161,2
1999-03,304,2084,1174,31,28,3317,3
1999-04,322,2080,1183,27,26,3316,3
1999-05,286,2094,1165,28,27,3314,3
1999-06,304,2064,1154,28,23,3269,4
1999-07,278,2096,1156,27,18,3297,3
1999-08,282,2122,1149,26,17,3314,3
1999-09,310,2109,1171,19,13,3312,3
1999-10,340,2140,1159,18,26,3343,4
1999-11,318,2184,1163,27,17,3391,3
1999-12,334,2298,1280,0,0,3578,1
2000-01,344,2303,1306,0,0,3609,1
2000-02,304,2324,1284,0,0,3608,1
2000-03,312,1967,1084,10,0,3061,2
2000-04,302,1977,1095,10,0,3082,2
