month,invested,outlier,first,second,rest,total,number of clusters
1990-01,132,1444,492,17,0,1953,2
1990-02,120,1449,492,17,0,1958,2
1990-03,122,1438,466,17,0,1921,2
1990-04,142,1449,462,16,0,1927,2
1990-05,98,1450,476,17,8,1951,3
1990-06,118,1436,515,18,0,1969,2
1990-07,138,1476,488,17,0,1981,2
1990-08,142,1491,504,14,0,2009,2
1990-09,150,1486,507,12,0,2005,2
1990-10,154,1519,490,12,0,2021,2
1990-11,122,1532,494,11,0,2037,2
1990-12,134,1598,519,9,0,2126,2
1991-01,146,1622,519,8,0,2149,2
1991-02,122,1643,515,8,0,2166,2
1991-03,134,1574,526,12,0,2112,2
1991-04,134,1611,518,10,0,2139,2
1991-05,144,1623,522,14,0,2159,2
1991-06,120,1651,519,13,0,2183,2
1991-07,110,1695,511,10,0,2216,2
1991-08,144,1694,532,14,0,2240,2
1991-09,146,1662,549,8,0,2219,2
1991-10,150,1676,547,7,0,2230,2
1991-11,166,1689,544,0,0,2233,1
1991-12,156,1725,570,0,0,2295,1
1992-01,144,1717,571,0,0,2288,1
1992-02,162,1722,562,0,0,2284,1
1992-03,110,1667,565,0,0,2232,1
1992-04,158,1662,569,6,0,2237,2
1992-05,132,1679,565,0,0,2244,1
1992-06,94,1687,589,0,0,2276,1
1992-07,168,1715,580,0,0,2295,1
1992-08,164,1715,590,0,0,2305,1
1992-09,150,1684,582,13,0,2279,2
1992-10,158,1699,571,14,0,2284,2
1992-11,162,1714,569,11,0,2294,2
1992-12,114,1763,477,90,19,2349,4
1993-01,170,1750,486,89,18,2343,4
1993-02,160,1755,487,91,25,2358,5
1993-03,148,1711,471,90,21,2293,4
1993-04,156,1719,480,92,15,2306,3
1993-05,130,1731,478,90,15,2314,3
1993-06,128,1747,473,87,10,2317,3
1993-07,128,1761,477,87,9,2334,3
1993-08,142,1758,487,84,10,2339,3
1993-09,120,1742,475,71,14,2302,4
1993-10,118,1745,478,69,14,2306,4
1993-11,136,1746,493,69,7,2315,3
1993-12,148,1794,581,0,0,2375,1
1994-01,146,1803,587,0,0,2390,1
1994-02,156,1791,598,0,0,2389,1
1994-03,144,1742,589,0,0,2331,1
1994-04,172,1737,598,0,0,2335,1
1994-05,162,1774,581,0,0,2355,1
1994-06,148,1757,567,16,5,2345,3
1994-07,148,1775,575,15,0,2365,2
1994-08,152,1774,593,15,0,2382,2
1994-09,144,1771,566,7,5,2349,3
1994-10,132,1747,586,8,0,2341,2
1994-11,158,1745,583,9,0,2337,2
1994-12,146,1788,588,0,0,2376,1
1995-01,164,1803,579,0,0,2382,1
1995-02,142,1788,592,0,0,2380,1
1995-03,168,1772,579,0,0,2351,1
1995-04,170,1780,579,0,0,2359,1
1995-05,132,1789,589,0,0,2378,1
1995-06,142,1759,588,0,0,2347,1
1995-07,124,1782,590,0,0,2372,1
1995-08,144,1796,599,0,0,2395,1
1995-09,142,1812,570,0,0,2382,1
1995-10,160,1805,582,6,0,2393,2
1995-11,148,1833,575,8,0,2416,2
1995-12,164,2014,641,9,8,2672,3
1996-01,160,2031,640,8,7,2686,3
1996-02,160,2033,654,13,8,2708,3
1996-03,160,1887,593,14,0,2494,2
1996-04,132,1905,618,14,0,2537,2
1996-05,148,1925,620,9,6,2560,3
1996-06,162,1918,649,9,0,2576,2
1996-07,190,2148,707,12,0,2867,2
1996-08,168,2163,719,13,0,2895,2
1996-09,184,2105,693,10,0,2808,2
1996-10,180,2134,690,8,0,2832,2
1996-11,178,2146,707,8,0,2861,2
1996-12,170,2231,754,0,0,2985,1
1997-01,150,2240,737,14,0,2991,2
1997-02,172,2243,733,15,0,2991,2
1997-03,178,2144,673,15,15,2847,3
1997-04,158,2181,685,15,14,2895,3
1997-05,168,2188,682,18,16,2904,3
1997-06,166,2200,710,20,0,2930,2
1997-07,180,2236,708,21,0,2965,2
1997-08,210,2260,721,20,0,3001,2
1997-09,148,2206,708,15,9,2938,3
1997-10,182,2221,718,16,8,2963,3
1997-11,170,2228,722,15,14,2979,3
1997-12,214,2321,815,0,0,3136,1
1998-01,178,2359,828,0,0,3187,1
1998-02,192,2405,812,0,0,3217,1
1998-03,174,2349,823,8,0,3180,2
