month,invested,outlier,first,second,rest,total,number of clusters
1990-01,346,500,1453,0,0,1953,1
1990-02,334,501,1449,8,0,1958,2
1990-03,338,485,1428,8,0,1921,2
1990-04,380,487,1431,9,0,1927,2
1990-05,356,482,1458,11,0,1951,2
1990-06,306,496,1455,10,8,1969,3
1990-07,360,502,1462,10,7,1981,3
1990-08,334,503,1498,8,0,2009,2
1990-09,392,493,1512,0,0,2005,1
1990-10,424,492,1514,15,0,2021,2
1990-11,402,503,1523,11,0,2037,2
1990-12,404,532,1582,12,0,2126,2
1991-01,390,539,1599,11,0,2149,2
1991-02,370,543,1623,0,0,2166,1
1991-03,354,518,1594,0,0,2112,1
1991-04,376,542,1597,0,0,2139,1
1991-05,394,541,1618,0,0,2159,1
1991-06,360,542,1634,7,0,2183,2
1991-07,394,560,1656,0,0,2216,1
1991-08,366,548,1692,0,0,2240,1
1991-09,402,549,1670,0,0,2219,1
1991-10,384,578,1652,0,0,2230,1
1991-11,416,561,1672,0,0,2233,1
1991-12,458,589,1706,0,0,2295,1
1992-01,372,595,1693,0,0,2288,1
1992-02,390,580,1704,0,0,2284,1
1992-03,336,570,1662,0,0,2232,1
1992-04,432,568,1660,9,0,2237,2
1992-05,356,583,1652,9,0,2244,2
1992-06,312,597,1669,10,0,2276,2
1992-07,388,583,1703,9,0,2295,2
1992-08,402,594,1702,9,0,2305,2
1992-09,348,587,1657,22,13,2279,4
1992-10,402,580,1704,0,0,2284,1
1992-11,402,582,1698,7,7,2294,3
1992-12,372,598,1751,0,0,2349,1
1993-01,420,609,1734,0,0,2343,1
1993-02,430,598,1753,7,0,2358,2
1993-03,374,567,1719,7,0,2293,2
1993-04,418,580,1702,16,8,2306,3
1993-05,370,582,1725,7,0,2314,2
1993-06,370,584,1722,11,0,2317,2
1993-07,412,588,1736,10,0,2334,2
1993-08,406,589,1738,12,0,2339,2
1993-09,402,563,1728,11,0,2302,2
1993-10,346,558,1737,11,0,2306,2
1993-11,402,575,1729,11,0,2315,2
1993-12,434,581,1786,8,0,2375,2
1994-01,422,593,1789,8,0,2390,2
1994-02,420,589,1792,8,0,2389,2
1994-03,386,573,1750,8,0,2331,2
1994-04,432,581,1754,0,0,2335,1
1994-05,408,596,1759,0,0,2355,1
1994-06,368,583,1762,0,0,2345,1
1994-07,408,592,1773,0,0,2365,1
1994-08,408,599,1783,0,0,2382,1
1994-09,376,594,1755,0,0,2349,1
1994-10,360,584,1757,0,0,2341,1
1994-11,410,582,1755,0,0,2337,1
1994-12,438,586,1776,7,7,2376,3
1995-01,388,590,1781,11,0,2382,2
1995-02,408,593,1780,7,0,2380,2
1995-03,398,596,1744,11,0,2351,2
1995-04,386,592,1760,7,0,2359,2
1995-05,360,594,1772,12,0,2378,2
1995-06,366,577,1759,11,0,2347,2
1995-07,378,595,1770,7,0,2372,2
1995-08,374,599,1785,11,0,2395,2
1995-09,396,588,1783,11,0,2382,2
1995-10,434,586,1796,11,0,2393,2
1995-11,456,595,1809,12,0,2416,2
1995-12,444,665,1991,16,0,2672,2
1996-01,504,660,2010,16,0,2686,2
1996-02,488,672,2005,16,15,2708,3
1996-03,430,608,1873,13,0,2494,2
1996-04,422,616,1906,15,0,2537,2
1996-05,376,626,1918,16,0,2560,2
1996-06,482,622,1938,16,0,2576,2
1996-07,534,713,2138,16,0,2867,2
1996-08,460,713,2166,16,0,2895,2
1996-09,496,698,2093,17,0,2808,2
1996-10,530,695,2106,17,14,2832,3
1996-11,446,713,2133,15,0,2861,2
1996-12,500,733,2220,22,10,2985,3
