month,invested,outlier,first,second,rest,total,number of clusters
1990-01,88,1036,897,20,0,1953,2
1990-02,26,1031,927,0,0,1958,1
1990-03,104,1026,873,22,0,1921,2
1990-04,94,1035,872,20,0,1927,2
1990-05,50,1041,889,21,0,1951,2
1990-06,80,1039,911,19,0,1969,2
1990-07,94,1055,906,20,0,1981,2
1990-08,82,1067,924,18,0,2009,2
1990-09,6,1055,931,19,0,2005,2
1990-10,0,1051,945,18,7,2021,3
1990-11,118,1069,951,17,0,2037,2
1990-12,60,1143,962,21,0,2126,2
1991-01,82,1140,984,25,0,2149,2
1991-02,68,1151,1015,0,0,2166,1
1991-03,70,1149,963,0,0,2112,1
1991-04,96,1165,974,0,0,2139,1
1991-05,20,1154,1005,0,0,2159,1
1991-06,70,1178,1005,0,0,2183,1
1991-07,8,1181,1035,0,0,2216,1
1991-08,26,1203,1037,0,0,2240,1
1991-09,68,1209,989,21,0,2219,2
1991-10,30,1211,1019,0,0,2230,1
1991-11,48,1205,1011,17,0,2233,2
1991-12,0,1221,1074,0,0,2295,1
1992-01,42,1243,1045,0,0,2288,1
1992-02,56,1212,1072,0,0,2284,1
1992-03,4,1196,1036,0,0,2232,1
1992-04,108,1198,1039,0,0,2237,1
1992-05,116,1198,1046,0,0,2244,1
1992-06,36,1227,1049,0,0,2276,1
1992-07,134,1224,1071,0,0,2295,1
1992-08,24,1226,1079,0,0,2305,1
1992-09,94,1228,1036,15,0,2279,2
1992-10,94,1233,1034,17,0,2284,2
1992-11,32,1262,1020,12,0,2294,2
1992-12,0,1262,1080,7,0,2349,2
1993-01,80,1260,1071,7,5,2343,3
1993-02,90,1254,1090,10,4,2358,3
1993-03,106,1219,1074,0,0,2293,1
1993-04,116,1219,1087,0,0,2306,1
1993-05,60,1226,1077,11,0,2314,2
1993-06,74,1227,1080,10,0,2317,2
1993-07,16,1242,1081,11,0,2334,2
1993-08,74,1262,1038,32,7,2339,3
1993-09,90,1228,1043,21,10,2302,3
1993-10,74,1238,1059,9,0,2306,2
1993-11,86,1260,1025,20,10,2315,3
1993-12,8,1279,1091,5,0,2375,2
1994-01,94,1280,1104,6,0,2390,2
1994-02,112,1275,1114,0,0,2389,1
1994-03,114,1215,1106,10,0,2331,2
1994-04,122,1245,1082,8,0,2335,2
1994-05,82,1250,1089,10,6,2355,3
1994-06,90,1267,1071,7,0,2345,2
1994-07,142,1264,1094,7,0,2365,2
1994-08,88,1262,1106,8,6,2382,3
1994-09,54,1250,1099,0,0,2349,1
1994-10,40,1246,1095,0,0,2341,1
1994-11,88,1268,1069,0,0,2337,1
1994-12,52,1293,1073,10,0,2376,2
1995-01,88,1294,1079,9,0,2382,2
1995-02,94,1286,1076,11,7,2380,3
1995-03,110,1249,1071,11,20,2351,4
1995-04,66,1264,1067,12,16,2359,4
1995-05,66,1264,1084,11,19,2378,4
1995-06,24,1244,1077,14,12,2347,3
1995-07,30,1283,1062,14,13,2372,3
1995-08,74,1272,1100,16,7,2395,3
1995-09,100,1293,1062,15,12,2382,3
1995-10,140,1278,1099,9,7,2393,3
1995-11,128,1285,1131,0,0,2416,1
1995-12,114,1444,1219,9,0,2672,2
1996-01,86,1460,1191,18,17,2686,4
1996-02,68,1475,1205,21,7,2708,3
1996-03,98,1349,1138,7,0,2494,2
1996-04,16,1342,1180,8,7,2537,3
1996-05,62,1383,1170,7,0,2560,2
1996-06,146,1379,1181,9,7,2576,3
1996-07,158,1555,1298,7,7,2867,3
1996-08,26,1571,1324,0,0,2895,1
1996-09,122,1506,1302,0,0,2808,1
1996-10,148,1515,1290,19,8,2832,3
1996-11,56,1528,1325,8,0,2861,2
1996-12,134,1601,1384,0,0,2985,1
1997-01,44,1605,1386,0,0,2991,1
1997-02,140,1602,1381,8,0,2991,2
1997-03,122,1527,1295,11,14,2847,4
1997-04,62,1576,1302,10,7,2895,3
1997-05,118,1575,1312,10,7,2904,3
1997-06,138,1580,1343,7,0,2930,2
1997-07,114,1601,1355,9,0,2965,2
1997-08,116,1624,1367,10,0,3001,2
1997-09,118,1596,1307,16,19,2938,4
1997-10,120,1603,1313,17,30,2963,5
1997-11,96,1625,1316,16,22,2979,4
1997-12,60,1681,1441,14,0,3136,2
1998-01,92,1693,1483,11,0,3187,2
1998-02,82,1701,1494,13,9,3217,3
1998-03,36,1715,1451,14,0,3180,2
1998-04,36,1696,1481,13,11,3201,3
1998-05,62,1719,1478,13,10,3220,3
1998-06,112,1643,1508,12,0,3163,2
1998-07,146,1646,1509,13,0,3168,2
1998-08,314,1679,1483,15,0,3177,2
1998-09,264,1631,1473,12,0,3116,2
1998-10,180,1643,1471,10,0,3124,2
1998-11,64,1667,1464,10,5,3146,3
1998-12,104,1682,1463,0,0,3145,1
1999-01,66,1691,1465,0,0,3156,1
1999-02,84,1660,1501,0,0,3161,1
