month,invested,outlier,first,second,rest,total,number of clusters
1990-01,330,151,1802,0,0,1953,1
1990-02,146,158,1800,0,0,1958,1
1990-03,364,154,1767,0,0,1921,1
1990-04,344,154,1773,0,0,1927,1
1990-05,224,158,1793,0,0,1951,1
1990-06,326,155,1814,0,0,1969,1
1990-07,358,159,1822,0,0,1981,1
1990-08,264,156,1853,0,0,2009,1
1990-09,44,156,1849,0,0,2005,1
1990-10,0,162,1859,0,0,2021,1
1990-11,420,153,1884,0,0,2037,1
1990-12,282,166,1960,0,0,2126,1
1991-01,298,166,1983,0,0,2149,1
1991-02,282,172,1994,0,0,2166,1
1991-03,300,173,1939,0,0,2112,1
1991-04,368,166,1973,0,0,2139,1
1991-05,104,175,1984,0,0,2159,1
1991-06,310,176,2007,0,0,2183,1
1991-07,44,185,2031,0,0,2216,1
1991-08,184,198,2042,0,0,2240,1
1991-09,316,176,2043,0,0,2219,1
1991-10,158,177,2053,0,0,2230,1
1991-11,228,177,2056,0,0,2233,1
1991-12,8,198,2097,0,0,2295,1
1992-01,240,199,2089,0,0,2288,1
1992-02,266,197,2087,0,0,2284,1
1992-03,28,175,2057,0,0,2232,1
1992-04,364,170,2067,0,0,2237,1
1992-05,392,173,2071,0,0,2244,1
1992-06,86,185,2091,0,0,2276,1
1992-07,418,180,2115,0,0,2295,1
1992-08,140,183,2122,0,0,2305,1
1992-09,360,180,2099,0,0,2279,1
1992-10,392,181,2103,0,0,2284,1
1992-11,198,184,2110,0,0,2294,1
1992-12,0,191,2158,0,0,2349,1
1993-01,346,195,2148,0,0,2343,1
1993-02,338,192,2166,0,0,2358,1
1993-03,420,179,2114,0,0,2293,1
1993-04,424,189,2117,0,0,2306,1
1993-05,272,181,2133,0,0,2314,1
1993-06,274,191,2126,0,0,2317,1
1993-07,54,186,2148,0,0,2334,1
1993-08,368,182,2157,0,0,2339,1
1993-09,356,181,2121,0,0,2302,1
1993-10,320,184,2122,0,0,2306,1
1993-11,300,185,2130,0,0,2315,1
1993-12,52,195,2180,0,0,2375,1
1994-01,356,197,2193,0,0,2390,1
1994-02,410,195,2194,0,0,2389,1
1994-03,416,180,2151,0,0,2331,1
1994-04,436,182,2153,0,0,2335,1
1994-05,312,181,2174,0,0,2355,1
1994-06,348,190,2155,0,0,2345,1
1994-07,456,181,2184,0,0,2365,1
1994-08,330,201,2181,0,0,2382,1
1994-09,204,190,2159,0,0,2349,1
1994-10,188,193,2148,0,0,2341,1
1994-11,352,189,2148,0,0,2337,1
1994-12,276,198,2178,0,0,2376,1
1995-01,360,188,2194,0,0,2382,1
1995-02,410,182,2198,0,0,2380,1
1995-03,412,178,2173,0,0,2351,1
1995-04,324,178,2181,0,0,2359,1
1995-05,302,186,2192,0,0,2378,1
1995-06,152,191,2156,0,0,2347,1
1995-07,170,189,2183,0,0,2372,1
1995-08,358,179,2216,0,0,2395,1
1995-09,382,186,2196,0,0,2382,1
1995-10,454,198,2195,0,0,2393,1
1995-11,448,186,2230,0,0,2416,1
1995-12,458,219,2453,0,0,2672,1
1996-01,382,213,2473,0,0,2686,1
1996-02,290,216,2492,0,0,2708,1
1996-03,386,203,2291,0,0,2494,1
1996-04,92,215,2322,0,0,2537,1
1996-05,366,207,2353,0,0,2560,1
1996-06,466,202,2374,0,0,2576,1
1996-07,586,226,2641,0,0,2867,1
1996-08,150,224,2671,0,0,2895,1
1996-09,448,218,2590,0,0,2808,1
1996-10,518,228,2604,0,0,2832,1
1996-11,280,226,2635,0,0,2861,1
1996-12,504,234,2751,0,0,2985,1
1997-01,262,232,2759,0,0,2991,1
1997-02,520,221,2770,0,0,2991,1
1997-03,468,216,2631,0,0,2847,1
1997-04,246,230,2665,0,0,2895,1
1997-05,516,225,2679,0,0,2904,1
1997-06,448,236,2694,0,0,2930,1
1997-07,420,239,2726,0,0,2965,1
1997-08,484,232,2769,0,0,3001,1
1997-09,484,237,2701,0,0,2938,1
1997-10,422,240,2723,0,0,2963,1
1997-11,368,234,2745,0,0,2979,1
1997-12,270,237,2899,0,0,3136,1
1998-01,352,232,2955,0,0,3187,1
1998-02,370,249,2968,0,0,3217,1
1998-03,148,242,2938,0,0,3180,1
1998-04,138,249,2952,0,0,3201,1
1998-05,272,268,2952,0,0,3220,1
1998-06,330,252,2911,0,0,3163,1
1998-07,426,264,2904,0,0,3168,1
1998-08,852,253,2924,0,0,3177,1
1998-09,670,257,2859,0,0,3116,1
1998-10,528,249,2875,0,0,3124,1
1998-11,308,241,2905,0,0,3146,1
1998-12,394,261,2884,0,0,3145,1
1999-01,286,258,2890,8,0,3156,2
1999-02,304,259,2902,0,0,3161,1
1999-03,534,258,3059,0,0,3317,1
1999-04,538,259,3057,0,0,3316,1
1999-05,142,266,3048,0,0,3314,1
1999-06,526,258,3011,0,0,3269,1
1999-07,238,270,3027,0,0,3297,1
1999-08,336,264,3036,14,0,3314,2
1999-09,534,260,3052,0,0,3312,1
1999-10,548,266,3077,0,0,3343,1
1999-11,368,262,3129,0,0,3391,1
1999-12,410,284,3294,0,0,3578,1
2000-01,530,298,3311,0,0,3609,1
2000-02,432,288,3320,0,0,3608,1
2000-03,622,235,2826,0,0,3061,1
2000-04,110,245,2837,0,0,3082,1
2000-05,394,242,2868,0,0,3110,1
2000-06,524,241,2830,0,0,3071,1
2000-07,640,247,2855,0,0,3102,1
2000-08,550,249,2873,0,0,3122,1
2000-09,640,233,2812,0,0,3045,1
2000-10,684,237,2827,0,0,3064,1
2000-11,612,246,2850,0,0,3096,1
2000-12,716,284,3295,0,0,3579,1
2001-01,506,273,3314,0,0,3587,1
2001-02,558,291,3315,0,0,3606,1
2001-03,708,266,3195,0,0,3461,1
2001-04,372,270,3199,0,0,3469,1
2001-05,146,270,3209,0,0,3479,1
2001-06,448,269,3175,0,0,3444,1
2001-07,498,280,3169,0,0,3449,1
2001-08,182,272,3205,0,0,3477,1
2001-09,522,257,3120,0,0,3377,1
2001-10,372,271,3135,0,0,3406,1
2001-11,632,269,3173,0,0,3442,1
2001-12,16,284,3212,0,0,3496,1
2002-01,536,269,3249,0,0,3518,1
2002-02,494,273,3259,0,0,3532,1
2002-03,486,266,3159,0,0,3425,1
2002-04,548,275,3177,0,0,3452,1
2002-05,454,285,3200,0,0,3485,1
2002-06,512,277,3189,0,0,3466,1
2002-07,214,274,3224,0,0,3498,1
2002-08,410,285,3240,0,0,3525,1
2002-09,482,267,3178,0,0,3445,1
2002-10,150,276,3171,0,0,3447,1
2002-11,510,279,3173,0,0,3452,1
2002-12,572,280,3159,0,0,3439,1
2003-01,44,278,3168,0,0,3446,1
2003-02,294,280,3173,0,0,3453,1
2003-03,438,266,3094,0,0,3360,1
2003-04,202,265,3098,0,0,3363,1
2003-05,428,268,3113,0,0,3381,1
2003-06,168,273,3104,0,0,3377,1
2003-07,566,265,3140,0,0,3405,1
2003-08,162,261,3172,0,0,3433,1
2003-09,350,266,3116,0,0,3382,1
2003-10,476,275,3115,0,0,3390,1
2003-11,434,283,3137,0,0,3420,1
2003-12,450,277,3192,0,0,3469,1
2004-01,492,272,3224,0,0,3496,1
2004-02,364,273,3226,0,0,3499,1
2004-03,414,286,3136,0,0,3422,1
2004-04,392,276,3166,0,0,3442,1
2004-05,96,283,3194,0,0,3477,1
2004-06,352,269,3189,0,0,3458,1
2004-07,644,270,3210,0,0,3480,1
2004-08,626,271,3240,0,0,3511,1
2004-09,530,262,3209,0,0,3471,1
2004-10,324,265,3221,0,0,3486,1
2004-11,240,276,3223,0,0,3499,1
2004-12,58,273,3253,0,0,3526,1
2005-01,570,282,3248,0,0,3530,1
2005-02,52,275,3256,0,0,3531,1
2005-03,396,271,3168,0,0,3439,1
2005-04,662,270,3171,0,0,3441,1
2005-05,142,275,3176,0,0,3451,1
2005-06,310,276,3123,0,0,3399,1
2005-07,454,278,3120,0,0,3398,1
2005-08,240,280,3125,0,0,3405,1
2005-09,168,278,3051,0,0,3329,1
2005-10,74,264,3061,0,0,3325,1
2005-11,338,270,3058,0,0,3328,1
2005-12,310,261,3093,0,0,3354,1
2006-01,392,260,3100,0,0,3360,1
2006-02,176,281,3081,0,0,3362,1
2006-03,320,265,3015,0,0,3280,1
2006-04,328,267,3013,0,0,3280,1
2006-05,208,267,3019,0,0,3286,1
2006-06,8,258,2994,0,0,3252,1
2006-07,196,263,2995,0,0,3258,1
2006-08,272,250,3016,0,0,3266,1
2006-09,180,266,2925,0,0,3191,1
2006-10,396,248,2944,0,0,3192,1
2006-11,166,255,2947,0,0,3202,1
2006-12,376,251,2932,16,0,3199,2
2007-01,234,263,2938,0,0,3201,1
2007-02,454,265,2942,0,0,3207,1
2007-03,496,241,2861,0,0,3102,1
2007-04,42,235,2866,0,0,3101,1
2007-05,210,239,2858,0,0,3097,1
2007-06,50,233,2803,0,0,3036,1
2007-07,22,233,2806,0,0,3039,1
2007-08,74,230,2813,0,0,3043,1
2007-09,522,236,2762,0,0,2998,1
2007-10,546,232,2769,0,0,3001,1
2007-11,256,224,2780,0,0,3004,1
2007-12,254,229,2772,0,0,3001,1
2008-01,594,224,2790,0,0,3014,1
2008-02,400,236,2787,0,0,3023,1
2008-03,592,233,2735,0,0,2968,1
2008-04,370,237,2739,0,0,2976,1
2008-05,198,227,2754,0,0,2981,1
2008-06,178,243,2720,0,0,2963,1
2008-07,236,235,2748,0,0,2983,1
2008-08,174,239,2758,0,0,2997,1
2008-09,364,228,2713,0,0,2941,1
2008-10,386,229,2715,0,0,2944,1
2008-11,652,224,2734,0,0,2958,1
2008-12,80,201,2467,0,0,2668,1
2009-01,500,210,2478,0,0,2688,1
2009-02,476,208,2483,0,0,2691,1
2009-03,432,234,2701,0,0,2935,1
2009-04,490,224,2711,0,0,2935,1
2009-05,308,232,2710,0,0,2942,1
2009-06,422,238,2680,0,0,2918,1
2009-07,78,238,2704,0,0,2942,1
2009-08,188,234,2721,0,0,2955,1
2009-09,0,229,2691,0,0,2920,1
2009-10,40,218,2706,0,0,2924,1
2009-11,218,228,2702,0,0,2930,1
2009-12,26,225,2505,0,0,2730,1
2010-01,316,211,2533,0,0,2744,1
2010-02,56,228,2522,0,0,2750,1
2010-03,166,228,2430,0,0,2658,1
2010-04,146,226,2436,0,0,2662,1
2010-05,84,225,2447,0,0,2672,1
2010-06,172,213,2427,0,0,2640,1
2010-07,294,217,2436,0,0,2653,1
2010-08,116,220,2443,0,0,2663,1
2010-09,216,191,2423,0,0,2614,1
2010-10,74,196,2417,0,0,2613,1
2010-11,22,203,2423,0,0,2626,1
2010-12,4,230,2429,10,0,2669,2
2011-01,160,225,2455,0,0,2680,1
2011-02,44,229,2458,0,0,2687,1
2011-03,414,233,2612,0,0,2845,1
2011-04,34,233,2621,0,0,2854,1
2011-05,270,235,2625,0,0,2860,1
2011-06,208,237,2597,0,0,2834,1
2011-07,58,246,2605,0,0,2851,1
2011-08,588,243,2622,0,0,2865,1
2011-09,260,217,2613,0,0,2830,1
2011-10,140,226,2606,0,0,2832,1
2011-11,4,218,2627,0,0,2845,1
2011-12,0,213,2338,18,0,2569,2
2012-01,214,217,2348,18,0,2583,2
2012-02,222,222,2342,19,0,2583,2
2012-03,2,216,2543,19,0,2778,2
2012-04,366,226,2538,19,0,2783,2
2012-05,126,228,2539,19,0,2786,2
2012-06,378,221,2520,19,0,2760,2
2012-07,24,229,2520,19,0,2768,2
2012-08,48,234,2519,19,0,2772,2
2012-09,250,213,2522,18,0,2753,2
2012-10,86,217,2532,0,0,2749,1
2012-11,456,218,2532,0,0,2750,1
2012-12,34,217,2533,0,0,2750,1
2013-01,402,223,2528,0,0,2751,1
2013-02,110,223,2529,0,0,2752,1
2013-03,88,221,2459,0,0,2680,1
2013-04,66,219,2457,0,0,2676,1
2013-05,26,216,2461,0,0,2677,1
2013-06,136,207,2447,0,0,2654,1
2013-07,6,220,2435,0,0,2655,1
2013-08,84,218,2440,0,0,2658,1
2013-09,128,214,2394,0,0,2608,1
2013-10,16,227,2390,0,0,2617,1
2013-11,380,211,2415,0,0,2626,1
2013-12,8,214,2441,0,0,2655,1
2014-01,268,219,2443,0,0,2662,1
2014-02,342,218,2447,0,0,2665,1
2014-03,358,212,2408,0,0,2620,1
2014-04,80,226,2409,0,0,2635,1
2014-05,216,216,2427,0,0,2643,1
2014-06,206,221,2402,0,0,2623,1
2014-07,226,215,2416,0,0,2631,1
2014-08,60,213,2427,0,0,2640,1
2014-09,338,208,2395,0,0,2603,1
