month,invested,outlier,first,second,rest,total,number of clusters
1990-01,68,1692,252,9,0,1953,2
1990-02,56,1712,159,78,9,1958,3
1990-03,62,1672,169,73,7,1921,3
1990-04,60,1675,163,73,16,1927,4
1990-05,66,1678,191,74,8,1951,3
1990-06,76,1695,264,10,0,1969,2
1990-07,72,1705,266,10,0,1981,2
1990-08,82,1741,260,8,0,2009,2
1990-09,84,1724,256,15,10,2005,3
1990-10,90,1735,197,67,22,2021,4
1990-11,74,1761,197,64,15,2037,3
1990-12,74,1833,276,17,0,2126,2
1991-01,84,1877,253,19,0,2149,2
1991-02,72,1878,273,15,0,2166,2
1991-03,70,1836,265,11,0,2112,2
1991-04,74,1854,274,11,0,2139,2
1991-05,80,1869,277,13,0,2159,2
1991-06,72,1889,277,17,0,2183,2
1991-07,68,1921,274,9,12,2216,4
1991-08,80,1950,281,9,0,2240,2
1991-09,92,1920,299,0,0,2219,1
1991-10,82,1941,289,0,0,2230,1
1991-11,92,1940,293,0,0,2233,1
1991-12,86,1986,309,0,0,2295,1
1992-01,68,1985,286,10,7,2288,3
1992-02,96,1979,298,7,0,2284,2
1992-03,56,1940,285,7,0,2232,2
1992-04,86,1938,285,7,7,2237,3
1992-05,86,1946,291,7,0,2244,2
1992-06,52,1966,310,0,0,2276,1
1992-07,80,1997,298,0,0,2295,1
1992-08,80,2010,295,0,0,2305,1
1992-09,72,1987,274,11,7,2279,3
1992-10,96,1977,282,11,14,2284,4
1992-11,86,1987,293,9,5,2294,3
1992-12,62,2034,224,83,8,2349,3
1993-01,84,2032,213,84,14,2343,4
1993-02,78,2041,217,84,16,2358,4
1993-03,80,2001,186,81,25,2293,5
1993-04,92,1992,215,79,20,2306,4
1993-05,58,2001,216,78,19,2314,5
1993-06,56,2018,210,80,9,2317,3
1993-07,74,2034,212,79,9,2334,3
1993-08,80,2038,209,77,15,2339,4
1993-09,74,1990,246,66,0,2302,2
1993-10,66,1994,241,65,6,2306,3
1993-11,80,1991,252,65,7,2315,3
1993-12,84,2029,346,0,0,2375,1
1994-01,106,2081,309,0,0,2390,1
1994-02,90,2072,317,0,0,2389,1
1994-03,74,2022,309,0,0,2331,1
1994-04,90,2020,315,0,0,2335,1
1994-05,96,2024,324,7,0,2355,2
1994-06,64,2048,297,0,0,2345,1
1994-07,88,2058,300,7,0,2365,2
1994-08,90,2081,293,8,0,2382,2
1994-09,78,2028,321,0,0,2349,1
1994-10,72,2022,315,4,0,2341,2
1994-11,92,2010,327,0,0,2337,1
1994-12,88,2052,293,31,0,2376,2
1995-01,98,2063,288,31,0,2382,2
1995-02,100,2061,319,0,0,2380,1
1995-03,82,2036,282,33,0,2351,2
1995-04,86,2040,319,0,0,2359,1
1995-05,62,2064,279,35,0,2378,2
1995-06,70,2045,281,21,0,2347,2
1995-07,88,2076,269,24,3,2372,3
1995-08,72,2093,273,23,6,2395,3
1995-09,86,2066,286,30,0,2382,2
1995-10,86,2095,272,26,0,2393,2
1995-11,82,2100,288,28,0,2416,2
1995-12,90,2339,333,0,0,2672,1
