month,invested,outlier,first,second,rest,total,number of clusters
1990-01,98,1562,184,75,132,1953,79
1990-02,46,1566,128,93,171,1958,78
1990-03,114,1537,114,66,204,1921,75
1990-04,104,1541,135,134,117,1927,68
1990-05,62,1561,129,122,139,1951,75
1990-06,110,1575,119,97,178,1969,75
1990-07,108,1585,175,115,106,1981,75
1990-08,78,1607,145,79,178,2009,77
1990-09,8,1604,77,73,251,2005,75
1990-10,2,1617,135,69,200,2021,74
1990-11,140,1629,81,72,255,2037,75
1990-12,106,1701,98,86,241,2126,75
1991-01,86,1719,152,88,190,2149,68
1991-02,98,1733,151,98,184,2166,68
1991-03,64,1689,108,104,211,2112,75
1991-04,122,1711,114,65,249,2139,79
1991-05,40,1727,127,94,211,2159,75
1991-06,138,1746,134,116,187,2183,78
1991-07,28,1773,149,115,179,2216,76
1991-08,82,1792,190,94,164,2240,80
1991-09,130,1775,134,89,221,2219,79
1991-10,44,1784,104,42,300,2230,75
1991-11,78,1786,129,116,202,2233,79
1991-12,8,1836,150,114,195,2295,75
1992-01,70,1830,196,81,181,2288,78
1992-02,102,1827,97,77,283,2284,80
1992-03,6,1785,144,113,190,2232,75
1992-04,86,1789,144,90,214,2237,77
1992-05,58,1795,208,136,105,2244,77
1992-06,26,1821,125,87,243,2276,76
1992-07,104,1836,223,78,158,2295,78
1992-08,38,1844,236,106,119,2305,63
1992-09,90,1823,158,105,193,2279,75
1992-10,88,1827,154,142,161,2284,79
1992-11,56,1835,235,145,79,2294,76
1992-12,2,1879,134,42,294,2349,80
1993-01,146,1874,97,76,296,2343,79
1993-02,108,1886,98,56,318,2358,79
1993-03,128,1834,171,79,209,2293,79
1993-04,74,1845,79,60,322,2306,74
1993-05,100,1851,164,45,254,2314,76
1993-06,84,1853,118,82,264,2317,78
1993-07,24,1867,92,71,304,2334,75
1993-08,116,1871,82,78,308,2339,78
1993-09,108,1841,129,74,258,2302,80
1993-10,78,1845,141,84,236,2306,79
1993-11,96,1852,132,90,241,2315,80
1993-12,18,1900,184,95,196,2375,79
1994-01,100,1912,139,117,222,2390,79
1994-02,88,1911,163,132,183,2389,80
1994-03,94,1865,220,77,169,2331,80
1994-04,96,1868,195,87,185,2335,75
1994-05,66,1884,178,115,178,2355,78
1994-06,96,1876,196,91,182,2345,75
1994-07,114,1892,184,130,159,2365,77
1994-08,116,1905,166,108,203,2382,75
1994-09,80,1879,112,84,274,2349,76
1994-10,62,1873,90,66,312,2341,76
1994-11,98,1869,125,122,221,2337,77
1994-12,84,1901,203,67,205,2376,71
1995-01,100,1905,91,90,296,2382,79
1995-02,116,1904,196,92,188,2380,76
1995-03,134,1881,272,83,115,2351,79
1995-04,88,1887,154,91,227,2359,75
1995-05,122,1902,147,102,227,2378,72
1995-06,30,1877,195,120,155,2347,70
1995-07,38,1897,198,118,159,2372,79
1995-08,48,1916,153,146,180,2395,76
1995-09,112,1905,138,78,261,2382,78
1995-10,108,1914,147,104,228,2393,80
1995-11,124,1933,155,145,183,2416,78
1995-12,126,2137,151,83,301,2672,76
1996-01,90,2149,194,90,253,2686,80
1996-02,82,2166,140,127,275,2708,76
1996-03,112,1995,184,128,187,2494,76
1996-04,46,2029,170,88,250,2537,68
1996-05,94,2048,165,126,221,2560,79
1996-06,116,2061,222,132,161,2576,74
1996-07,140,2293,289,160,125,2867,79
1996-08,86,2316,191,161,227,2895,72
1996-09,152,2246,219,143,200,2808,76
1996-10,174,2265,227,151,189,2832,78
1996-11,58,2289,190,105,277,2861,78
1996-12,148,2388,219,65,313,2985,80
1997-01,74,2393,191,120,287,2991,80
1997-02,148,2393,156,147,295,2991,80
1997-03,156,2277,200,109,261,2847,79
1997-04,78,2316,112,96,371,2895,77
1997-05,194,2323,191,82,308,2904,80
1997-06,160,2344,185,61,340,2930,76
1997-07,144,2372,119,106,368,2965,80
1997-08,128,2401,203,150,247,3001,75
1997-09,148,2350,173,142,273,2938,79
1997-10,102,2370,277,176,140,2963,78
1997-11,106,2383,271,97,228,2979,78
1997-12,76,2509,176,153,298,3136,78
1998-01,134,2549,228,120,290,3187,75
1998-02,154,2573,244,133,267,3217,76
1998-03,84,2544,188,121,327,3180,77
1998-04,64,2561,148,137,355,3201,75
1998-05,92,2576,245,110,289,3220,78
1998-06,104,2530,148,110,375,3163,75
1998-07,154,2534,135,126,373,3168,75
1998-08,182,2541,132,103,401,3177,75
1998-09,160,2493,200,101,322,3116,68
1998-10,164,2499,173,118,334,3124,76
1998-11,124,2517,129,105,395,3146,76
1998-12,124,2516,167,137,325,3145,77
1999-01,130,2525,204,171,256,3156,69
1999-02,72,2529,158,85,389,3161,75
1999-03,198,2653,226,208,230,3317,76
1999-04,152,2653,230,127,306,3316,79
1999-05,74,2651,298,172,193,3314,76
1999-06,148,2615,93,85,476,3269,76
1999-07,98,2637,174,78,408,3297,77
1999-08,102,2651,183,175,305,3314,70
1999-09,178,2649,291,104,268,3312,79
1999-10,162,2674,145,99,425,3343,79
1999-11,146,2713,196,100,382,3391,78
1999-12,128,2862,183,108,425,3578,80
2000-01,144,2887,155,124,443,3609,75
2000-02,82,2886,331,113,278,3608,72
2000-03,140,2449,261,92,259,3061,67
2000-04,40,2465,216,107,294,3082,70
2000-05,104,2488,262,101,259,3110,77
2000-06,124,2457,207,127,280,3071,80
2000-07,176,2481,144,119,358,3102,79
2000-08,136,2497,267,82,276,3122,75
2000-09,176,2436,243,101,265,3045,77
2000-10,174,2451,211,152,250,3064,80
2000-11,142,2477,218,143,258,3096,78
2000-12,204,2863,558,59,99,3579,75
2001-01,212,2869,222,182,314,3587,66
2001-02,204,2885,188,152,381,3606,78
2001-03,204,2769,190,180,322,3461,78
2001-04,126,2775,94,74,526,3469,78
2001-05,76,2783,320,93,283,3479,75
2001-06,162,2755,183,105,401,3444,78
2001-07,150,2759,194,179,317,3449,77
2001-08,46,2781,176,116,404,3477,76
2001-09,156,2701,261,133,282,3377,76
2001-10,186,2725,157,143,381,3406,79
2001-11,216,2753,196,126,367,3442,75
2001-12,8,2797,277,192,230,3496,75
2002-01,216,2814,171,166,367,3518,76
2002-02,114,2825,239,100,368,3532,76
2002-03,160,2740,196,186,303,3425,75
2002-04,190,2761,271,175,245,3452,78
2002-05,186,2788,189,161,347,3485,77
2002-06,150,2773,122,95,476,3466,78
2002-07,66,2798,203,162,335,3498,79
2002-08,84,2820,125,120,460,3525,75
2002-09,158,2756,156,105,428,3445,78
2002-10,42,2757,150,142,398,3447,75
2002-11,234,2761,206,142,343,3452,75
2002-12,92,2751,159,145,384,3439,70
2003-01,16,2757,136,124,429,3446,79
2003-02,110,2762,195,157,339,3453,72
2003-03,128,2688,200,130,342,3360,75
2003-04,88,2690,203,128,342,3363,78
2003-05,162,2705,250,104,322,3381,78
2003-06,76,2701,100,96,480,3377,80
2003-07,138,2724,168,86,427,3405,79
2003-08,72,2746,241,54,392,3433,80
2003-09,56,2705,180,145,352,3382,78
2003-10,152,2712,178,104,396,3390,78
2003-11,142,2736,160,152,372,3420,76
2003-12,106,2775,180,90,424,3469,78
2004-01,116,2797,204,123,372,3496,79
2004-02,120,2799,170,72,458,3499,79
2004-03,52,2737,313,160,212,3422,78
2004-04,92,2753,195,160,334,3442,78
2004-05,40,2781,135,107,454,3477,80
2004-06,74,2766,279,173,240,3458,78
2004-07,110,2784,214,184,298,3480,76
2004-08,164,2809,216,155,331,3511,77
