month,invested,outlier,first,second,rest,total,number of clusters
1990-01,340,196,240,234,1283,1953,70
1990-02,182,196,226,215,1321,1958,70
1990-03,382,193,224,201,1303,1921,70
1990-04,370,193,223,182,1329,1927,70
1990-05,224,196,222,215,1318,1951,70
1990-06,356,197,213,208,1351,1969,70
1990-07,380,199,203,171,1408,1981,70
1990-08,298,201,221,214,1373,2009,70
1990-09,54,201,237,235,1332,2005,70
1990-10,6,203,235,220,1363,2021,70
1990-11,410,204,247,229,1357,2037,70
1990-12,324,213,134,113,1666,2126,70
1991-01,374,215,152,104,1678,2149,70
1991-02,334,217,145,120,1684,2166,70
1991-03,376,212,130,100,1670,2112,70
1991-04,430,214,133,118,1674,2139,70
1991-05,134,216,99,97,1747,2159,70
1991-06,366,219,146,128,1690,2183,70
1991-07,70,222,124,112,1758,2216,70
1991-08,238,224,128,111,1777,2240,70
1991-09,394,222,145,106,1746,2219,70
1991-10,202,223,144,115,1748,2230,70
1991-11,282,224,130,121,1758,2233,70
1991-12,20,230,149,118,1798,2295,70
1992-01,292,229,119,111,1829,2288,70
1992-02,328,229,118,115,1822,2284,70
1992-03,24,224,128,121,1759,2232,70
1992-04,396,224,122,104,1787,2237,70
1992-05,452,225,107,102,1810,2244,70
1992-06,128,228,115,107,1826,2276,70
1992-07,446,230,112,103,1850,2295,70
1992-08,164,231,108,93,1873,2305,70
1992-09,426,228,118,113,1820,2279,70
1992-10,422,229,119,116,1820,2284,70
1992-11,248,230,117,116,1831,2294,70
1992-12,2,235,127,125,1862,2349,70
1993-01,410,235,139,108,1861,2343,70
1993-02,384,236,130,123,1869,2358,70
1993-03,470,230,130,112,1821,2293,70
1993-04,448,231,122,115,1838,2306,70
1993-05,324,232,135,111,1836,2314,70
1993-06,346,232,116,113,1856,2317,70
1993-07,68,234,130,117,1853,2334,70
1993-08,410,234,144,129,1832,2339,70
1993-09,408,231,140,124,1807,2302,70
1993-10,350,231,132,126,1817,2306,70
1993-11,364,232,117,107,1859,2315,70
1993-12,70,238,105,103,1929,2375,70
1994-01,444,239,117,114,1920,2390,70
1994-02,478,239,114,111,1925,2389,70
1994-03,454,234,118,108,1871,2331,70
1994-04,464,234,105,103,1893,2335,70
1994-05,358,236,116,112,1891,2355,70
1994-06,362,235,126,113,1871,2345,70
1994-07,502,237,116,110,1902,2365,70
1994-08,366,239,123,107,1913,2382,70
1994-09,254,235,106,104,1904,2349,70
1994-10,210,235,111,108,1887,2341,70
1994-11,390,234,112,109,1882,2337,70
1994-12,316,238,137,121,1880,2376,70
1995-01,436,239,151,111,1881,2382,70
1995-02,458,238,115,103,1924,2380,70
1995-03,484,236,156,123,1836,2351,70
1995-04,358,236,147,110,1866,2359,70
1995-05,364,238,160,128,1852,2378,70
1995-06,188,235,164,121,1827,2347,70
1995-07,206,238,133,120,1881,2372,70
1995-08,406,240,131,120,1904,2395,70
1995-09,432,239,145,120,1878,2382,70
1995-10,480,240,151,136,1866,2393,70
1995-11,510,242,141,133,1900,2416,70
1995-12,504,268,147,113,2144,2672,70
1996-01,442,269,132,125,2160,2686,70
1996-02,358,271,170,154,2113,2708,70
1996-03,440,250,146,138,1960,2494,70
1996-04,116,254,161,160,1962,2537,70
1996-05,442,256,135,120,2049,2560,70
1996-06,484,258,120,114,2084,2576,70
1996-07,620,287,146,131,2303,2867,70
1996-08,212,290,133,119,2353,2895,70
1996-09,510,281,165,138,2224,2808,70
1996-10,540,284,179,154,2215,2832,70
