month,invested,outlier,first,second,rest,total,number of clusters
1990-01,0.20583717357910905,0,208,198,1547,1953,40
1990-02,0.10520939734422881,0,196,166,1596,1958,40
1990-03,0.2217595002602811,0,200,190,1531,1921,40
1990-04,0.22003113648157757,0,215,213,1499,1927,40
1990-05,0.14146591491542798,0,262,226,1463,1951,40
1990-06,0.20010157440325038,0,196,193,1580,1969,40
1990-07,0.21706208985360928,0,195,177,1609,1981,40
1990-08,0.17322050771528125,0,187,185,1637,2009,40
1990-09,0.029925187032418952,0,180,176,1649,2005,40
1990-10,0.0019792182088075212,0,222,214,1585,2021,40
1990-11,0.23858615611192932,0,214,207,1616,2037,40
1990-12,0.15428033866415805,0,137,130,1859,2126,40
1991-01,0.18334108887854816,0,132,126,1891,2149,40
1991-02,0.1698984302862419,0,119,117,1930,2166,40
1991-03,0.19696969696969696,0,129,122,1861,2112,40
1991-04,0.21224871435250117,0,130,119,1890,2139,40
1991-05,0.06484483557202408,0,121,120,1918,2159,40
1991-06,0.18140174072377463,0,123,115,1945,2183,40
1991-07,0.0351985559566787,0,128,125,1963,2216,40
1991-08,0.10982142857142857,0,129,117,1994,2240,40
1991-09,0.1829652996845426,0,127,121,1971,2219,40
1991-10,0.0968609865470852,0,123,119,1988,2230,40
1991-11,0.1406180026869682,0,130,122,1981,2233,40
1991-12,0.009586056644880174,0,150,134,2011,2295,40
1992-01,0.14248251748251747,0,155,138,1995,2288,40
1992-02,0.1584938704028021,0,130,117,2037,2284,40
1992-03,0.013440860215053764,0,132,126,1974,2232,40
1992-04,0.1975860527492177,0,126,122,1989,2237,40
1992-05,0.22459893048128343,0,125,114,2005,2244,40
1992-06,0.056239015817223195,0,137,132,2007,2276,40
1992-07,0.21525054466230936,0,130,128,2037,2295,40
1992-08,0.08069414316702819,0,127,119,2059,2305,40
1992-09,0.20184291355857834,0,126,118,2035,2279,40
1992-10,0.20052539404553416,0,126,110,2048,2284,40
1992-11,0.11944202266782912,0,126,117,2051,2294,40
1992-12,0.0008514261387824606,0,147,139,2063,2349,40
1993-01,0.1809645753307725,0,143,131,2069,2343,40
1993-02,0.17472434266327397,0,156,137,2065,2358,40
1993-03,0.22764936764064544,0,127,125,2041,2293,40
1993-04,0.22029488291413704,0,124,119,2063,2306,40
1993-05,0.14866032843560933,0,133,124,2057,2314,40
1993-06,0.1536469572723349,0,140,121,2056,2317,40
1993-07,0.033419023136246784,0,135,132,2067,2334,40
1993-08,0.1923899102180419,0,140,130,2069,2339,40
1993-09,0.19548218940052128,0,161,130,2011,2302,40
1993-10,0.16999132697311362,0,137,136,2033,2306,40
1993-11,0.16846652267818574,0,130,129,2056,2315,40
1993-12,0.032842105263157895,0,131,125,2119,2375,40
1994-01,0.18577405857740587,0,145,142,2103,2390,40
1994-02,0.2185014650481373,0,134,132,2123,2389,40
1994-03,0.2187902187902188,0,136,128,2067,2331,40
1994-04,0.22098501070663812,0,137,113,2085,2335,40
1994-05,0.162208067940552,0,133,122,2100,2355,40
1994-06,0.17057569296375266,0,149,120,2076,2345,40
1994-07,0.23340380549682876,0,128,126,2111,2365,40
1994-08,0.16876574307304787,0,148,132,2102,2382,40
1994-09,0.12005108556832694,0,155,115,2079,2349,40
1994-10,0.09910294745835113,0,133,128,2080,2341,40
1994-11,0.18485237483953787,0,143,134,2060,2337,40
1994-12,0.14393939393939395,0,145,135,2096,2376,40
1995-01,0.19311502938706968,0,163,144,2075,2382,40
1995-02,0.21008403361344538,0,139,123,2118,2380,40
1995-03,0.22033177371331347,0,166,150,2035,2351,40
1995-04,0.17041119118270454,0,136,127,2096,2359,40
1995-05,0.16904962153069805,0,137,121,2120,2378,40
1995-06,0.08691947166595654,0,155,122,2070,2347,40
1995-07,0.09359190556492411,0,126,124,2122,2372,40
1995-08,0.17703549060542798,0,132,126,2137,2395,40
1995-09,0.1897565071368598,0,138,127,2117,2382,40
1995-10,0.22231508566652738,0,147,130,2116,2393,40
1995-11,0.23178807947019867,0,142,134,2140,2416,40
1995-12,0.21332335329341318,0,148,139,2385,2672,40
1996-01,0.1913626209977662,0,157,132,2397,2686,40
1996-02,0.14180206794682423,0,164,145,2399,2708,40
1996-03,0.19807538091419408,0,157,151,2186,2494,40
1996-04,0.04887662593614505,0,141,132,2264,2537,40
1996-05,0.1828125,0,175,149,2236,2560,40
1996-06,0.20652173913043478,0,176,149,2251,2576,40
1996-07,0.24346006278339727,0,166,159,2542,2867,40
1996-08,0.07322970639032815,0,157,154,2584,2895,40
1996-09,0.19444444444444445,0,156,145,2507,2808,40
1996-10,0.21257062146892655,0,167,152,2513,2832,40
1996-11,0.1153442852149598,0,150,149,2562,2861,40
1996-12,0.20234505862646565,0,166,163,2656,2985,40
1997-01,0.11033099297893681,0,175,171,2645,2991,40
1997-02,0.19859578736208625,0,162,156,2673,2991,40
1997-03,0.1931858096241658,0,156,155,2536,2847,40
1997-04,0.10224525043177893,0,160,153,2582,2895,40
1997-05,0.2162534435261708,0,165,143,2596,2904,40
1997-06,0.18225255972696247,0,180,169,2581,2930,40
1997-07,0.16661045531197302,0,189,163,2613,2965,40
1997-08,0.19260246584471843,0,177,170,2654,3001,40
1997-09,0.19945541184479237,0,175,164,2599,2938,40
1997-10,0.1849476881538981,0,171,157,2635,2963,40
1997-11,0.14837193689157435,0,167,148,2664,2979,40
1997-12,0.10076530612244898,0,173,142,2821,3136,40
1998-01,0.1449639159083778,0,156,139,2892,3187,40
1998-02,0.1405035747590923,0,163,153,2901,3217,40
1998-03,0.06352201257861635,0,162,159,2859,3180,40
1998-04,0.0668541080912215,0,147,144,2910,3201,40
1998-05,0.11490683229813664,0,168,147,2905,3220,40
1998-06,0.1346822636737275,0,160,140,2863,3163,40
1998-07,0.16603535353535354,0,176,152,2840,3168,40
1998-08,0.29209946490399746,0,165,142,2870,3177,40
1998-09,0.2490372272143774,0,143,142,2831,3116,40
1998-10,0.20422535211267606,0,149,144,2831,3124,40
1998-11,0.13477431659249842,0,170,163,2813,3146,40
1998-12,0.15135135135135136,0,145,142,2858,3145,40
1999-01,0.11913814955640051,0,145,138,2873,3156,40
1999-02,0.12274596646630813,0,144,135,2882,3161,40
1999-03,0.2001808863430811,0,167,146,3004,3317,40
1999-04,0.18998793727382388,0,167,155,2994,3316,40
1999-05,0.06517803258901629,0,191,149,2974,3314,40
1999-06,0.18354236769654328,0,151,149,2969,3269,40
1999-07,0.10130421595389748,0,163,157,2977,3297,40
1999-08,0.12673506336753168,0,168,142,3004,3314,40
1999-09,0.19202898550724637,0,191,183,2938,3312,40
1999-10,0.19563266527071493,0,163,155,3025,3343,40
1999-11,0.13919197876732528,0,156,150,3085,3391,40
1999-12,0.1475684740078256,0,202,181,3195,3578,40
2000-01,0.18398448323635355,0,210,208,3191,3609,40
2000-02,0.14689578713968957,0,197,176,3235,3608,40
2000-03,0.23652401176086246,0,179,168,2714,3061,40
2000-04,0.03763789746917586,0,144,137,2801,3082,40
2000-05,0.14662379421221866,0,151,131,2828,3110,40
2000-06,0.19667860631716053,0,185,178,2708,3071,40
2000-07,0.22888459058671826,0,153,143,2806,3102,40
2000-08,0.2088404868673927,0,149,135,2838,3122,40
2000-09,0.2469622331691297,0,193,164,2688,3045,40
2000-10,0.24673629242819844,0,184,168,2712,3064,40
2000-11,0.21511627906976744,0,134,129,2833,3096,40
2000-12,0.22352612461581448,0,164,163,3252,3579,40
2001-01,0.1678282687482576,0,180,155,3252,3587,40
2001-02,0.18524681087077094,0,171,161,3274,3606,40
2001-03,0.22941346431667148,0,169,159,3133,3461,40
2001-04,0.13202652061112713,0,165,152,3152,3469,40
2001-05,0.05518827249209543,0,162,161,3156,3479,40
2001-06,0.1527293844367015,0,178,167,3099,3444,40
2001-07,0.1739634676717889,0,173,171,3105,3449,40
2001-08,0.0638481449525453,0,178,176,3123,3477,40
2001-09,0.1758957654723127,0,165,161,3051,3377,40
2001-10,0.13564298297122723,0,183,154,3069,3406,40
2001-11,0.21615339918651946,0,159,158,3125,3442,40
2001-12,0.007437070938215103,0,186,159,3151,3496,40
2002-01,0.18874360432063672,0,183,163,3172,3518,40
2002-02,0.14949037372593432,0,153,148,3231,3532,40
2002-03,0.17635036496350365,0,179,171,3075,3425,40
2002-04,0.19351100811123986,0,159,151,3142,3452,40
2002-05,0.16527977044476327,0,179,160,3146,3485,40
2002-06,0.1621465666474322,0,147,142,3177,3466,40
2002-07,0.07718696397941681,0,159,152,3187,3498,40
2002-08,0.14638297872340425,0,186,157,3182,3525,40
2002-09,0.16081277213352685,0,172,156,3117,3445,40
2002-10,0.05279953582825646,0,160,155,3132,3447,40
2002-11,0.17439165701042875,0,157,145,3150,3452,40
2002-12,0.19831346321605117,0,164,161,3114,3439,40
2003-01,0.019152640742890307,0,163,157,3126,3446,40
2003-02,0.10831161309006661,0,159,154,3140,3453,40
2003-03,0.1630952380952381,0,154,152,3054,3360,40
2003-04,0.08266428783823966,0,151,147,3065,3363,40
2003-05,0.15143448683821353,0,151,148,3082,3381,40
2003-06,0.07462244595795084,0,161,146,3070,3377,40
2003-07,0.19676945668135096,0,172,166,3067,3405,40
2003-08,0.06641421497232741,0,151,148,3134,3433,40
2003-09,0.13956238911886457,0,170,142,3070,3382,40
2003-10,0.17463126843657817,0,161,152,3077,3390,40
2003-11,0.15730994152046784,0,184,172,3064,3420,40
2003-12,0.1556644566157394,0,168,157,3144,3469,40
2004-01,0.17505720823798626,0,159,140,3197,3496,40
2004-02,0.12460703058016576,0,146,143,3210,3499,40
2004-03,0.1554646405610754,0,148,147,3127,3422,40
2004-04,0.1411969785008716,0,177,154,3111,3442,40
2004-05,0.03853897037676158,0,198,142,3137,3477,40
2004-06,0.12839791787160207,0,169,136,3153,3458,40
2004-07,0.2120689655172414,0,175,166,3139,3480,40
2004-08,0.21418399316434064,0,190,161,3160,3511,40
2004-09,0.1878421204263901,0,198,153,3120,3471,40
2004-10,0.11933448078026392,0,172,158,3156,3486,40
2004-11,0.09316947699342669,0,189,146,3164,3499,40
2004-12,0.02665910380034033,0,187,174,3165,3526,40
2005-01,0.19093484419263457,0,190,161,3179,3530,40
2005-02,0.017558765222316624,0,187,173,3171,3531,40
2005-03,0.13783076475719686,0,184,174,3081,3439,40
2005-04,0.22900319674513223,0,186,158,3097,3441,40
2005-05,0.05795421616922631,0,190,187,3074,3451,40
2005-06,0.12650779641070903,0,187,162,3050,3399,40
2005-07,0.17716303708063566,0,175,167,3056,3398,40
2005-08,0.0922173274596182,0,206,156,3043,3405,40
2005-09,0.07269450285370982,0,208,157,2964,3329,40
2005-10,0.03308270676691729,0,198,148,2979,3325,40
2005-11,0.1268028846153846,0,169,165,2994,3328,40
2005-12,0.12581991651759095,0,176,163,3015,3354,40
2006-01,0.15535714285714286,0,169,154,3037,3360,40
2006-02,0.07138607971445568,0,183,152,3027,3362,40
2006-03,0.12682926829268293,0,175,149,2956,3280,40
2006-04,0.13048780487804879,0,191,150,2939,3280,40
2006-05,0.09190505173463177,0,196,157,2933,3286,40
2006-06,0.006150061500615006,0,190,149,2913,3252,40
2006-07,0.08717004297114794,0,185,143,2930,3258,40
2006-08,0.10593998775260258,0,189,155,2922,3266,40
2006-09,0.0758382952052648,0,192,164,2835,3191,40
2006-10,0.15664160401002505,0,185,137,2870,3192,40
2006-11,0.07058088694565896,0,177,146,2879,3202,40
2006-12,0.1544232572678962,0,188,141,2870,3199,40
2007-01,0.10246797875663854,0,169,158,2874,3201,40
2007-02,0.1789834736513876,0,178,157,2872,3207,40
2007-03,0.19406834300451323,0,172,155,2775,3102,40
2007-04,0.022573363431151242,0,174,149,2778,3101,40
2007-05,0.09041007426541815,0,191,136,2770,3097,40
2007-06,0.01844532279314888,0,207,159,2670,3036,40
2007-07,0.011187890753537348,0,164,156,2719,3039,40
2007-08,0.02957607624055209,0,198,168,2677,3043,40
2007-09,0.1961307538358906,0,175,169,2654,2998,40
2007-10,0.21592802399200267,0,188,158,2655,3001,40
2007-11,0.11384820239680427,0,179,175,2650,3004,40
2007-12,0.09930023325558147,0,198,176,2627,3001,40
2008-01,0.23158593231585933,0,168,159,2687,3014,40
2008-02,0.16010585511081707,0,187,177,2659,3023,40
2008-03,0.22439353099730458,0,186,181,2601,2968,40
2008-04,0.1538978494623656,0,189,172,2615,2976,40
2008-05,0.08520630660852063,0,201,178,2602,2981,40
2008-06,0.06344920688491394,0,177,175,2611,2963,40
2008-07,0.10325175997318137,0,192,149,2642,2983,40
2008-08,0.0707374040707374,0,195,171,2631,2997,40
2008-09,0.14008840530431826,0,208,154,2579,2941,40
2008-10,0.1487771739130435,0,196,178,2570,2944,40
2008-11,0.24408384043272482,0,226,182,2550,2958,40
2008-12,0.03073463268365817,0,199,196,2273,2668,40
2009-01,0.22321428571428573,0,195,190,2303,2688,40
2009-02,0.20587142326272762,0,187,167,2337,2691,40
2009-03,0.1826235093696763,0,193,172,2570,2935,40
2009-04,0.19080068143100512,0,205,177,2553,2935,40
2009-05,0.12984364377974167,0,186,167,2589,2942,40
2009-06,0.1788896504455106,0,173,149,2596,2918,40
2009-07,0.03331067301155676,0,175,157,2610,2942,40
2009-08,0.08527918781725888,0,202,171,2582,2955,40
2009-09,0.007534246575342466,0,174,162,2584,2920,40
