month,invested,outlier,first,second,rest,total,number of clusters
1990-01,70,1562,114,101,176,1953,43
1990-02,40,1566,171,85,136,1958,60
1990-03,104,1537,139,73,172,1921,57
1990-04,104,1541,124,106,156,1927,60
1990-05,54,1561,121,80,189,1951,60
1990-06,74,1575,164,102,128,1969,54
1990-07,86,1585,145,114,137,1981,46
1990-08,72,1607,95,73,234,2009,58
1990-09,12,1604,148,63,190,2005,60
1990-10,0,1617,123,115,166,2021,57
1990-11,148,1629,84,78,246,2037,60
1990-12,78,1701,113,62,250,2126,58
1991-01,102,1719,128,94,208,2149,60
1991-02,112,1733,133,110,190,2166,55
1991-03,90,1689,167,57,199,2112,60
1991-04,84,1711,117,87,224,2139,60
1991-05,20,1727,91,77,264,2159,58
1991-06,98,1746,143,100,194,2183,60
1991-07,20,1773,141,95,207,2216,60
1991-08,48,1792,228,90,130,2240,60
1991-09,82,1775,146,90,208,2219,54
1991-10,62,1784,121,90,235,2230,47
1991-11,32,1786,139,130,178,2233,51
1991-12,2,1836,208,168,83,2295,45
1992-01,48,1830,158,96,204,2288,46
1992-02,42,1827,279,46,132,2284,46
1992-03,0,1785,147,96,204,2232,56
1992-04,82,1789,171,119,158,2237,60
1992-05,78,1795,104,94,251,2244,46
1992-06,24,1821,102,100,253,2276,60
1992-07,98,1836,116,108,235,2295,47
1992-08,14,1844,142,132,187,2305,46
1992-09,90,1823,196,83,177,2279,60
1992-10,62,1827,140,134,183,2284,47
1992-11,64,1835,147,110,202,2294,60
1992-12,0,1879,76,63,331,2349,60
1993-01,120,1874,92,73,304,2343,60
1993-02,88,1886,102,89,281,2358,60
1993-03,126,1834,102,60,297,2293,60
1993-04,114,1845,85,63,313,2306,60
1993-05,96,1851,67,63,333,2314,57
1993-06,90,1853,82,69,313,2317,60
1993-07,14,1867,105,71,291,2334,60
1993-08,102,1871,78,59,331,2339,60
1993-09,104,1841,124,97,240,2302,58
1993-10,94,1845,93,76,292,2306,60
1993-11,84,1852,120,78,265,2315,60
1993-12,18,1900,117,116,242,2375,60
1994-01,82,1912,150,130,198,2390,60
1994-02,110,1911,188,79,211,2389,60
1994-03,114,1865,132,110,224,2331,54
1994-04,106,1868,219,164,84,2335,50
1994-05,70,1884,122,114,235,2355,60
1994-06,74,1876,132,77,260,2345,60
1994-07,134,1892,159,98,216,2365,60
1994-08,84,1905,129,122,226,2382,59
1994-09,88,1879,172,91,207,2349,57
1994-10,44,1873,128,87,253,2341,56
1994-11,118,1869,203,60,205,2337,60
1994-12,68,1901,144,132,199,2376,54
1995-01,110,1905,160,140,177,2382,60
1995-02,110,1904,205,57,214,2380,60
1995-03,130,1881,332,36,102,2351,54
1995-04,90,1887,161,103,208,2359,60
1995-05,92,1902,153,107,216,2378,60
1995-06,44,1877,229,44,197,2347,60
1995-07,36,1897,142,117,216,2372,60
1995-08,68,1916,134,107,238,2395,51
1995-09,78,1905,141,85,251,2382,59
1995-10,114,1914,144,105,230,2393,60
1995-11,120,1933,217,127,139,2416,60
